
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending January 17, 2009 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	39	54	105	111	186	5	8	23	9	21	82	241	301	228	402						
NEW ENGLAND	-	1	48	1	3	-	0	5	-	-	3	5	14	7	9						
Conn.	-	0	48	-	-	-	0	5	-	-	-	0	3	-	-						
Maine	-	0	2	-	1	-	0	1	-	-	-	0	2	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	3	4	11	6	6						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	1	1						
R.I.	-	0	2	-	1	-	0	1	-	-	-	0	5	-	2						
Vt.	-	0	2	1	1	-	0	1	-	-	-	0	2	-	-						
MID. ATLANTIC	-	4	13	1	15	-	0	2	-	1	27	32	53	40	63						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	10	-	7						
N.Y. (Upstate)	-	1	4	-	2	-	0	1	-	-	-	3	7	-	-						
N.Y. City	-	1	6	-	2	-	0	0	-	-	26	20	36	34	44						
Pa.	-	1	9	1	11	-	0	2	-	1	1	5	12	6	12						
E.N. CENTRAL	7	12	41	27	48	1	2	7	2	8	8	22	37	25	45						
Ill.	-	0	7	-	26	-	0	2	-	5	-	7	17	1	19						
Ind.	-	2	31	-	-	-	0	5	-	-	-	3	10	1	2						
Mich.	-	0	3	2	2	-	0	1	-	-	5	2	21	9	10						
Ohio	7	7	18	25	20	1	1	4	2	3	3	6	15	13	11						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	1	3						
W.N. CENTRAL	-	2	9	4	18	-	0	2	-	1	-	8	14	5	22						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	-	-						
Kans.	-	1	5	-	5	-	0	1	-	1	-	0	5	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	6	-	6						
Mo.	-	1	5	4	13	-	0	1	-	-	-	4	10	5	16						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	2	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
S. ATLANTIC	28	21	53	59	80	3	3	13	5	7	25	54	104	82	43						
Del.	-	0	1	-	-	-	0	0	-	-	2	0	4	2	-						
D.C.	-	0	3	-	2	-	0	1	-	-	-	2	9	8	1						
Fla.	21	13	30	45	45	3	2	12	5	5	16	19	37	39	30						
Ga.	7	6	23	13	28	-	1	5	-	2	-	13	49	-	1						
Md.	-	0	2	1	-	-	0	1	-	-	-	6	14	4	6						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	19	18	-						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	6	1	1						
Va.	N	0	0	N	N	N	0	0	N	N	7	5	16	10	4						
W. Va.	-	1	9	-	5	-	0	2	-	-	-	0	1	-	-						
E.S. CENTRAL	1	5	20	12	15	-	1	4	1	1	5	21	37	27	37						
Ala.	N	0	0	N	N	N	0	0	N	N	1	8	17	9	18						
Ky.	1	1	6	6	5	-	0	2	1	-	-	1	10	1	4						
Miss.	-	0	2	-	-	-	0	1	-	-	-	3	19	-	1						
Tenn.	-	3	18	6	10	-	0	3	-	1	4	8	19	17	14						
W.S. CENTRAL	2	2	7	5	5	1	0	2	1	2	11	42	63	19	75						
Ark.	2	0	4	5	-	1	0	1	1	-	11	2	19	16	2						
La.	-	1	6	-	5	-	0	1	-	2	-	10	31	-	13						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	3	8						
Tex.	-	0	0	-	-	-	0	0	-	-	-	26	47	-	52						
MOUNTAIN	-	2	14	-	2	-	0	4	-	1	1	9	16	4	15						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	5	13	-	5						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	1	2						
Idaho	N	0	1	N	N	N	0	1	N	N	-	0	2	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	N	0	1	N	N	N	0	0	N	N	1	1	6	1	4						
N. Mex.	-	0	1	-	-	-	0	0	-	-	-	1	4	2	4						
Utah	-	1	13	-	2	-	0	4	-	1	-	0	2	-	-						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	1	0	1	2	-	-	0	1	-	-	2	44	64	19	93						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	-	40	58	14	81						
Hawaii	1	0	1	2	-	-	0	1	-	-	-	0	3	1	1						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	3	-	2						
Wash.	N	0	0	N	N	N	0	0	N	N	2	3	9	4	9						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	11	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


