
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending November 10, 2012 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2012
5-year weekly average†
Total cases reported for year 2011
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
Total cases reported for year 2007
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	1	-	1		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	71	0	137	75	55	62	55		
Eastern equine encephalitis virus disease	-	12	-	4	10	4	4	4		
Powassan virus disease	-	7	0	16	8	6	2	7		
St. Louis encephalitis virus disease	-	-	0	6	10	12	13	9		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	51	498	5	1,128	NN	NN	NN	NN	NY (51 )	
Botulism, total	1	105	3	153	112	118	145	144		
foodborne	-	14	0	24	7	10	17	32		
infant	-	74	2	97	80	83	109	85		
other(wound & unspecified)	1	17	1	32	25	25	19	27	CA (1 )	
Brucellosis	-	107	2	79	115	115	80	131		
Chancroid	-	17	0	8	24	28	25	23		
Cholera	-	4	0	40	13	10	5	7		
Cyclosporiasis §	-	109	1	151	179	141	139	93		
Diphtheria	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	17	0	14	23	35	30	22		
nonserotype b	1	136	3	145	200	236	244	199	OK (1 )	
unknown serotype	-	189	4	226	223	178	163	180		
Hansen disease §	-	47	2	82	98	103	80	101		
Hantavirus pulmonary syndrome §	-	21	0	23	20	20	18	32		
Hemolytic uremic syndrome, post-diarrheal §	-	153	6	290	266	242	330	292		
Influenza-associated pediatric mortality §, ††	-	35	5	118	61	358	90	77		
Listeriosis	3	552	15	870	821	851	759	808	OH (3 )	
Measles §§	-	52	0	220	63	71	140	43		
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	-	104	5	257	280	301	330	325		
serogroup B	-	67	3	159	135	174	188	167		
other serogroup	-	10	1	20	12	23	38	35		
unknown serogroup	1	254	8	323	406	482	616	550	AK (1 )	
Novel influenza A infection virus ***	-	311	7	14	4	43,774	2	4		
Plague	-	2	0	3	2	8	3	7		
Poliomyelitis, paralytic	-	-	-	-	-	1	-	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	-		
Psittacosis §	-	2	0	2	4	9	8	12		
Q fever total §:	1	88	2	134	131	113	120	171		
acute	-	71	1	110	106	93	106	-		
chronic	1	17	0	24	25	20	14	-	NY (1 )	
Rabies, human	-	1	0	6	2	4	2	1		
Rubella †††	-	7	0	4	5	3	16	12		
Rubella, congenital syndrome	-	2	-	-	-	2	-	-		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	99	2	168	142	161	157	132		
Syphilis, congenital (age &lt;1 yr) §§§	-	166	7	358	377	423	431	430		
Tetanus	-	30	1	36	26	18	19	28		
Toxic-shock syndrome (staphylococcal) §	-	53	1	78	82	74	71	92		
Trichinellosis	-	11	0	15	7	13	39	5		
Tularemia	1	141	2	166	124	93	123	137	IN (1 )	
Typhoid fever	1	245	5	390	467	397	449	434	WA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	5	72	2	82	91	78	63	37	NY (2 ), OH (1 ), MO (2 )	
Vancomycin-resistant Staphylococcus aureus §	-	1	0	-	2	1	-	2		
Vibriosis (non-cholera Vibrio species infections) §	10	829	12	832	846	789	588	549	FL (2 ), TX (3 ), AZ (1 ), WA (1 ), CA (3 )	
Viral Hemorrhagic Fever ¶¶¶	-	-	-	-	1	NN	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Data for meningococcal disease (all serogroups) are available in Table II.

*** Please refer to the http://www.cdc.gov/mmwr/mmwr_wk/wk_cvol.html for weekly updates to the footnote for this condition.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of STD Prevention, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention.

¶¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition. See Table II for Dengue Hemorrhagic Fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


