
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 19, 2002 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	31	15	13,306	259,539	287,140	1,209	1,177	19	20												
NEW ENGLAND	-	1	1,354	5,943	5,469	86	87	-	1												
Maine	-	-	171	111	110	1	2	-	-												
N.H.	-	-	33	106	150	8	4	-	-												
Vt.	-	1	113	81	53	7	3	-	-												
Mass.	-	-	680	2,633	2,529	45	39	-	1												
R.I.	-	-	129	726	661	10	3	-	-												
Conn.	-	-	228	2,286	1,966	15	36	-	-												
MID. ATLANTIC	-	2	2,863	31,501	33,103	217	172	3	3												
Upstate N.Y.	-	-	972	6,986	6,724	98	56	2	-												
N.Y. City	-	-	1,068	9,440	10,136	53	43	-	-												
N.J.	-	-	283	5,608	5,617	45	40	-	-												
Pa.	-	2	540	9,467	10,626	21	33	1	3												
E.N. CENTRAL	11	5	2,512	50,800	60,459	178	222	3	2												
Ohio	10	5	762	13,288	17,005	67	57	-	1												
Ind.	-	-	-	5,649	5,498	36	43	1	-												
Ill.	-	-	575	15,380	19,312	57	79	-	-												
Mich.	1	-	716	11,806	13,786	11	12	2	-												
Wis.	-	-	459	4,677	4,858	7	31	-	1												
W.N. CENTRAL	-	3	1,611	13,122	13,459	53	58	1	1												
Minn.	-	-	637	2,332	2,111	39	32	1	-												
Iowa	-	-	256	944	1,055	1	-	-	-												
Mo.	N	N	388	6,817	6,978	10	16	-	-												
N. Dak.	-	3	11	42	37	-	7	-	-												
S. Dak.	-	-	61	212	226	-	-	-	-												
Nebr.	-	-	122	711	933	-	2	-	1												
Kans.	-	-	136	2,064	2,119	3	1	-	-												
S. ATLANTIC	1	-	2,309	66,844	74,761	312	291	4	1												
Del.	-	-	42	1,299	1,372	-	-	-	-												
Md.	-	-	101	7,038	7,298	71	72	2	-												
D.C.	-	-	32	2,126	2,335	-	-	-	-												
Va.	-	-	223	7,592	8,632	28	25	-	-												
W. Va.	1	-	46	773	541	15	14	-	1												
N.C.	-	-	-	12,926	13,999	30	42	-	-												
S.C.	-	-	114	5,828	9,136	12	4	-	-												
Ga.	-	-	712	12,915	14,286	79	75	-	-												
Fla.	-	-	1,039	16,347	17,162	77	59	2	-												
E.S. CENTRAL	8	3	306	22,060	25,873	55	63	1	-												
Ky.	8	3	-	3,067	2,873	4	2	-	-												
Tenn.	-	-	142	7,590	7,986	28	33	-	-												
Ala.	-	-	164	6,609	8,574	16	26	1	-												
Miss.	-	-	-	4,794	6,440	7	2	-	-												
W.S. CENTRAL	-	-	193	39,190	42,545	54	45	2	1												
Ark.	-	-	135	3,715	3,758	2	-	-	-												
La.	-	-	3	9,752	10,269	7	9	-	-												
Okla.	-	-	55	3,825	3,788	40	35	-	-												
Tex.	-	-	-	21,898	24,730	5	1	2	1												
MOUNTAIN	11	1	1,331	7,963	8,453	143	126	2	7												
Mont.	-	-	76	77	86	-	-	-	-												
Idaho	-	-	99	74	61	2	1	-	-												
Wyo.	-	-	26	51	65	1	1	-	-												
Colo.	11	1	440	2,739	2,552	27	34	-	-												
N. Mex.	-	-	131	1,047	805	23	21	-	1												
Ariz.	-	-	173	2,939	3,192	64	52	1	4												
Utah	-	-	265	201	152	16	6	-	-												
Nev.	-	-	121	835	1,540	10	11	1	2												
PACIFIC	-	-	827	22,116	23,018	111	113	3	4												
Wash.	-	-	319	2,302	2,424	3	3	2	-												
Oreg.	-	-	348	695	925	53	32	-	-												
Calif.	-	-	-	18,089	18,834	22	51	1	4												
Alaska	-	-	86	486	340	1	6	-	-												
Hawaii	-	-	74	544	495	32	21	-	-												
Guam	-	-	-	-	43	-	-	-	-												
P.R.	-	-	33	285	480	1	1	-	-												
V.I.	-	-	-	31	22	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


