
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 5, 1997 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	2,000	1,934	3	326	379	44	2,496	1,940	-	64	129										
NEW ENGLAND	123	81	-	7	1	5	521	435	-	-	24										
Maine	12	9	-	-	-	-	6	13	-	-	-										
N.H.	13	3	-	-	-	1	60	19	-	-	-										
Vt.	2	3	-	-	-	2	173	10	-	-	2										
Mass.	62	30	-	2	1	2	260	388	-	-	20										
R.I.	9	8	-	4	-	-	12	-	-	-	-										
Conn.	25	28	U	1	-	U	10	5	U	-	2										
MID. ATLANTIC	175	213	-	30	53	3	173	125	-	3	7										
Upstate N.Y.	44	53	-	6	15	-	52	62	-	1	3										
N.Y. City	31	31	-	-	13	-	40	19	-	2	2										
N.J.	40	46	-	-	2	-	5	7	-	-	2										
Pa.	60	83	-	24	23	3	76	37	-	-	-										
E.N. CENTRAL	284	278	2	34	85	3	188	257	-	4	3										
Ohio	110	97	2	16	27	3	77	82	-	-	-										
Ind.	32	37	-	4	5	-	29	15	-	-	-										
Ill.	85	83	-	7	17	-	28	61	-	1	1										
Mich.	34	29	-	7	35	-	31	22	-	-	2										
Wis.	23	32	-	-	1	-	23	77	-	3	-										
W.N. CENTRAL	149	148	-	12	5	3	146	71	-	-	-										
Minn.	19	14	-	5	1	3	99	43	-	-	-										
Iowa	33	32	-	6	-	-	16	3	-	-	-										
Mo.	75	61	-	-	2	-	19	15	-	-	-										
N. Dak.	1	2	-	-	2	-	2	1	-	-	-										
S. Dak.	4	7	U	-	-	U	2	2	U	-	-										
Nebr.	5	13	-	1	-	-	3	2	-	-	-										
Kans.	12	19	-	-	-	-	5	5	-	-	-										
S. ATLANTIC	362	293	-	46	54	7	248	186	-	33	22										
Del.	5	2	-	-	-	-	-	13	-	-	-										
Md.	35	35	-	4	18	1	79	64	-	-	-										
D.C.	1	4	-	-	-	-	2	-	-	-	1										
Va.	33	35	-	6	5	-	25	20	-	1	2										
W. Va.	14	12	-	-	-	-	4	2	-	-	-										
N.C.	64	49	-	7	11	-	68	34	-	22	8										
S.C.	41	38	-	10	5	-	11	7	-	9	1										
Ga.	69	81	-	4	2	-	7	9	-	-	-										
Fla.	100	37	-	15	13	6	52	37	-	1	10										
E.S. CENTRAL	149	136	-	16	15	1	54	149	-	-	2										
Ky.	35	19	-	3	-	-	11	128	-	-	-										
Tenn.	54	41	-	3	1	-	22	12	-	-	-										
Ala.	44	40	-	6	3	1	13	4	-	-	2										
Miss.	16	36	U	4	11	U	8	5	U	-	N										
W.S. CENTRAL	199	222	-	34	28	5	48	65	-	4	7										
Ark.	25	26	-	-	1	1	10	2	-	-	-										
La.	37	41	-	11	10	-	11	4	-	-	1										
Okla.	23	20	-	-	-	4	10	5	-	-	-										
Tex.	114	135	U	23	17	U	17	54	U	4	6										
MOUNTAIN	116	116	-	43	16	7	721	184	-	5	6										
Mont.	8	5	-	-	-	-	9	7	-	-	-										
Idaho	8	16	-	2	-	1	510	60	-	1	2										
Wyo.	1	3	-	1	-	1	5	1	-	-	-										
Colo.	32	19	-	3	3	1	141	41	-	-	2										
N. Mex.	18	20	N	N	N	1	32	32	-	-	-										
Ariz.	32	29	-	29	1	3	18	12	-	4	1										
Utah	11	11	-	6	2	-	4	6	-	-	-										
Nev.	6	13	-	2	10	-	2	25	-	-	1										
PACIFIC	443	447	1	104	122	10	397	468	-	15	58										
Wash.	54	57	-	12	17	10	192	191	-	3	12										
Oreg.	91	77	-	-	-	-	18	33	-	-	1										
Calif.	295	307	1	80	86	-	180	231	-	7	42										
Alaska	1	4	-	2	2	-	1	1	-	-	-										
Hawaii	2	2	-	10	17	-	6	12	-	5	3										
Guam	-	3	U	1	4	U	-	-	U	-	-										
P.R.	8	9	-	4	1	-	-	2	-	-	-										
V.I.	-	-	U	-	1	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	4	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


