
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending December 17, 2011 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	6	22	74	1,096	1,574	30	47	167	2,399	3,155	12	18	39	960	799						
NEW ENGLAND	-	1	5	67	93	-	1	8	76	54	-	1	5	60	54						
Conn.	-	0	3	19	28	-	0	4	16	22	-	0	5	40	37						
Maine	-	0	2	6	7	-	0	2	8	13	-	0	2	4	2						
Mass.	-	0	3	31	48	-	1	6	49	12	-	0	2	11	13						
N.H.	-	0	1	-	1	-	0	1	3	5	N	0	0	N	N						
R.I.	-	0	1	5	9	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	2	6	-	-	0	0	-	2	-	0	1	5	2						
MID. ATLANTIC	1	3	7	163	269	3	5	11	207	272	3	1	5	84	101						
N.J.	-	0	2	-	73	-	0	2	-	74	-	0	0	-	28						
N.Y. (Upstate)	1	1	4	46	56	2	1	9	54	50	1	1	4	48	44						
N.Y. City	-	1	5	62	88	-	1	5	78	79	-	0	0	-	3						
Pa.	-	1	3	55	52	1	2	4	75	69	2	0	4	36	26						
E.N. CENTRAL	1	3	8	174	202	1	6	37	316	466	2	2	8	134	92						
Ill.	-	1	4	53	48	-	1	6	59	128	-	0	2	7	1						
Ind.	-	0	3	12	12	-	1	3	57	71	-	0	5	55	27						
Mich.	1	1	6	64	73	1	1	6	80	119	2	1	4	64	45						
Ohio	-	1	3	39	47	-	1	30	89	94	-	0	1	6	9						
Wis.	-	0	1	6	22	-	0	3	31	54	-	0	1	2	10						
W.N. CENTRAL	-	1	25	39	75	-	2	16	123	114	-	0	6	8	20						
Iowa	-	0	1	8	11	-	0	1	10	14	-	0	0	-	-						
Kans.	-	0	2	3	11	-	0	2	12	11	-	0	1	3	2						
Minn.	-	0	22	9	15	-	0	15	9	8	-	0	6	2	10						
Mo.	-	0	1	12	20	-	2	5	79	67	-	0	0	-	6						
Nebr.	-	0	1	5	14	-	0	3	12	12	-	0	1	3	2						
N. Dak.	-	0	1	-	3	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	1	-	0	1	1	2	-	0	0	-	-						
S. ATLANTIC	1	4	12	227	332	12	12	56	668	872	6	4	11	231	182						
Del.	-	0	1	2	7	-	0	2	13	24	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	0	-	3	-	0	0	-	2						
Fla.	1	1	7	79	137	7	4	7	199	290	1	1	3	56	55						
Ga.	-	1	5	48	37	-	2	7	113	163	-	0	3	33	32						
Md.	-	0	4	25	22	2	1	4	58	66	1	0	3	35	24						
N.C.	-	0	3	27	45	2	2	12	106	108	4	1	7	60	39						
S.C.	-	0	2	10	26	-	1	3	32	58	-	0	1	1	1						
Va.	-	0	3	28	49	1	1	6	68	90	-	0	3	20	12						
W. Va.	-	0	5	8	8	-	0	43	79	70	-	0	6	26	17						
E.S. CENTRAL	-	1	6	47	48	7	10	15	459	370	1	4	10	215	157						
Ala.	-	0	2	7	8	1	2	6	109	65	-	0	3	18	7						
Ky.	-	0	2	10	26	2	3	7	136	132	-	2	7	121	106						
Miss.	-	0	1	7	2	-	1	4	44	33	U	0	0	U	U						
Tenn.	-	0	5	23	12	4	4	8	170	140	1	1	5	76	44						
W.S. CENTRAL	1	3	15	128	141	3	6	67	296	553	-	2	11	83	68						
Ark.	-	0	1	1	2	-	1	4	48	62	-	0	0	-	1						
La.	-	0	2	5	11	-	1	4	34	51	-	0	2	5	4						
Okla.	-	0	4	3	2	1	1	16	82	97	-	1	10	47	31						
Tex.	1	2	11	119	126	2	3	45	132	343	-	0	3	31	32						
MOUNTAIN	-	1	5	57	140	1	1	4	73	133	-	1	5	62	64						
Ariz.	-	0	2	16	61	-	0	3	16	26	U	0	0	U	U						
Colo.	-	0	2	18	35	-	0	2	15	44	-	0	3	17	19						
Idaho	-	0	1	6	7	-	0	1	2	6	-	0	2	10	11						
Mont.	-	0	1	2	4	-	0	0	-	-	-	0	1	3	3						
Nev.	-	0	3	5	14	1	0	3	27	41	-	0	2	10	7						
N. Mex.	-	0	1	5	5	-	0	2	8	5	-	0	2	12	14						
Utah	-	0	2	3	10	-	0	1	5	8	-	0	2	8	10						
Wyo.	-	0	1	2	4	-	0	0	-	3	-	0	1	2	-						
PACIFIC	2	3	13	194	274	3	3	25	181	321	-	2	12	83	61						
Alaska	-	0	1	2	5	-	0	1	4	5	U	0	0	U	U						
Calif.	1	3	12	151	225	-	2	22	114	227	-	1	4	38	27						
Hawaii	-	0	2	8	7	-	0	1	6	6	U	0	0	U	U						
Oreg.	-	0	2	9	17	2	0	4	31	40	-	0	3	13	15						
Wash.	1	0	4	24	20	1	0	4	26	43	-	0	5	32	19						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	5	8	7	-	2	8	28	77	-	0	3	10	61						
P.R.	-	0	1	7	20	-	0	2	8	28	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


