
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 17, 2007 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	85	245	1,012	644	609	3	23	41	72	160	15	19	45	110	176						
NEW ENGLAND	7	19	260	44	51	-	0	6	-	5	-	1	3	2	6						
Conn.	5	8	227	12	20	-	0	3	-	-	-	0	2	1	2						
Maine	-	2	34	20	10	-	0	1	-	-	-	0	2	1	2						
Mass.	-	0	3	-	13	-	0	3	-	4	-	0	2	-	2						
N.H.	2	3	95	8	6	-	0	3	-	-	-	0	2	-	-						
R.I.	-	0	93	-	1	-	0	1	-	-	-	0	1	-	-						
Vt.	-	1	15	4	1	-	0	0	-	1	-	0	1	-	-						
MID. ATLANTIC	11	143	566	333	370	-	5	13	13	41	-	2	11	12	30						
N.J.	-	25	186	52	139	-	1	3	-	12	-	0	2	-	3						
N.Y. (Upstate)	4	59	347	70	42	-	1	7	3	3	-	1	4	2	2						
N.Y. City	-	2	22	-	4	-	3	9	5	20	-	1	4	3	12						
Pa.	7	43	234	211	185	-	1	4	5	6	-	0	4	7	13						
E.N. CENTRAL	-	12	158	3	38	-	2	7	8	18	6	2	12	15	16						
Ill.	-	0	0	-	-	-	1	5	2	7	-	0	3	-	7						
Ind.	-	0	3	-	-	-	0	3	-	-	4	0	5	6	1						
Mich.	-	1	5	1	2	-	0	2	2	2	-	0	4	5	2						
Ohio	-	0	5	-	4	-	0	2	2	6	2	1	4	4	3						
Wis.	-	11	154	2	32	-	0	2	2	3	-	0	2	-	3						
W.N. CENTRAL	5	5	169	13	9	-	1	14	8	4	-	1	4	9	7						
Iowa	-	1	8	-	1	-	0	1	1	-	-	0	2	1	-						
Kans.	-	0	2	1	-	-	0	2	-	-	-	0	1	1	-						
Minn.	5	2	167	12	8	-	0	12	4	2	-	0	3	-	-						
Mo.	-	0	2	-	-	-	0	1	1	1	-	0	3	5	3						
Nebr.	-	0	2	-	-	-	0	1	2	-	-	0	1	-	4						
N. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	1	1	-						
