
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 21, 2011 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	169	273	741	3,067	4,991	-	2	10	20	24	10	26	237	149	211						
NEW ENGLAND	-	4	17	62	153	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	13	13	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	16	42	69	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	4	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	7	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	2	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	1	17	74	178	675	-	0	1	2	1	-	1	7	5	13						
N.J.	-	4	16	24	130	-	0	0	-	1	-	0	5	-	10						
N.Y. (Upstate)	-	3	15	40	65	-	0	1	-	-	-	0	3	1	2						
N.Y. City	-	5	14	79	125	-	0	0	-	-	-	0	2	2	1						
Pa.	1	5	56	35	355	-	0	1	2	-	-	0	3	2	-						
E.N. CENTRAL	6	19	37	197	817	-	0	1	-	-	-	1	10	6	21						
Ill.	-	7	20	56	560	-	0	1	-	-	-	0	5	3	11						
Ind.	-	1	5	25	22	-	0	1	-	-	-	0	5	-	6						
Mich.	-	4	10	44	85	-	0	0	-	-	-	0	1	1	-						
Ohio	6	5	18	72	109	-	0	0	-	-	-	0	2	2	3						
Wis.	-	0	4	-	41	-	0	0	-	-	-	0	1	-	1						
W.N. CENTRAL	3	17	81	139	1,105	-	0	2	2	1	5	4	17	32	43						
Iowa	-	1	4	7	22	-	0	0	-	-	-	0	1	1	2						
Kans.	-	4	12	24	106	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	17	-	0	0	-	-	-	0	2	-	-						
Mo.	3	10	65	104	945	-	0	2	2	1	5	4	17	31	40						
Nebr.	-	0	10	3	11	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	4	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	104	61	122	1,129	694	-	1	7	10	14	4	6	59	39	66						
Del.	-	0	2	-	30	-	0	0	-	1	-	0	3	5	5						
D.C.	-	0	3	6	15	-	0	1	1	-	-	0	0	-	-						
Fla.	81	31	63	805	239	-	0	1	1	1	-	0	2	2	4						
Ga.	16	14	26	159	249	-	0	6	4	10	-	0	0	-	-						
Md.	3	2	8	33	41	-	0	1	1	-	2	0	5	5	8						
N.C.	3	3	36	79	52	-	0	3	1	2	-	2	47	12	36						
S.C.	-	1	5	15	28	-	0	1	2	-	-	0	2	4	3						
Va.	1	2	8	30	39	-	0	2	-	-	2	2	12	11	10						
W. Va.	-	0	66	2	1	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	4	14	29	165	256	-	0	3	-	5	1	5	30	41	47						
Ala.	1	5	15	61	34	-	0	1	-	-	1	1	9	11	7						
Ky.	3	2	19	28	111	-	0	1	-	4	-	0	0	-	-						
Miss.	-	1	5	36	13	-	0	0	-	-	-	0	4	-	3						
Tenn.	-	4	14	40	98	-	0	2	-	1	-	4	20	30	37						
W.S. CENTRAL	35	55	502	598	749	-	0	7	-	1	-	2	227	4	17						
Ark.	1	2	7	23	15	-	0	2	-	-	-	0	28	1	5						
La.	-	5	13	49	85	-	0	0	-	-	-	0	1	-	-						
Okla.	5	3	160	39	121	-	0	4	-	-	-	0	194	2	8						
Tex.	29	44	338	487	528	-	0	1	-	1	-	0	5	1	4						
MOUNTAIN	5	17	32	264	209	-	0	5	6	-	-	0	7	21	3						
Ariz.	1	7	19	66	113	-	0	4	6	-	-	0	7	21	-						
Colo.	-	2	8	33	23	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	3	7	7	-	0	0	-	-	-	0	1	-	1						
Mont.	2	0	15	88	4	-	0	1	-	-	-	0	1	-	-						
Nev.	1	0	6	7	11	-	0	0	-	-	-	0	0	-	-						
