
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 28, 1996 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1996
H. influenzae, Invasive cummulative for 1995
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1995
Hepatitis (Viral), Type B cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1995
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1996
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1996

tab delimited data:
test
UNITED STATES	818	859	20,322	21,888	7,195	7,378	-	398	-	42											
NEW ENGLAND	23	32	278	212	155	178	-	11	-	4											
Maine	-	3	15	23	2	7	-	-	-	-											
N.H.	8	8	12	9	13	18	-	-	-	-											
Vt.	1	2	6	5	10	5	-	1	-	1											
Mass.	12	10	151	88	52	66	-	9	-	3											
R.I.	2	3	13	25	9	8	-	-	-	-											
Conn.	-	6	81	62	69	74	-	1	-	-											
MID. ATLANTIC	143	126	1,379	1,338	1,126	1,050	-	23	-	5											
Upstate N.Y.	42	34	327	327	264	285	-	-	-	-											
N.Y. City	30	30	442	643	458	323	-	9	-	3											
N.J.	45	16	250	195	191	285	-	3	-	-											
Pa.	26	46	360	173	213	157	-	11	-	2											
E.N. CENTRAL	131	146	1,666	2,508	740	831	-	5	-	7											
Ohio	78	74	603	1,424	99	85	-	2	-	3											
Ind.	9	19	242	138	123	159	-	-	-	-											
Ill.	32	35	362	505	178	216	-	2	-	1											
Mich.	7	16	330	280	287	312	-	-	-	3											
Wis.	5	2	129	161	53	59	-	1	-	-											
W.N. CENTRAL	42	64	1,776	1,496	347	481	-	20	-	2											
Minn.	25	35	95	144	41	43	-	16	-	2											
Iowa	6	3	286	65	75	36	-	-	-	-											
Mo.	7	19	847	1,073	165	334	-	3	-	-											
N. Dak.	-	-	89	22	2	4	-	-	-	-											
S. Dak.	1	1	41	49	5	2	-	-	-	-											
Nebr.	1	3	172	38	33	25	-	-	-	-											
Kans.	2	3	246	105	26	37	-	1	-	-											
S. ATLANTIC	173	171	1,009	828	1,133	944	-	6	-	9											
Del.	2	-	13	9	7	7	-	1	-	-											
Md.	51	55	168	165	232	195	-	2	-	2											
D.C.	5	-	29	20	29	15	-	-	-	-											
Va.	8	23	136	157	110	89	-	-	-	3											
W. Va.	7	7	13	17	21	41	-	-	-	-											
N.C.	22	25	110	88	265	224	-	3	-	1											
S.C.	4	2	43	38	68	37	-	-	-	-											
Ga.	55	54	123	51	30	62	-	-	-	2											
Fla.	19	5	374	283	371	274	-	-	-	1											
E.S. CENTRAL	22	8	1,039	1,490	625	657	-	2	-	-											
Ky.	4	2	35	36	43	58	-	-	-	-											
Tenn.	9	-	688	1,247	364	515	-	2	-	-											
Ala.	8	5	147	69	50	84	-	-	-	-											
Miss.	1	1	169	138	168	U	-	-	-	-											
W.S. CENTRAL	32	54	4,240	3,072	948	984	-	26	-	2											
Ark.	-	5	381	427	61	49	-	-	-	-											
La.	3	1	123	94	99	154	-	-	-	-											
Okla.	26	20	1,775	798	59	128	-	-	-	-											
Tex.	3	28	1,961	1,753	729	653	-	26	-	2											
MOUNTAIN	80	92	3,308	3,118	839	636	-	152	-	5											
Mont.	-	-	92	100	10	19	-	-	-	-											
Idaho	1	2	168	254	74	73	-	1	-	-											
Wyo.	35	5	26	89	36	17	-	1	-	-											
Colo.	11	14	350	396	110	93	-	4	-	3											
N. Mex.	9	12	298	640	274	241	-	16	-	-											
Ariz.	9	22	1,310	869	199	95	-	8	-	-											
Utah	7	9	760	570	74	53	-	117	-	2											
Nev.	8	28	304	200	62	45	-	5	-	-											
PACIFIC	172	166	5,627	7,826	1,282	1,617	-	153	-	8											
Wash.	2	8	358	637	73	143	-	51	-	-											
Oreg.	22	22	654	2,075	57	95	-	4	-	-											
Calif.	144	131	4,526	4,939	1,129	1,355	-	34	-	5											
Alaska	2	1	34	38	12	11	-	63	-	-											
Hawaii	2	4	55	137	11	13	-	1	-	3											
Guam	-	-	2	7	-	4	U	-	U	-											
P.R.	1	3	89	79	286	483	-	7	-	-											
V.I.	-	-	-	6	-	14	U	-	U	-											
Amer. Samoa	-	-	-	6	-	-	U	-	U	-											
C.N.M.I.	10	11	1	24	5	19	U	-	U	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


