
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 3, 1999 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999*
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1999
Gonorrhea cummulative for 1999
Gonorrhea cummulative for 1998
Hepatitis C/NA,NB cummulative for 1999
Hepatitis C/NA,NB cummulative for 1998

tab delimited data:
test
UNITED STATES	11,513	11,980	126,640	140,665	279	117	69,551	83,392	557	914											
NEW ENGLAND	542	314	4,810	5,301	42	27	1,604	1,454	46	23											
Maine	5	8	153	219	4	-	10	11	-	-											
N.H.	18	12	244	259	2	1	19	26	-	-											
Vt.	4	8	117	86	3	-	14	2	1	2											
Mass.	367	92	2,333	2,128	19	16	721	530	45	21											
R.I.	30	34	547	626	1	1	141	81	-	-											
Conn.	118	160	1,416	1,983	13	9	699	804	-	-											
MID. ATLANTIC	2,841	3,417	17,838	17,030	15	1	9,152	9,834	44	98											
Upstate N.Y.	360	426	N	N	12	-	867	1,712	29	83											
N.Y. City	1,441	1,933	9,437	8,925	-	1	4,282	4,074	-	-											
N.J.	600	574	2,472	2,944	3	-	1,176	1,774	-	-											
Pa.	440	484	5,928	5,161	N	-	2,827	2,274	15	15											
E.N. CENTRAL	841	993	19,178	21,431	45	25	12,962	16,226	111	121											
Ohio	147	173	5,924	6,813	23	8	3,483	4,099	-	5											
Ind.	124	257	-	-	5	7	726	1,561	-	2											
Ill.	402	373	6,821	5,786	6	3	4,435	4,934	2	16											
Mich.	124	144	5,418	5,392	11	4	3,886	4,294	109	98											
Wis.	44	46	1,015	3,440	N	3	432	1,338	-	-											
W.N. CENTRAL	248	207	4,142	8,908	70	15	1,455	3,977	31	22											
Minn.	38	31	1,434	1,773	22	12	541	605	-	-											
Iowa	29	11	396	923	6	2	160	248	-	3											
Mo.	97	100	-	3,222	6	1	-	2,039	29	17											
N. Dak.	3	3	102	248	2	-	7	26	-	-											
S. Dak.	6	7	436	421	1	-	39	70	-	-											
Nebr.	19	24	700	757	26	-	293	304	-	2											
Kans.	56	31	1,074	1,564	7	-	415	685	2	-											
S. ATLANTIC	3,237	3,186	28,096	28,267	27	10	21,106	22,404	58	32											
Del.	40	40	724	621	1	-	427	357	-	-											
Md.	345	335	1,960	2,006	1	-	2,171	2,308	19	3											
D.C.	118	262	N	N	-	-	680	882	-	-											
Va.	179	230	3,341	3,044	6	2	2,309	1,980	6	1											
W. Va.	19	30	594	1,189	-	1	106	394	8	2											
N.C.	198	216	5,485	5,752	7	3	4,847	4,763	-	7											
S.C.	321	183	5,151	4,405	1	1	2,629	2,847	9	-											
Ga.	349	372	3,967	6,427	2	-	2,946	5,113	1	8											
Fla.	1,668	1,518	6,874	4,823	9	3	4,991	3,760	15	11											
E.S. CENTRAL	493	442	9,598	10,007	18	4	8,267	9,475	27	35											
Ky.	70	65	-	1,607	5	-	-	918	1	7											
Tenn.	214	141	3,590	3,301	9	3	2,793	2,802	25	25											
Ala.	110	119	3,545	2,618	4	-	3,188	3,283	1	3											
Miss.	99	117	2,463	2,481	-	1	2,286	2,472	-	-											
W.S. CENTRAL	1,182	1,356	15,363	20,871	7	6	9,206	12,618	37	32											
Ark.	45	52	1,361	937	2	2	673	1,133	2	2											
La.	121	206	4,266	3,144	1	2	3,562	2,702	25	-											
Okla.	35	71	2,059	2,305	3	2	1,086	1,281	1	-											
Tex.	981	1,027	7,677	14,485	1	-	3,885	7,502	9	30											
MOUNTAIN	405	377	6,910	7,464	16	6	1,801	2,013	49	149											
Mont.	4	10	309	223	-	-	8	11	4	4											
Idaho	5	8	432	468	-	1	26	43	4	56											
Wyo.	2	1	180	187	1	1	7	10	14	38											
Colo.	76	65	1,902	1,949	5	2	496	645	9	9											
N. Mex.	13	52	1,084	1,004	1	-	182	180	4	21											
Ariz.	190	127	2,011	2,610	4	1	768	899	11	-											
Utah	37	35	399	538	5	1	44	58	1	10											
Nev.	78	79	593	485	-	-	270	167	2	11											
PACIFIC	1,724	1,688	20,705	21,386	39	23	3,998	5,391	154	402											
Wash.	90	133	3,121	2,648	5	8	541	470	2	5											
Oreg.	45	40	1,325	-	13	9	184	-	4	7											
Calif.	1,562	1,481	15,244	17,692	21	6	3,099	4,735	148	355											
Alaska	6	11	465	503	-	-	96	76	-	1											
Hawaii	21	23	550	543	-	-	78	110	-	34											
Guam	1	-	-	77	N	-	-	6	-	-											
P.R.	411	457	U	U	2	U	77	106	-	-											
V.I.	10	13	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	-	N	N	N	U	-	8	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


