
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending October 17, 2009 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2009
Lyme disease cummulative for 2008
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2009
Malaria cummulative for 2008
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2009
Meningococcal diseases, invasive †, all serogroups cummulative for 2008

tab delimited data:
test
UNITED STATES	181	461	1,800	24,227	27,564	5	23	44	937	986	5	16	48	683	953						
NEW ENGLAND	22	75	416	4,903	10,130	-	1	5	37	47	-	1	4	26	25						
Conn.	-	0	82	-	3,456	-	0	4	5	10	-	0	1	2	1						
Maine	21	10	76	735	624	-	0	1	1	1	-	0	1	4	4						
Mass.	1	28	282	2,789	4,157	-	0	3	22	27	-	0	3	12	16						
N.H.	-	11	81	871	1,440	-	0	1	3	3	-	0	1	3	3						
R.I.	-	1	78	187	120	-	0	1	4	2	-	0	1	4	1						
Vt.	-	5	38	321	333	-	0	1	2	4	-	0	1	1	-						
MID. ATLANTIC	128	245	1,401	14,013	11,003	1	6	13	235	272	-	2	6	73	104						
N.J.	-	35	318	3,410	3,081	-	0	1	-	62	-	0	2	8	14						
N.Y. (Upstate)	49	86	1,368	3,495	3,888	-	1	10	40	28	-	0	2	18	25						
N.Y. City	-	3	23	168	693	1	3	11	151	149	-	0	2	13	23						
Pa.	79	53	627	6,940	3,341	-	1	4	44	33	-	1	4	34	42						
E.N. CENTRAL	-	17	197	1,844	2,113	-	3	10	124	130	1	3	9	115	169						
Ill.	-	1	11	109	101	-	1	4	50	67	-	1	6	28	64						
Ind.	-	1	6	52	38	-	0	3	15	5	-	0	3	28	23						
Mich.	-	1	10	94	75	-	0	3	22	14	-	0	5	18	30						
Ohio	-	1	4	44	40	-	1	6	31	26	1	0	3	34	33						
Wis.	-	14	182	1,545	1,859	-	0	1	6	18	-	0	2	7	19						
W.N. CENTRAL	5	4	336	190	718	1	1	8	54	60	-	1	9	55	82						
Iowa	-	1	14	80	100	-	0	1	10	10	-	0	1	6	18						
Kans.	-	0	2	14	14	-	0	1	4	8	-	0	2	8	4						
Minn.	5	0	326	72	586	1	0	8	23	22	-	0	4	11	22						
Mo.	-	0	2	7	5	-	0	2	10	12	-	0	3	20	23						
Nebr.	-	0	3	16	10	-	0	1	6	8	-	0	1	7	11						
N. Dak.	-	0	10	-	-	-	0	0	-	-	-	0	3	1	2						
S. Dak.	-	0	1	1	3	-	0	1	1	-	-	0	1	2	2						
S. ATLANTIC	24	65	220	3,014	3,322	2	6	17	277	244	2	2	9	126	137						
Del.	5	12	64	818	663	-	0	1	4	2	-	0	1	3	2						
D.C.	-	0	5	19	61	-	0	2	5	3	-	0	0	-	-						
Fla.	7	1	9	83	62	1	2	7	80	48	1	1	4	46	46						
Ga.	-	0	6	45	34	1	1	5	60	50	1	0	2	25	16						
Md.	5	29	122	1,410	1,703	-	1	5	57	66	-	0	1	8	16						
N.C.	-	1	14	56	28	-	0	5	21	24	-	0	5	18	12						
S.C.	-	0	3	26	23	-	0	1	3	9	-	0	1	11	20						
Va.	7	11	61	424	634	-	1	5	45	40	-	0	1	10	20						
W. Va.	-	0	33	133	114	-	0	1	2	2	-	0	2	5	5						
E.S. CENTRAL	-	0	2	25	41	-	0	3	25	16	-	0	3	24	43						
Ala.	-	0	1	2	9	-	0	3	7	4	-	0	1	7	7						
Ky.	-	0	1	1	5	-	0	2	8	4	-	0	1	4	7						
Miss.	-	0	0	-	1	-	0	1	1	1	-	0	1	2	10						
Tenn.	-	0	2	22	26	-	0	3	9	7	-	0	1	11	19						
W.S. CENTRAL	-	1	21	40	92	1	1	10	42	67	2	1	12	64	99						
Ark.	-	0	0	-	-	-	0	1	4	-	-	0	2	6	13						
La.	-	0	0	-	3	-	0	1	3	3	-	0	3	11	21						
Okla.	-	0	2	-	-	-	0	2	2	2	2	0	3	10	12						
Tex.	-	1	21	40	89	1	1	9	33	62	-	1	9	37	53						
MOUNTAIN	1	1	13	46	47	-	0	5	25	29	-	1	4	53	53						
Ariz.	-	0	2	4	8	-	0	2	7	13	-	0	2	13	8						
Colo.	-	0	1	6	3	-	0	3	8	4	-	0	2	18	11						
Idaho	1	0	2	11	9	-	0	1	1	1	-	0	1	6	5						
Mont.	-	0	13	3	4	-	0	3	5	-	-	0	2	4	4						
Nev.	-	0	2	12	11	-	0	1	-	4	-	0	2	4	7						
N. Mex.	-	0	1	4	8	-	0	0	-	3	-	0	1	3	8						
Utah	-	0	1	4	2	-	0	2	4	4	-	0	1	1	8						
Wyo.	-	0	1	2	2	-	0	0	-	-	-	0	2	4	2						
PACIFIC	1	3	13	152	98	-	3	10	118	121	-	3	14	147	241						
Alaska	-	0	1	2	6	-	0	1	2	4	-	0	2	6	6						
Calif.	1	2	10	124	54	-	2	8	87	88	-	2	8	98	176						
Hawaii	N	0	0	N	N	-	0	1	1	3	-	0	1	4	5						
Oreg.	-	0	3	15	29	-	0	2	11	4	-	0	6	26	30						
Wash.	-	0	12	11	9	-	0	3	17	22	-	0	6	13	24						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	3	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	1	2	2	-	0	0	-	3						
V.I.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


