
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 25, 2009 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	13,927	22,828	25,700	609,845	649,493	231	148	473	5,585	3,695	127	119	482	2,869	2,599						
NEW ENGLAND	709	751	1,655	21,914	20,193	-	0	1	1	1	2	5	23	127	187						
Conn.	222	228	1,306	6,538	5,657	N	0	0	N	N	-	0	16	16	41						
Maine	-	49	72	1,307	1,366	N	0	0	N	N	-	0	6	14	14						
Mass.	365	319	947	10,769	9,849	N	0	0	N	N	-	2	13	35	62						
N.H.	2	31	63	717	1,117	-	0	1	1	1	1	1	4	26	37						
R.I.	101	60	244	1,941	1,553	-	0	0	-	-	-	0	3	4	4						
Vt.	19	21	53	642	651	N	0	0	N	N	1	1	7	32	29						
MID. ATLANTIC	2,701	2,887	6,734	85,783	81,313	-	0	0	-	-	22	13	35	339	315						
N.J.	301	431	846	12,308	12,323	N	0	0	N	N	-	0	4	8	19						
N.Y. (Upstate)	650	566	4,563	16,357	14,995	N	0	0	N	N	10	4	17	81	91						
N.Y. City	1,165	1,142	3,130	33,471	31,112	N	0	0	N	N	-	1	8	36	54						
Pa.	585	816	1,072	23,647	22,883	N	0	0	N	N	12	7	16	214	151						
E.N. CENTRAL	1,600	3,477	4,382	90,637	106,722	-	0	4	22	32	18	27	126	657	684						
Ill.	449	1,104	1,356	27,929	32,225	N	0	0	N	N	-	2	13	52	67						
Ind.	390	405	713	12,597	11,967	N	0	0	N	N	-	3	17	99	88						
Mich.	464	849	1,324	25,279	25,273	-	0	3	11	25	1	5	13	124	127						
Ohio	85	793	1,300	15,357	25,313	-	0	2	11	7	16	9	59	215	130						
Wis.	212	374	494	9,475	11,944	N	0	0	N	N	1	8	46	167	272						
W.N. CENTRAL	77	1,324	1,552	34,373	36,661	-	0	1	3	1	22	17	68	417	374						
Iowa	-	190	257	5,037	4,810	N	0	0	N	N	5	4	30	96	95						
Kans.	-	182	533	5,083	4,995	N	0	0	N	N	-	1	8	40	28						
Minn.	1	268	338	6,690	7,978	-	0	0	-	-	14	4	14	117	91						
Mo.	-	497	583	12,864	13,407	-	0	1	3	1	1	3	13	65	82						
Nebr.	17	96	219	2,476	2,933	N	0	0	N	N	2	2	8	43	49						
N. Dak.	-	24	60	552	1,021	N	0	0	N	N	-	0	10	6	1						
S. Dak.	59	58	85	1,671	1,517	N	0	0	N	N	-	2	9	50	28						
S. ATLANTIC	1,937	4,362	5,730	106,343	130,204	-	0	1	5	2	20	21	49	501	421						
Del.	85	78	180	2,679	2,064	-	0	1	1	-	-	0	1	1	7						
D.C.	-	128	227	3,849	3,880	-	0	0	-	-	-	0	2	-	8						
Fla.	605	1,394	1,597	40,045	39,797	N	0	0	N	N	8	8	35	164	177						
Ga.	2	755	1,909	15,243	22,438	N	0	0	N	N	9	6	20	203	122						
Md.	304	441	772	11,791	12,691	-	0	1	4	2	1	1	5	21	16						
N.C.	-	0	1,309	-	15,903	N	0	0	N	N	-	1	16	55	16						
S.C.	628	530	1,429	13,432	14,652	N	0	0	N	N	2	1	6	23	26						
Va.	313	616	924	17,307	17,035	N	0	0	N	N	-	1	4	28	37						
W. Va.	-	70	101	1,997	1,744	N	0	0	N	N	-	0	3	6	12						
E.S. CENTRAL	1,565	1,719	2,180	49,658	45,504	-	0	0	-	-	5	3	10	91	70						
Ala.	-	474	624	12,539	14,123	N	0	0	N	N	1	1	6	28	29						
Ky.	428	248	458	6,825	6,219	N	0	0	N	N	3	1	4	25	14						
Miss.	647	454	841	13,600	10,408	N	0	0	N	N	-	0	2	5	7						
Tenn.	490	570	809	16,694	14,754	N	0	0	N	N	1	1	5	33	20						
W.S. CENTRAL	3,103	2,913	5,203	85,280	83,041	-	0	1	-	2	16	10	271	169	119						
Ark.	-	275	418	7,746	7,930	N	0	0	N	N	-	1	10	19	17						
