
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 24, 2007 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	57	250	885	1,422	3,263	38	106	173	633	1,098	4	29	118	82	262						
NEW ENGLAND	-	21	53	46	343	3	11	26	86	114	-	0	1	-	-						
Conn.	-	1	9	-	19	-	4	14	38	26	-	0	0	-	-						
Maine	-	2	15	24	20	-	2	8	15	17	N	0	0	N	N						
Mass.	-	0	28	-	263	-	0	17	-	49	-	0	1	-	-						
N.H.	-	2	27	7	2	-	1	5	8	4	-	0	1	-	-						
R.I.	-	0	17	-	11	-	0	3	6	4	-	0	1	-	-						
Vt.	-	1	14	15	28	3	2	5	19	14	-	0	0	-	-						
MID. ATLANTIC	11	35	156	298	392	-	16	57	72	159	-	2	6	10	10						
N.J.	-	4	11	9	97	-	0	0	-	-	-	0	2	-	2						
N.Y. (Upstate)	9	20	150	208	103	-	0	0	-	-	-	0	2	-	-						
N.Y. City	-	0	8	-	20	-	1	5	16	-	-	0	3	2	2						
Pa.	2	10	25	81	172	-	16	56	56	159	-	1	4	8	6						
E.N. CENTRAL	12	41	79	330	516	-	2	18	1	4	-	1	6	1	3						
Ill.	-	10	23	36	122	-	0	7	-	1	-	0	4	-	1						
Ind.	-	3	37	2	39	-	0	2	-	-	-	0	1	-	-						
Mich.	2	11	39	83	104	-	0	5	-	2	-	0	1	1	-						
Ohio	10	12	56	194	176	-	0	9	1	1	-	0	4	-	2						
Wis.	-	3	8	15	75	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	2	18	96	101	390	3	6	20	28	35	-	3	14	13	4						
Iowa	-	4	16	30	109	-	1	7	2	6	-	0	1	-	-						
Kans.	-	4	13	40	101	-	1	5	16	11	-	0	1	-	-						
Minn.	-	0	80	-	-	-	0	6	3	2	-	0	2	-	-						
Mo.	2	4	10	17	120	1	1	6	2	3	-	2	12	13	4						
Nebr.	-	1	4	3	51	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	1	4	2	0	7	5	2	-	0	0	-	-						
S. Dak.	-	0	4	10	5	-	0	4	-	11	-	0	0	-	-						
S. ATLANTIC	13	18	164	207	241	23	38	62	365	559	4	11	68	43	234						
Del.	-	0	1	1	1	-	0	0	-	-	-	0	3	1	3						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	-	-						
Fla.	5	4	20	76	55	-	0	7	30	176	-	0	5	3	6						
Ga.	-	0	3	-	7	-	4	16	36	50	-	1	5	1	3						
Md.	-	2	6	26	53	-	6	12	50	84	-	1	7	7	12						
N.C.	5	0	111	59	43	15	9	22	93	70	4	3	61	22	206						
S.C.	3	3	11	19	35	-	3	11	19	28	-	0	5	3	2						
Va.	-	2	19	21	42	8	12	27	121	135	-	2	13	6	2						
W. Va.	-	0	19	3	2	-	2	8	16	16	-	0	2	-	-						
E.S. CENTRAL	-	6	24	54	65	-	4	13	20	39	-	5	27	13	8						
Ala.	-	1	17	16	15	-	1	8	-	13	-	1	9	5	2						
Ky.	-	0	5	-	12	-	0	4	6	4	-	0	1	-	-						
Miss.	-	0	6	6	9	-	0	2	-	-	-	0	1	-	-						
Tenn.	-	3	11	32	29	-	2	8	14	22	-	4	22	8	6						
W.S. CENTRAL	2	17	147	52	134	1	3	34	14	136	-	1	28	-	3						
Ark.	-	1	13	2	9	1	0	5	5	1	-	0	10	-	3						
La.	-	0	2	3	3	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	2	-	1	9	9	9	-	0	18	-	-						
Tex.	2	14	134	47	120	-	0	29	-	126	-	0	6	-	-						
MOUNTAIN	17	41	87	275	810	2	3	28	12	23	-	0	5	2	-						
Ariz.	6	6	28	54	155	2	2	10	11	22	-	0	2	-	-						
Colo.	3	8	26	83	332	-	0	0	-	-	-	0	1	1	-						
Idaho	-	1	7	9	23	-	0	24	-	-	-	0	3	1	-						
