
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 24, 2000 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	597	597	5,111	9,167	2,974	3,271	2	21	1	9	30	56									
NEW ENGLAND	39	41	118	108	35	73	-	-	-	2	2	9									
Maine	1	5	7	4	5	-	-	-	-	-	-	-									
N.H.	8	6	13	7	10	8	-	-	-	-	-	1									
Vt.	2	4	3	1	4	1	-	-	-	2	2	-									
Mass.	21	17	54	38	7	27	-	-	-	-	-	6									
R.I.	1	-	7	9	9	15	-	-	-	-	-	-									
Conn.	6	9	34	49	-	22	-	-	-	-	-	2									
MID. ATLANTIC	91	102	249	583	285	460	1	1	-	1	2	5									
Upstate N.Y.	46	42	105	120	63	100	1	1	-	-	1	2									
N.Y. City	18	33	144	150	191	139	-	-	-	-	-	3									
N.J.	20	25	-	73	31	67	-	-	-	-	-	-									
Pa.	7	2	-	240	-	154	-	-	-	1	1	-									
E.N. CENTRAL	77	97	646	1,564	318	310	1	6	-	-	6	1									
Ohio	32	35	138	361	60	46	-	2	-	-	2	-									
Ind.	11	14	30	56	26	27	-	-	-	-	-	1									
Ill.	29	40	234	317	48	-	1	3	-	-	3	-									
Mich.	5	8	231	788	183	216	-	1	-	-	1	-									
Wis.	-	-	13	42	1	21	-	-	-	-	-	-									
W.N. CENTRAL	33	26	570	360	426	135	-	2	-	1	3	-									
Minn.	16	13	120	33	16	19	-	-	-	1	1	-									
Iowa	-	1	49	72	21	22	-	1	-	-	1	-									
Mo.	5	3	276	211	346	79	-	-	-	-	-	-									
N. Dak.	1	-	2	1	2	-	-	-	-	-	-	-									
S. Dak.	-	2	-	8	-	1	-	-	-	-	-	-									
Nebr.	4	3	18	26	18	11	-	-	-	-	-	-									
Kans.	7	4	105	9	23	3	-	1	-	-	1	-									
S. ATLANTIC	165	128	616	877	556	516	-	-	-	-	-	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	42	31	80	158	64	92	-	-	-	-	-	-									
D.C.	-	4	11	33	16	11	-	-	-	-	-	-									
Va.	28	12	70	76	75	49	-	-	-	-	-	3									
W. Va.	5	4	39	17	6	13	-	-	-	-	-	-									
N.C.	15	21	89	63	123	117	-	-	-	-	-	-									
S.C.	8	2	23	18	5	37	-	-	-	-	-	-									
Ga.	45	35	80	253	84	57	-	-	-	-	-	-									
Fla.	22	19	224	257	183	140	-	-	-	-	-	1									
E.S. CENTRAL	30	42	216	227	202	226	-	-	-	-	-	2									
Ky.	11	6	26	42	41	17	-	-	-	-	-	2									
Tenn.	14	21	80	95	85	103	U	-	U	-	-	-									
Ala.	4	13	30	35	27	50	-	-	-	-	-	-									
Miss.	1	2	80	55	49	56	-	-	-	-	-	-									
W.S. CENTRAL	33	40	869	2,690	337	557	-	1	-	-	1	3									
Ark.	-	1	85	23	51	41	-	1	-	-	1	-									
La.	7	11	28	81	50	106	-	-	-	-	-	-									
Okla.	24	26	145	284	69	65	-	-	-	-	-	-									
Tex.	2	2	611	2,302	167	345	-	-	-	-	-	3									
MOUNTAIN	66	56	429	699	228	299	-	9	-	1	10	1									
Mont.	-	1	2	12	3	15	-	-	-	-	-	-									
Idaho	1	1	5	27	3	16	-	-	-	-	-	-									
Wyo.	1	1	6	4	2	6	-	-	-	-	-	-									
Colo.	11	9	92	129	49	45	-	1	-	1	2	-									
N. Mex.	14	13	39	28	54	95	-	-	-	-	-	-									
Ariz.	33	27	220	405	83	76	-	-	-	-	-	1									
Utah	5	2	33	27	13	16	-	3	-	-	3	-									
Nev.	1	2	32	67	21	30	-	5	-	-	5	-									
PACIFIC	63	65	1,398	2,059	587	695	-	2	1	4	6	31									
Wash.	3	2	137	148	38	32	-	-	-	-	-	5									
Oreg.	18	23	113	140	48	59	-	-	-	-	-	10									
Calif.	24	33	1,141	1,755	492	586	-	1	-	2	3	15									
Alaska	2	5	7	4	4	10	-	1	-	-	1	-									
Hawaii	16	2	-	12	5	8	-	-	1	2	2	1									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	1	2	54	172	50	130	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


