
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 26, 2008 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	68	95	215	2,106	2,115	18	34	154	579	601											
NEW ENGLAND	2	5	24	125	169	-	2	5	38	52											
Conn.	-	0	22	13	36	-	0	4	-	8											
Maine	-	0	3	11	7	-	0	1	1	1											
Mass.	1	3	9	75	94	-	1	4	29	40											
N.H.	1	0	2	15	21	-	0	1	7	-											
R.I.	-	0	3	5	-	-	0	1	-	2											
Vt.	-	0	2	6	11	-	0	1	1	1											
MID. ATLANTIC	10	17	41	422	451	4	5	38	68	102											
N.J.	-	3	9	57	98	-	1	6	16	24											
N.Y. (Upstate)	10	6	20	149	126	4	2	14	37	43											
N.Y. City	-	4	10	73	108	-	1	35	15	35											
Pa.	-	5	16	143	119	N	0	0	N	N											
E.N. CENTRAL	15	16	59	445	401	5	5	22	115	96											
Ill.	-	4	14	113	133	-	1	6	22	21											
Ind.	-	2	11	63	46	-	0	14	16	5											
Mich.	-	3	10	64	92	3	1	5	32	37											
Ohio	15	4	12	131	108	2	1	5	22	27											
Wis.	-	0	38	74	22	-	0	9	23	6											
W.N. CENTRAL	3	6	39	192	138	2	2	23	49	37											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	2	0	6	31	20	1	0	2	8	1											
Minn.	-	0	35	83	60	-	0	21	15	20											
Mo.	1	2	10	45	38	1	0	2	17	12											
Nebr.	-	0	3	16	7	-	0	3	3	3											
N. Dak.	-	0	3	7	10	-	0	0	-	1											
S. Dak.	-	0	2	10	3	-	0	1	6	-											
S. ATLANTIC	16	23	50	420	457	1	5	10	87	87											
Del.	-	0	2	6	1	-	0	0	-	-											
D.C.	-	0	6	18	4	-	0	2	3	-											
Fla.	6	6	16	102	99	1	1	4	26	25											
Ga.	7	4	10	77	101	-	0	0	-	-											
Md.	-	4	9	77	83	-	1	5	30	30											
N.C.	3	2	22	54	50	N	0	0	N	N											
S.C.	-	1	6	24	44	-	1	4	18	10											
Va.	-	2	12	50	66	-	0	4	7	20											
W. Va.	-	0	3	12	9	-	0	1	3	2											
E.S. CENTRAL	4	4	13	68	76	-	2	11	36	33											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	1	1	3	15	20	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	11	2											
Tenn.	3	3	13	53	56	-	2	9	25	31											
W.S. CENTRAL	10	7	70	176	127	4	5	60	94	100											
Ark.	-	0	1	3	11	-	0	2	4	6											
La.	-	0	1	3	13	-	0	2	1	22											
Okla.	2	1	9	55	36	1	1	4	35	19											
Tex.	8	5	61	115	67	3	3	56	54	53											
MOUNTAIN	7	10	25	216	250	2	4	12	91	90											
Ariz.	-	3	9	77	86	1	2	8	55	48											
Colo.	6	2	9	50	67	1	1	4	19	19											
Idaho	-	0	2	8	6	-	0	1	2	2											
Mont.	N	0	0	N	N	-	0	1	-	-											
Nev.	-	0	2	5	2	N	0	0	N	N											
N. Mex.	1	2	8	47	43	-	0	3	9	17											
Utah	-	1	5	27	43	-	0	4	6	4											
Wyo.	-	0	1	2	3	-	0	0	-	-											
PACIFIC	1	3	7	42	46	-	0	1	1	4											
Alaska	1	0	3	12	7	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	5	30	39	-	0	1	1	4											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	13	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


