
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 2, 2011 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	31	59	143	367	731	311	934	1,768	5,424	7,176	43	92	215	610	590						
NEW ENGLAND	1	3	11	19	58	8	33	104	296	783	-	2	13	18	81						
Conn.	-	0	7	-	22	-	0	82	82	490	-	0	9	9	60						
Maine	1	1	3	8	17	1	3	8	25	17	-	0	3	1	1						
Mass.	-	0	0	-	-	6	23	52	150	218	-	1	9	3	12						
N.H.	-	0	6	2	4	-	3	12	20	28	-	0	2	5	7						
R.I.	-	0	4	2	2	-	2	18	10	20	-	0	1	-	-						
Vt.	-	1	3	7	13	1	1	5	9	10	-	0	2	-	1						
MID. ATLANTIC	6	18	41	56	246	42	95	218	561	816	4	10	32	67	54						
N.J.	-	0	0	-	-	-	14	57	52	157	-	1	9	11	12						
N.Y. (Upstate)	6	8	19	56	104	27	25	63	156	164	1	4	12	20	16						
N.Y. City	-	0	5	-	79	-	23	56	145	206	-	1	7	7	7						
Pa.	-	8	24	-	63	15	31	81	208	289	3	3	13	29	19						
E.N. CENTRAL	1	2	27	11	6	27	91	253	570	849	3	13	44	83	94						
Ill.	-	1	11	4	1	-	34	124	167	291	-	2	9	7	21						
Ind.	-	0	0	-	-	-	13	62	49	98	-	2	10	16	10						
Mich.	-	1	5	3	3	1	15	49	99	158	1	3	16	22	23						
Ohio	1	0	12	4	2	26	24	47	199	210	2	3	11	27	10						
Wis.	-	0	0	-	-	-	10	48	56	92	-	4	17	11	30						
W.N. CENTRAL	1	4	36	9	41	13	44	97	296	385	5	11	39	48	65						
Iowa	-	0	3	-	2	-	10	34	76	43	-	2	16	10	10						
Kans.	1	1	4	5	17	3	7	18	46	62	-	1	5	8	8						
Minn.	-	0	34	-	8	-	0	32	-	100	-	0	7	-	17						
Mo.	-	1	6	-	3	7	13	44	128	115	4	4	27	19	19						
Nebr.	-	1	4	4	11	3	4	13	28	34	1	1	6	10	8						
N. Dak.	-	0	3	-	-	-	0	13	-	4	-	0	10	-	-						
S. Dak.	-	0	0	-	-	-	3	17	18	27	-	0	4	1	3						
S. ATLANTIC	16	20	38	213	291	121	263	610	1,601	1,881	14	16	34	186	95						
Del.	-	0	0	-	-	1	3	11	20	16	1	0	2	3	-						
D.C.	-	0	0	-	-	-	1	6	4	16	-	0	1	1	2						
Fla.	-	0	17	28	96	71	108	226	660	854	9	6	23	91	40						
Ga.	-	0	0	-	-	23	41	144	309	232	-	2	7	17	12						
Md.	3	6	15	55	87	9	18	57	123	156	1	2	9	22	11						
N.C.	-	0	0	-	-	8	29	240	237	354	2	2	10	24	8						
S.C.	-	0	0	-	-	-	25	99	100	103	-	0	3	4	3						
Va.	13	12	25	130	91	9	21	68	142	113	1	3	9	24	19						
W. Va.	-	1	7	-	17	-	1	13	6	37	-	0	3	-	-						
E.S. CENTRAL	1	3	7	32	31	10	55	177	360	351	3	5	22	39	33						
Ala.	-	1	4	16	7	3	20	52	115	121	-	1	4	5	11						
Ky.	-	0	4	3	-	2	11	32	63	63	-	1	6	7	3						
Miss.	-	0	1	-	-	-	18	67	69	59	1	0	12	4	4						
Tenn.	1	1	4	13	24	5	17	53	113	108	2	2	7	23	15						
W.S. CENTRAL	4	0	30	10	10	6	132	396	444	628	3	8	84	41	30						
Ark.	4	0	7	7	6	-	12	43	71	46	1	0	5	5	5						
La.	-	0	0	-	-	1	19	49	76	160	-	0	2	2	4						
Okla.	-	0	30	3	4	5	12	39	59	54	1	1	24	6	1						
Tex.	-	0	0	-	-	-	84	345	238	368	1	5	60	28	20						
MOUNTAIN	1	1	7	4	14	8	50	113	398	507	2	11	34	44	73						
Ariz.	-	0	0	-	-	2	16	43	126	173	1	1	13	18	14						
Colo.	-	0	0	-	-	-	10	24	106	120	-	3	21	5	20						
Idaho	-	0	2	-	1	2	3	9	39	28	1	2	7	7	9						
Mont.	-	0	3	2	-	1	1	6	11	24	-	1	3	2	9						
Nev.	-	0	2	-	-	2	5	22	34	31	-	0	5	2	1						
N. Mex.	1	0	2	2	3	1	6	19	34	60	-	0	6	3	8						
Utah	-	0	2	-	-	-	5	17	38	56	-	1	7	7	11						
Wyo.	-	0	4	-	10	-	1	8	10	15	-	0	3	-	1						
PACIFIC	-	1	13	13	34	76	117	291	898	976	9	12	52	84	65						
Alaska	-	0	2	9	8	-	1	4	11	19	-	0	1	-	1						
Calif.	-	0	12	-	22	41	79	217	688	731	7	6	32	64	36						
Hawaii	-	0	0	-	-	2	6	14	69	61	-	0	3	1	12						
Oreg.	-	0	2	4	4	2	8	48	61	93	-	2	11	9	8						
Wash.	-	0	0	-	-	31	14	71	69	72	2	2	18	10	8						
Amer. Samoa	N	0	0	N	N	-	0	1	-	1	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	3	4	-	-	0	0	-	-						
P.R.	-	1	3	6	15	-	7	21	15	137	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

