
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 5, 2003 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	20,774	407,274	415,336	1,550	2,278	950	1,079	-	-											
NEW ENGLAND	654	795	13,279	13,795	-	-	59	63	-	-											
Maine	27	19	929	750	N	N	6	2	-	-											
N.H.	15	19	775	812	-	-	6	14	-	-											
Vt.	6	8	515	401	-	-	13	14	-	-											
Mass.	277	373	5,283	5,459	-	-	22	19	-	-											
R.I.	51	61	1,420	1,426	-	-	9	9	-	-											
Conn.	278	315	4,357	4,947	N	N	3	5	-	-											
MID. ATLANTIC	4,098	4,738	42,668	46,037	-	-	132	153	-	-											
Upstate N.Y.	274	421	9,812	8,263	N	N	39	33	-	-											
N.Y. City	1,976	2,545	16,297	15,683	-	-	39	63	-	-											
N.J.	787	809	6,074	6,334	-	-	5	11	-	-											
Pa.	1,061	963	10,485	15,757	N	N	49	46	-	-											
E.N. CENTRAL	1,982	2,238	71,758	76,352	3	15	223	303	-	-											
Ohio	303	428	19,249	19,800	-	-	38	67	-	-											
Ind.	259	304	8,425	8,446	N	N	26	21	-	-											
Ill.	959	1,028	20,486	24,207	-	2	26	56	-	-											
Mich.	359	369	15,857	15,348	3	13	45	54	-	-											
Wis.	102	109	7,741	8,551	-	-	88	105	-	-											
W.N. CENTRAL	358	328	23,726	23,247	1	1	108	110	-	-											
Minn.	74	72	5,006	5,399	N	N	45	39	-	-											
Iowa	41	46	2,676	2,721	N	N	18	11	-	-											
Mo.	177	135	8,522	7,539	-	-	10	15	-	-											
N. Dak.	-	1	700	645	N	N	8	10	-	-											
S. Dak.	7	2	1,275	1,109	-	-	20	5	-	-											
Nebr.	25	31	2,076	2,228	1	1	4	22	-	-											
Kans.	34	41	3,471	3,606	N	N	3	8	-	-											
S. ATLANTIC	5,488	6,359	80,457	77,782	3	2	146	143	-	-											
Del.	106	113	1,587	1,363	N	N	3	1	-	-											
Md.	558	954	8,522	7,818	3	2	8	7	-	-											
D.C.	595	321	1,427	1,671	-	-	6	3	-	-											
Va.	481	482	9,571	8,186	-	-	15	4	-	-											
W. Va.	42	48	1,275	1,204	N	N	3	2	-	-											
N.C.	581	438	13,283	12,618	N	N	18	21	-	-											
S.C.	330	440	7,455	7,311	-	-	2	2	-	-											
Ga.	736	1,087	17,215	16,121	-	-	53	54	-	-											
Fla.	2,059	2,476	20,122	21,490	N	N	38	49	-	-											
E.S. CENTRAL	841	903	27,370	26,879	N	N	54	70	-	-											
Ky.	79	150	4,261	4,421	N	N	12	1	-	-											
Tenn.	374	388	9,711	8,226	N	N	17	38	-	-											
Ala.	185	172	7,171	8,473	-	-	22	27	-	-											
Miss.	203	193	6,227	5,759	N	N	3	4	-	-											
W.S. CENTRAL	2,125	2,164	52,672	55,060	-	5	11	32	-	-											
Ark.	65	150	3,825	3,755	-	-	2	4	-	-											
La.	368	498	8,734	9,546	N	N	1	8	-	-											
Okla.	92	118	5,534	5,302	N	N	5	5	-	-											
Tex.	1,600	1,398	34,579	36,457	-	5	3	15	-	-											
MOUNTAIN	722	666	24,300	25,813	1,086	1,536	53	69	-	-											
Mont.	10	6	989	1,092	N	N	12	4	-	-											
Idaho	13	15	1,230	1,292	N	N	8	17	-	-											
Wyo.	4	5	497	462	-	-	2	6	-	-											
Colo.	159	132	5,559	7,220	N	N	11	18	-	-											
N. Mex.	52	51	3,691	3,967	4	5	3	7	-	-											
Ariz.	341	272	7,371	7,516	1,057	1,507	3	9	-	-											
Utah	31	35	2,287	1,166	5	7	11	5	-	-											
Nev.	112	150	2,676	3,098	20	17	3	3	-	-											
PACIFIC	3,214	2,583	71,044	70,371	456	719	164	136	-	-											
Wash.	214	256	8,076	7,514	N	N	14	9	-	-											
Oreg.	126	193	3,872	3,407	-	-	23	20	-	-											
Calif.	2,815	2,074	56,224	55,347	456	719	127	106	-	-											
Alaska	12	12	1,935	1,846	-	-	-	-	-	-											
Hawaii	47	48	937	2,257	-	-	-	1	-	-											
Guam	2	1	-	343	-	-	-	-	-	-											
P.R.	514	600	913	1,488	N	N	N	N	-	-											
V.I.	15	56	-	100	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


