
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 11, 1998 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	23,929	31,182	270,066	254,987	912	405	156,074	149,479	2,047	1,749											
NEW ENGLAND	830	1,269	9,988	8,809	126	90	2,713	2,991	27	35											
Maine	18	28	499	484	12	-	35	29	-	-											
N.H.	22	17	473	397	18	18	48	58	-	-											
Vt.	10	24	206	201	6	4	13	25	-	1											
Mass.	386	462	4,297	3,633	64	52	1,030	1,122	25	30											
R.I.	67	83	1,276	1,019	5	1	183	242	2	4											
Conn.	327	655	3,237	3,075	21	15	1,404	1,515	-	-											
MID. ATLANTIC	6,951	9,760	32,453	27,987	85	18	18,000	18,042	216	161											
Upstate N.Y.	849	1,620	N	N	62	-	3,015	3,142	166	117											
N.Y. City	3,910	4,965	17,563	13,618	3	6	7,676	6,730	-	-											
N.J.	1,232	2,027	5,208	5,028	20	11	2,880	3,723	-	-											
Pa.	960	1,148	9,682	9,341	N	1	4,429	4,447	50	44											
E.N. CENTRAL	1,768	2,165	44,106	37,200	173	78	30,201	22,040	266	336											
Ohio	331	432	12,419	11,343	39	16	7,564	6,969	7	8											
Ind.	326	360	2,864	4,396	52	22	1,851	2,960	3	10											
Ill.	706	760	13,079	6,758	43	-	10,460	3,308	14	56											
Mich.	305	473	11,206	9,173	39	20	8,523	6,529	242	243											
Wis.	100	140	4,538	5,530	N	20	1,803	2,274	-	19											
W.N. CENTRAL	444	613	16,074	16,239	112	51	7,886	7,275	115	34											
Minn.	65	99	3,098	3,366	38	26	1,081	1,170	6	2											
Iowa	49	69	2,010	2,397	33	-	638	647	11	17											
Mo.	209	294	6,110	5,986	13	17	4,538	3,928	94	4											
N. Dak.	4	6	290	437	2	5	29	33	-	2											
S. Dak.	9	3	827	642	8	1	133	69	-	-											
Nebr.	39	59	1,102	1,036	7	-	366	392	2	2											
Kans.	69	83	2,637	2,375	11	2	1,101	1,036	2	7											
S. ATLANTIC	5,900	7,766	56,698	48,317	71	29	45,618	46,771	103	113											
Del.	75	144	1,292	-	-	1	702	601	-	-											
Md.	718	954	4,324	3,710	13	4	4,787	5,951	5	3											
D.C.	481	598	N	N	1	-	1,794	2,175	-	-											
Va.	425	650	5,581	5,809	N	7	3,339	4,003	5	11											
W. Va.	57	57	1,426	1,488	N	2	410	471	4	9											
N.C.	390	429	11,370	8,755	12	10	9,536	8,370	12	29											
S.C.	386	403	9,723	6,499	3	-	6,282	5,779	3	26											
Ga.	616	970	12,914	8,850	24	-	10,678	10,154	9	-											
Fla.	2,752	3,561	10,068	13,206	15	5	8,090	9,267	65	35											
E.S. CENTRAL	936	1,019	18,539	17,503	51	11	17,517	17,312	81	195											
Ky.	127	177	3,125	3,492	13	-	1,789	2,186	16	8											
Tenn.	333	414	6,593	6,490	24	10	5,640	5,393	62	127											
Ala.	274	239	5,161	4,140	14	-	6,400	5,916	3	6											
Miss.	202	189	3,660	3,381	U	1	3,688	3,817	U	54											
W.S. CENTRAL	2,899	3,174	36,650	29,070	53	8	21,054	19,271	514	215											
Ark.	104	120	1,727	1,466	4	3	1,162	2,438	3	7											
La.	512	562	6,732	4,276	-	2	5,638	4,000	10	115											
Okla.	170	165	5,093	3,755	5	3	2,786	2,384	4	4											
Tex.	2,113	2,327	23,098	19,573	44	-	11,468	10,449	497	89											
MOUNTAIN	831	900	11,090	14,341	108	50	4,023	3,908	239	160											
Mont.	15	22	655	534	6	-	25	20	5	12											
Idaho	15	28	919	754	9	1	85	57	87	24											
Wyo.	2	13	330	290	21	-	15	27	43	40											
Colo.	147	224	-	3,142	26	18	1,180	1,083	14	19											
N. Mex.	130	80	1,986	2,000	10	6	394	465	53	32											
Ariz.	329	227	5,723	5,249	N	9	2,072	1,670	3	21											
Utah	65	73	1,168	854	16	10	114	124	21	3											
Nev.	128	233	309	1,518	7	6	138	462	13	9											
PACIFIC	3,370	4,516	44,468	55,521	133	70	9,062	11,869	486	500											
Wash.	236	377	5,717	4,703	27	22	986	983	10	16											
Oreg.	93	162	2,910	2,475	33	27	402	380	2	2											
Calif.	2,962	3,913	33,849	46,714	71	18	7,312	10,043	419	396											
Alaska	12	28	974	751	2	-	159	211	1	-											
Hawaii	67	36	1,018	878	N	3	203	252	54	86											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,001	1,019	U	U	-	U	223	339	-	-											
V.I.	17	51	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	16	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


