
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 2, 2005 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,445	2,793	1,344	1,343	469	457	3,615	3,795	114	202											
NEW ENGLAND	95	198	15	80	49	67	110	102	-	-											
Maine	5	6	N	N	-	2	1	2	-	-											
N.H.	8	15	-	-	3	N	6	3	-	-											
Vt.	9	8	9	6	3	1	-	-	-	-											
Mass.	66	90	-	22	43	39	80	60	-	-											
R.I.	7	17	6	7	-	5	2	15	-	-											
Conn.	-	62	U	45	U	20	21	22	-	-											
MID. ATLANTIC	569	492	135	103	92	67	477	491	10	22											
Upstate N.Y.	183	159	52	46	43	45	35	42	4	1											
N.Y. City	98	76	U	U	17	U	310	294	5	9											
N.J.	116	107	N	N	14	5	63	87	1	11											
Pa.	172	150	83	57	18	17	69	68	-	1											
E.N. CENTRAL	471	646	358	311	122	113	336	452	19	27											
Ohio	124	156	233	225	53	55	108	121	2	1											
Ind.	52	70	118	86	31	22	34	30	1	1											
Ill.	100	178	7	-	34	1	148	177	5	3											
Mich.	187	188	-	N	-	N	36	104	9	22											
Wis.	8	54	N	N	4	35	10	20	2	-											
W.N. CENTRAL	160	197	32	13	51	50	121	94	1	3											
Minn.	60	96	-	-	29	31	30	16	-	1											
Iowa	N	N	N	N	-	N	1	4	-	-											
Mo.	47	42	27	10	5	8	75	53	1	1											
N. Dak.	2	9	-	-	1	2	-	-	-	-											
S. Dak.	16	8	3	3	-	-	-	-	-	-											
Nebr.	12	14	2	-	6	5	3	5	-	-											
Kans.	23	28	N	N	10	4	12	16	-	1											
S. ATLANTIC	502	548	549	689	55	32	924	920	24	36											
Del.	-	3	1	4	-	N	6	3	-	1											
Md.	124	84	-	-	36	20	171	173	8	5											
D.C.	6	5	14	5	2	4	60	30	-	1											
Va.	44	42	N	N	-	N	50	49	3	1											
W. Va.	12	16	73	75	17	8	2	3	-	-											
N.C.	79	82	N	N	U	U	119	81	7	4											
S.C.	11	46	-	77	-	N	30	63	1	9											
Ga.	86	138	109	165	-	N	121	157	-	2											
Fla.	140	132	352	363	-	N	365	361	5	13											
E.S. CENTRAL	110	143	118	90	5	9	209	206	13	9											
Ky.	23	45	21	20	N	N	17	24	-	1											
Tenn.	87	98	97	68	-	N	92	71	9	1											
Ala.	-	-	-	-	-	N	82	88	3	5											
Miss.	-	-	-	2	5	9	18	23	1	2											
W.S. CENTRAL	99	210	89	42	56	91	603	591	29	41											
Ark.	10	8	12	6	13	7	28	23	-	3											
La.	6	2	77	36	18	21	123	136	3	3											
Okla.	69	42	N	N	16	27	21	17	1	2											
Tex.	14	158	N	N	9	36	431	415	25	33											
MOUNTAIN	386	311	48	14	33	28	184	198	14	27											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	5	N	N	-	N	18	13	1	2											
Wyo.	2	6	20	5	-	-	-	1	-	-											
Colo.	144	61	N	N	32	28	20	37	-	-											
N. Mex.	23	68	-	N	-	-	23	52	1	2											
Ariz.	167	146	N	N	-	N	69	80	12	23											
Utah	48	24	27	7	1	-	4	3	-	-											
Nev.	1	1	1	2	-	-	45	11	-	-											
PACIFIC	53	48	-	1	6	-	651	741	4	37											
Wash.	N	N	N	N	N	N	64	52	-	-											
Oreg.	N	N	N	N	5	N	16	18	-	-											
Calif.	-	-	N	N	N	N	565	668	4	37											
Alaska	-	-	-	-	-	N	4	-	-	-											
Hawaii	53	48	-	1	1	-	2	3	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	102	72	6	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


