
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 6, 2007 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	95	171	1,479	6,321	10,831	50	94	148	3,804	4,420	35	28	211	1,596	1,718						
NEW ENGLAND	6	26	77	822	1,302	19	12	22	465	357	-	0	10	-	11						
Conn.	-	2	5	44	86	9	4	10	184	160	-	0	0	-	-						
Maine	1	2	14	63	94	2	2	7	67	89	-	0	0	-	-						
Mass.	-	20	46	613	820	-	0	0	-	-	-	0	1	-	10						
N.H.	-	1	9	48	166	1	1	4	41	34	-	0	0	-	1						
R.I.	5	0	31	27	45	4	0	3	33	25	-	0	9	-	-						
Vt.	-	0	9	27	91	3	2	13	140	49	-	0	0	-	-						
MID. ATLANTIC	-	25	155	884	1,431	-	13	44	605	428	-	1	6	48	76						
N.J.	-	3	16	113	243	-	0	0	-	-	-	0	2	6	36						
N.Y. (Upstate)	-	13	146	460	635	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	90	77	-	1	5	33	28	-	0	3	19	21						
Pa.	-	7	20	221	476	-	12	44	572	400	-	0	3	20	19						
E.N. CENTRAL	20	32	80	1,161	1,682	6	3	48	347	140	1	1	4	40	55						
Ill.	-	3	23	108	422	1	1	15	107	44	-	0	3	23	24						
Ind.	1	0	45	47	181	-	0	1	10	11	-	0	2	5	6						
Mich.	1	7	39	232	446	1	1	27	163	40	-	0	1	3	2						
Ohio	18	15	54	575	459	4	0	11	67	45	1	0	2	9	22						
Wis.	-	3	24	199	174	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	12	13	151	495	1,012	7	5	13	223	268	5	4	31	332	182						
Iowa	-	4	16	113	242	1	0	3	30	54	-	0	4	13	5						
Kans.	-	3	13	106	227	-	2	7	93	66	-	0	1	1	1						
Minn.	-	0	119	111	160	5	0	5	27	35	-	0	1	1	3						
