
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending July 16, 2011 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2011
Varicella (chickenpox) cummulative for 2010
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2011
West Nile virus disease † Neuroinvasive cummulative for 2010
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2011
West Nile virus disease † Non-neuroinvasive § cummulative for 2010

tab delimited data:
test
UNITED STATES	74	252	367	6,477	9,379	-	0	71	4	49	-	0	53	5	65						
NEW ENGLAND	3	17	46	456	642	-	0	3	-	-	-	0	2	-	1						
Conn.	-	5	16	147	195	-	0	2	-	-	-	0	2	-	1						
Maine	-	5	16	115	114	-	0	0	-	-	-	0	0	-	-						
Mass.	-	3	17	103	174	-	0	2	-	-	-	0	1	-	-						
N.H.	-	1	9	9	77	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	5	18	18	-	0	0	-	-	-	0	0	-	-						
Vt.	3	2	10	64	64	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	20	31	57	999	1,036	-	0	19	-	2	-	0	13	-	2						
N.J.	5	9	50	457	376	-	0	3	-	-	-	0	6	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	9	-	1	-	0	7	-	2						
N.Y. City	-	0	0	-	-	-	0	7	-	1	-	0	4	-	-						
Pa.	15	18	41	542	660	-	0	3	-	-	-	0	3	-	-						
E.N. CENTRAL	12	68	118	1,719	3,133	-	0	15	-	1	-	0	7	-	1						
Ill.	-	18	31	435	778	-	0	10	-	-	-	0	4	-	-						
Ind.	1	4	18	131	234	-	0	2	-	-	-	0	2	-	-						
Mich.	2	20	38	558	963	-	0	6	-	-	-	0	1	-	-						
Ohio	9	20	58	594	834	-	0	1	-	1	-	0	1	-	-						
Wis.	-	1	22	1	324	-	0	0	-	-	-	0	1	-	1						
W.N. CENTRAL	-	12	42	210	489	-	0	7	1	-	-	0	11	-	17						
Iowa	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
Kans.	-	4	15	65	210	-	0	1	-	-	-	0	3	-	4						
Minn.	U	0	0	-	-	U	0	1	-	-	U	0	3	-	-						
Mo.	-	5	24	100	230	-	0	1	-	-	-	0	0	-	-						
Nebr.	-	0	5	3	5	-	0	3	-	-	-	0	7	-	6						
N. Dak.	-	0	10	23	29	-	0	2	-	-	-	0	2	-	2						
S. Dak.	-	1	7	19	15	-	0	2	1	-	-	0	3	-	5						
S. ATLANTIC	13	36	64	1,056	1,356	-	0	6	-	1	-	0	4	-	3						
Del.	-	0	3	5	19	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	2	12	15	-	0	1	-	-	-	0	1	-	-						
Fla.	10	15	38	530	668	-	0	3	-	-	-	0	1	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	3	-	3						
Md.	N	0	0	N	N	-	0	3	-	1	-	0	2	-	-						
N.C.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S.C.	-	0	8	11	74	-	0	1	-	-	-	0	0	-	-						
Va.	3	9	25	257	319	-	0	1	-	-	-	0	1	-	-						
W. Va.	-	7	32	241	261	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	-	5	15	167	185	-	0	1	-	2	-	0	3	1	1						
Ala.	-	5	14	158	178	-	0	0	-	1	-	0	1	-	1						
Ky.	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
Miss.	-	0	3	9	7	-	0	1	-	1	-	0	2	1	-						
Tenn.	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
W.S. CENTRAL	24	44	258	1,419	1,775	-	0	16	1	5	-	0	3	1	1						
Ark.	-	3	17	119	125	-	0	3	-	-	-	0	1	-	-						
La.	-	2	5	48	47	-	0	3	-	3	-	0	1	-	-						
Okla.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Tex.	24	38	247	1,252	1,603	-	0	15	1	2	-	0	2	1	1						
MOUNTAIN	1	13	50	388	694	-	0	18	2	31	-	0	15	3	32						
Ariz.	-	0	0	-	-	-	0	13	2	30	-	0	9	2	21						
Colo.	1	5	31	150	249	-	0	5	-	1	-	0	11	-	9						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
Mont.	-	2	28	92	148	-	0	0	-	-	-	0	0	-	-						
Nev.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	1						
N. Mex.	-	1	8	23	68	-	0	6	-	-	-	0	2	-	-						
Utah	-	4	26	116	216	-	0	1	-	-	-	0	1	-	-						
Wyo.	-	0	3	7	13	-	0	1	-	-	-	0	1	1	1						
PACIFIC	1	2	6	63	69	-	0	8	-	7	-	0	6	-	7						
