
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2007 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	205	305	1,513	14,548	15,545	3,338	6,674	8,941	287,184	309,100	27	44	184	1,936	1,958						
NEW ENGLAND	7	25	54	1,253	1,275	113	109	259	4,710	4,915	2	3	19	159	151						
Conn.	-	6	18	313	269	66	41	204	1,819	2,034	2	0	7	47	42						
Maine	5	3	10	173	164	-	2	8	104	113	-	0	4	13	18						
Mass.	-	10	29	521	554	39	51	96	2,249	2,095	-	2	6	74	68						
N.H.	1	0	3	24	21	2	2	8	131	166	-	0	2	15	11						
R.I.	1	0	15	73	100	6	8	18	359	444	-	0	10	7	4						
Vt.	-	3	9	149	167	-	1	5	48	63	-	0	1	3	8						
MID. ATLANTIC	46	56	127	2,525	3,054	420	714	1,537	31,634	28,944	4	10	27	387	404						
N.J.	-	6	11	221	420	47	114	159	5,056	4,749	-	1	5	55	72						
N.Y. (Upstate)	35	23	108	1,012	1,068	127	112	1,035	5,894	5,406	4	2	15	112	128						
N.Y. City	4	15	25	681	838	115	201	359	8,864	8,982	-	2	6	84	74						
Pa.	7	14	29	611	728	131	240	586	11,820	9,807	-	3	10	136	130						
E.N. CENTRAL	21	46	80	2,116	2,511	327	1,260	2,591	57,343	60,988	9	6	15	254	326						
Ill.	-	12	30	573	626	-	347	498	14,786	17,448	-	2	6	73	99						
Ind.	N	0	0	N	N	98	166	307	7,751	7,607	3	1	7	53	71						
Mich.	3	11	20	474	634	199	259	747	12,076	12,991	1	0	5	23	23						
Ohio	18	15	37	716	726	5	339	1,570	17,131	16,860	5	2	5	91	73						
Wis.	-	7	20	353	525	25	127	206	5,599	6,082	-	0	2	14	60						
W.N. CENTRAL	9	21	553	1,057	1,616	84	378	514	16,306	16,852	-	3	24	116	137						
Iowa	-	5	23	266	264	22	39	60	1,659	1,642	-	0	1	1	2						
Kans.	5	3	11	171	175	57	43	86	1,980	1,922	-	0	2	9	16						
