
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 27, 1999 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1999
Legionellosis cummulative for 1998
Lyme Disease cummulative for 1999
Lyme Disease cummulative for 1998
Malaria cummulative for 1999
Malaria cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998

tab delimited data:
test
UNITED STATES	168	280	695	899	223	259	1,260	1,647	990	1,598	984										
NEW ENGLAND	12	17	137	172	3	9	16	18	77	78	176										
Maine	2	1	-	1	-	-	-	1	3	2	32										
N.H.	1	2	-	5	-	-	-	1	-	2	13										
Vt.	3	-	-	2	-	-	1	-	-	1	34										
Mass.	2	5	91	39	3	9	10	14	41	41	40										
R.I.	1	4	8	14	-	-	1	-	15	9	15										
Conn.	3	5	38	111	-	-	4	2	18	23	42										
MID. ATLANTIC	42	60	377	565	60	90	47	64	374	359	211										
Upstate N.Y.	12	13	116	241	18	21	4	7	32	44	130										
N.Y. City	3	15	2	17	13	48	22	9	227	221	U										
N.J.	5	3	97	67	21	12	1	20	115	94	51										
Pa.	22	29	162	240	8	9	20	28	U	U	30										
E.N. CENTRAL	39	109	19	19	14	18	235	236	45	64	1										
Ohio	17	33	13	14	2	1	20	46	U	U	-										
Ind.	5	25	5	4	4	1	32	37	U	U	-										
Ill.	2	15	-	-	-	9	157	98	U	U	-										
Mich.	14	15	1	1	6	6	26	38	38	40	1										
Wis.	1	21	U	U	2	1	-	17	7	24	-										
W.N. CENTRAL	6	17	9	9	8	11	6	45	87	56	92										
Minn.	-	1	3	1	-	4	1	2	36	26	20										
Iowa	4	2	1	6	2	2	1	-	-	-	20										
Mo.	1	7	-	1	5	4	-	33	41	13	4										
N. Dak.	-	-	1	-	-	-	-	-	1	1	29										
S. Dak.	1	-	-	-	-	-	-	-	3	4	-										
Nebr.	-	7	-	-	-	-	1	4	4	-	1										
Kans.	-	-	4	1	1	1	3	6	2	12	18										
S. ATLANTIC	30	34	98	97	65	54	475	631	149	334	374										
Del.	2	6	-	2	-	1	1	6	-	5	-										
Md.	5	8	78	85	19	22	102	167	U	U	78										
D.C.	-	2	1	4	6	3	10	21	10	25	-										
Va.	4	3	-	1	10	5	36	49	17	53	98										
W. Va.	N	N	1	-	1	-	1	-	10	17	16										
N.C.	4	4	13	-	5	6	130	192	60	161	90										
S.C.	5	4	1	-	-	-	61	73	52	73	24										
Ga.	-	-	-	2	5	12	56	51	U	U	33										
Fla.	10	7	4	3	19	5	78	72	U	U	35										
E.S. CENTRAL	8	9	12	11	3	8	228	296	73	132	51										
Ky.	2	5	-	1	-	-	-	34	U	U	13										
Tenn.	5	2	4	5	2	4	126	148	U	U	21										
Ala.	1	1	6	5	1	2	75	62	67	87	17										
Miss.	-	1	2	-	-	2	27	52	6	45	-										
W.S. CENTRAL	1	2	-	-	5	5	199	211	49	439	16										
Ark.	-	-	-	-	-	1	24	30	27	18	-										
La.	1	-	-	-	3	3	59	82	U	U	-										
Okla.	-	-	-	-	1	-	60	12	22	26	16										
Tex.	-	2	-	-	1	1	56	87	-	395	-										
MOUNTAIN	11	15	2	1	10	13	18	59	35	52	30										
Mont.	-	1	-	-	1	-	-	-	-	2	12										
Idaho	-	-	-	-	1	1	-	-	-	1	-										
Wyo.	-	1	1	-	-	-	-	-	-	1	8										
Colo.	1	4	-	-	4	4	-	4	U	U	1										
N. Mex.	1	1	1	-	1	4	-	4	10	9	-										
Ariz.	1	1	-	-	3	2	16	46	U	U	9										
Utah	4	6	-	-	-	1	1	2	11	11	-										
Nev.	4	1	-	1	-	1	1	3	14	28	-										
PACIFIC	19	17	41	25	55	51	36	87	101	84	33										
Wash.	2	1	-	-	3	-	5	4	58	41	-										
Oreg.	-	-	1	2	7	10	-	2	U	U	-										
Calif.	17	16	40	23	42	41	29	81	U	U	30										
Alaska	-	-	-	-	-	-	1	-	8	10	3										
Hawaii	-	-	-	-	3	-	1	-	35	33	-										
Guam	-	1	-	-	-	1	-	-	-	34	-										
P.R.	-	-	-	-	-	-	52	52	-	6	14										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	-	-	-	-	-	50	-	26	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


