
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 16, 2006 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,779	19,400	35,170	920,951	922,611	180	151	1,643	7,785	4,742	31	68	594	4,995	7,506						
NEW ENGLAND	1,069	640	1,550	32,499	31,503	-	0	0	-	-	1	3	38	282	348						
Conn.	613	173	1,214	9,751	9,582	N	0	0	N	N	-	0	35	35	79						
Maine	50	42	65	2,189	2,166	N	0	0	N	N	-	0	6	43	30						
Mass.	297	289	606	14,764	13,912	-	0	0	-	-	-	1	14	88	149						
N.H.	3	39	71	1,911	1,778	-	0	0	-	-	1	1	5	50	38						
R.I.	106	58	107	2,851	3,148	-	0	0	-	-	-	0	6	14	13						
Vt.	-	20	41	1,033	917	N	0	0	N	N	-	0	5	52	39						
MID. ATLANTIC	1,592	2,409	3,696	115,765	114,156	-	0	0	-	-	4	10	444	566	3,266						
N.J.	-	355	496	16,110	18,447	N	0	0	N	N	-	0	3	11	58						
N.Y. (Upstate)	779	504	1,727	24,058	23,067	N	0	0	N	N	1	3	441	172	2,791						
N.Y. City	383	698	1,567	36,999	37,082	N	0	0	N	N	-	2	7	108	146						
Pa.	430	790	1,106	38,598	35,560	N	0	0	N	N	3	4	17	275	271						
E.N. CENTRAL	1,091	3,148	12,578	150,394	157,919	-	1	3	44	11	2	16	109	1,227	1,615						
Ill.	472	986	1,697	49,558	48,685	-	0	0	-	-	-	2	21	174	159						
Ind.	-	390	483	18,420	19,320	N	0	0	N	N	-	1	18	99	85						
Mich.	498	655	9,888	33,593	28,181	-	0	3	38	11	-	2	9	135	112						
Ohio	60	629	1,424	30,717	41,970	-	0	2	6	-	2	5	33	346	766						
Wis.	61	385	517	18,106	19,763	N	0	0	N	N	-	5	53	473	493						
W.N. CENTRAL	717	1,162	1,455	56,892	56,718	-	0	12	1	4	4	12	77	839	609						
Iowa	107	157	225	7,894	7,104	N	0	0	N	N	-	1	28	171	121						
Kans.	177	150	269	6,950	7,139	N	0	0	N	N	2	1	8	80	40						
Minn.	-	235	347	10,881	11,817	-	0	12	-	3	1	3	22	223	144						
Mo.	296	437	614	21,891	21,580	-	0	1	1	1	-	2	21	178	245						
Nebr.	66	100	176	5,148	4,888	N	0	0	N	N	1	1	16	93	28						
N. Dak.	10	32	61	1,570	1,582	N	0	0	N	N	-	0	4	9	1						
S. Dak.	61	51	116	2,558	2,608	N	0	0	N	N	-	1	7	85	30						
S. ATLANTIC	3,075	3,737	4,940	181,200	168,830	-	0	1	5	2	16	15	67	1,135	743						
Del.	62	68	107	3,470	3,257	N	0	0	N	N	-	0	3	15	6						
D.C.	65	52	137	2,805	3,622	-	0	0	-	-	-	0	2	15	17						
Fla.	837	961	1,180	46,973	41,505	N	0	0	N	N	15	6	32	542	339						
Ga.	13	700	2,142	32,856	30,308	-	0	0	-	-	1	5	18	258	147						
Md.	407	336	488	17,350	17,813	-	0	1	5	2	-	0	3	20	34						
N.C.	724	626	1,772	32,609	30,210	N	0	0	N	N	-	1	11	96	91						
S.C.	330	347	1,452	18,983	18,123	N	0	0	N	N	-	1	13	124	24						
Va.	595	457	840	23,129	21,263	N	0	0	N	N	-	1	6	55	68						
W. Va.	42	60	227	3,025	2,729	N	0	0	N	N	-	0	3	10	17						
E.S. CENTRAL	575	1,420	1,945	71,035	67,282	-	0	0	-	-	1	3	14	201	226						
Ala.	51	408	760	19,944	16,270	N	0	0	N	N	-	1	12	103	26						
Ky.	125	163	691	8,854	7,999	N	0	0	N	N	1	1	3	38	148						
Miss.	399	365	807	18,321	20,557	-	0	0	-	-	-	0	3	16	3						
Tenn.	-	509	605	23,916	22,456	N	0	0	N	N	-	0	5	44	49						
W.S. CENTRAL	636	2,176	3,605	103,080	105,537	-	0	1	1	-	1	4	44	327	225						
Ark.	-	154	335	7,762	8,258	-	0	0	-	-	-	0	2	20	6						
La.	104	225	607	12,111	16,522	-	0	1	1	N	-	0	9	69	82						
Okla.	302	238	2,159	12,291	11,045	N	0	0	N	N	1	1	4	41	44						
Tex.	230	1,459	1,898	70,916	69,712	N	0	0	N	N	-	2	35	197	93						
MOUNTAIN	493	1,013	1,632	49,059	60,891	153	109	452	5,261	3,068	2	2	38	337	142						
Ariz.	317	359	881	18,235	20,466	153	105	448	5,131	2,962	-	0	3	24	11						
Colo.	-	137	395	5,480	14,825	N	0	0	N	N	1	1	7	69	50						
Idaho	-	41	191	2,333	2,672	N	0	0	N	N	-	0	1	-	15						
Mont.	46	46	195	2,459	2,191	N	0	0	N	N	-	0	26	132	23						
Nev.	130	89	397	5,222	7,154	-	1	4	54	65	-	0	1	13	12						
N. Mex.	-	191	339	9,402	8,082	-	0	3	15	19	-	0	5	30	17						
Utah	-	94	176	4,652	4,373	-	1	3	59	19	-	0	3	20	11						
Wyo.	-	26	54	1,276	1,128	-	0	2	2	3	1	0	11	49	3						
PACIFIC	1,531	3,341	5,079	161,027	159,775	27	43	1,179	2,473	1,657	-	1	52	81	332						
Alaska	49	81	152	3,844	4,133	-	0	0	-	-	-	0	1	4	3						
Calif.	1,081	2,648	4,231	126,581	123,952	27	43	1,179	2,473	1,657	-	0	14	-	197						
Hawaii	5	101	136	4,983	5,338	N	0	0	N	N	-	0	1	4	1						
Oreg.	130	177	315	8,608	8,535	N	0	0	N	N	-	1	7	73	69						
Wash.	266	348	604	17,011	17,817	N	0	0	N	N	-	0	38	-	62						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	18	18	-	824	-	0	0	-	-	-	0	0	-	-						
P.R.	92	95	198	4,429	3,802	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	16	178	196	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


