
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending October 20, 2007 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	15	0	20	19	16	20	28		
infant	-	64	2	97	85	87	76	69		
other(wound & unspecified)	1	18	1	48	31	30	33	21	CA (1 )	
Brucellosis	3	98	2	121	120	114	104	125	CO (1 ), CA (2 )	
Chancroid	1	25	1	33	17	30	54	67	NY (1 )	
Cholera	-	3	0	9	8	5	2	2		
Cyclosporiasis §	-	84	1	136	543	171	75	156		
Diphtheria	-	-	0	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	24	3	67	80	112	108	164		
eastern equine	-	3	0	8	21	6	14	10		
Powassan	-	1	-	1	1	1	-	1		
St. Louis	-	3	0	10	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	23	408	10	646	786	537	362	511	NY (4 ), OH (1 ), MN (16 ), TN (1 ), AR (1 )	
human monocytic	11	508	9	578	506	338	321	216	NY (1 ), MN (3 ), MD (1 ), NC (1 ), AR (5 )	
human (other & unspecified)	3	133	1	231	112	59	44	23	VA (1 ), NC (1 ), AR (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	1	13	0	29	9	19	32	34	TX (1 )	
nonserotype B	3	111	2	175	135	135	117	144	MN (1 ), FL (1 ), OK (1 )	
unknown serotype	2	169	3	179	217	177	227	153	MD (1 ), OR (1 )	
Hansen disease §	2	45	1	66	87	105	95	96	OH (1 ), CA (1 )	
Hantavirus pulmonary syndrome §	-	22	0	40	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	2	171	5	288	221	200	178	216	CT (1 ), CA (1 )	
Hepatitis C viral, acute	4	529	19	802	652	713	1,102	1,835	VA (1 ), TN (1 ), OK (1 ), TX (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	5	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	-	73	-	43	45	-	N	N		
Listeriosis	9	537	20	875	896	753	696	665	OH (3 ), VA (1 ), NC (1 ), FL (1 ), CO (1 ), WA (1 ), CA (1 )	
Measles ¶¶	-	30	0	55	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	-	217	4	318	297	-	-	-		
serogroup B	2	104	2	193	156	-	-	-	IN (2 )	
other serogroup	1	22	0	32	27	-	-	-	NE (1 )	
unknown serogroup	5	494	11	651	765	-	-	-	MI (1 ), MO (1 ), FL (1 ), TN (1 ), CA (1 )	
Mumps	7	613	11	6,584	314	258	231	270	NC (1 ), FL (3 ), CO (1 ), WA (2 )	
Novel influenza A infection virus	-	3	-	N	N	N	N	N		
Plague	-	6	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	6	0	21	16	12	12	18		
Q fever §	1	135	1	169	136	70	71	61	CO (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	11	0	11	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	3	80	1	125	129	132	161	118	CT (3 )	
Syphilis, congenital (age &lt;1 yr)	2	365	8	380	329	353	413	412	FL (1 ), LA (1 )	
Tetanus	-	15	1	41	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	3	65	2	101	90	95	133	109	MN (1 ), NE (1 ), CA (1 )	
Trichinellosis	-	5	0	15	16	5	6	14		
Tularemia	2	102	2	95	154	134	129	90	MO (1 ), OK (1 )	
Typhoid fever	3	275	7	353	324	322	356	321	OH (1 ), FL (1 ), CO (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	18	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	30	291	2	N	N	N	N	N	NY (1 ), OH (1 ), MD (1 ), VA (1 ), FL (1 ), WA (22 ), CA (3 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting year 2007 are provisional, whereas data for 
2002, 2003, 2004, 2005, and 2006 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
