
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 6, 2008 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	72	151	849	5,193	6,717	91	84	153	2,905	4,339	32	29	195	1,384	1,420						
NEW ENGLAND	2	18	49	496	1,050	9	7	20	252	391	-	0	1	2	7						
Conn.	-	0	4	-	65	8	3	17	138	168	-	0	0	-	-						
Maine	1	1	5	23	58	-	1	5	33	61	N	0	0	N	N						
Mass.	-	15	33	420	834	N	0	0	N	N	-	0	1	1	7						
N.H.	1	0	4	26	58	-	1	3	28	38	-	0	1	1	-						
R.I.	-	0	25	19	8	N	0	0	N	N	-	0	0	-	-						
Vt.	-	0	6	8	27	1	2	6	53	124	-	0	0	-	-						
MID. ATLANTIC	19	20	43	608	871	15	20	32	762	725	-	1	5	51	61						
N.J.	-	0	9	4	154	-	0	0	-	-	-	0	2	2	23						
N.Y. (Upstate)	14	6	24	284	420	14	9	20	358	371	-	0	3	15	6						
N.Y. City	-	2	7	46	89	1	0	2	13	32	-	0	2	16	21						
Pa.	5	9	23	274	208	-	10	23	391	322	-	0	2	18	11						
E.N. CENTRAL	9	20	190	868	1,170	6	5	33	175	327	1	1	8	72	45						
Ill.	-	3	9	107	127	-	1	18	73	93	-	0	7	47	29						
Ind.	5	0	12	40	47	2	0	1	6	9	1	0	2	7	5						
Mich.	1	4	16	144	205	1	1	25	57	172	-	0	1	3	3						
Ohio	3	6	176	517	516	3	1	5	39	53	-	0	4	15	7						
Wis.	-	2	9	60	275	N	0	0	N	N	-	0	0	-	1						
W.N. CENTRAL	5	12	142	443	461	-	4	12	115	202	3	4	32	323	287						
Iowa	-	1	5	37	120	-	0	3	15	23	-	0	2	3	13						
Kans.	1	1	5	27	79	-	0	7	-	92	-	0	1	-	11						
Minn.	2	1	131	155	104	-	0	7	35	20	-	0	4	-	1						
Mo.	-	3	18	149	62	-	0	9	41	33	-	3	32	300	246						
Nebr.	2	1	12	59	35	-	0	0	-	-	3	0	4	17	11						
N. Dak.	-	0	5	1	7	-	0	8	17	18	-	0	0	-	-						
S. Dak.	-	0	3	15	54	-	0	2	7	16	-	0	1	3	5						
S. ATLANTIC	18	13	50	516	662	54	34	94	1,265	1,574	27	9	109	496	642						
Del.	-	0	2	9	10	-	0	0	-	-	-	0	3	21	13						
D.C.	-	0	1	3	8	-	0	0	-	-	-	0	2	7	2						
Fla.	16	3	20	190	164	-	0	77	91	128	-	0	4	13	8						
Ga.	-	1	4	41	30	42	6	16	270	204	2	0	8	43	53						
Md.	2	1	6	31	82	-	0	13	77	301	2	1	6	36	46						
N.C.	-	0	38	79	213	11	9	16	336	350	23	0	96	246	390						
S.C.	-	2	22	76	57	-	0	0	-	46	-	0	4	26	49						
Va.	-	2	8	83	85	-	12	27	424	499	-	1	12	101	76						
W. Va.	-	0	12	4	13	1	1	11	67	46	-	0	3	3	5						
E.S. CENTRAL	2	6	14	193	352	1	2	7	83	119	1	4	22	200	212						
Ala.	1	1	6	29	68	-	0	0	-	-	1	1	8	57	67						
Ky.	1	1	8	55	20	1	0	4	33	16	-	0	1	1	5						
Miss.	-	2	9	64	196	-	0	1	2	2	-	0	3	4	13						
Tenn.	-	1	4	45	68	-	1	6	48	101	-	2	18	138	127						
W.S. CENTRAL	5	20	198	805	771	1	3	40	76	765	-	2	153	215	135						
Ark.	-	1	11	47	142	-	1	6	43	24	-	0	14	44	59						
La.	-	0	5	41	16	-	0	2	-	6	-	0	1	3	4						
Okla.	2	0	26	32	4	1	0	32	32	45	-	0	132	142	45						
Tex.	3	18	179	685	609	-	0	34	1	690	-	1	8	26	27						
MOUNTAIN	-	18	37	567	775	-	1	4	48	64	-	0	3	21	28						
Ariz.	-	3	10	137	169	N	0	0	N	N	-	0	2	8	6						
Colo.	-	4	13	108	218	-	0	0	-	-	-	0	2	1	1						
Idaho	-	0	4	20	37	-	0	2	-	8	-	0	1	1	4						
Mont.	-	1	11	71	35	-	0	2	7	14	-	0	1	3	1						
Nev.	-	0	7	23	33	-	0	2	5	9	-	0	1	1	-						
N. Mex.	-	0	5	28	57	-	0	3	22	9	-	0	1	2	4						
Utah	-	6	27	171	206	-	0	2	3	10	-	0	0	-	-						
Wyo.	-	0	2	9	20	-	0	2	11	14	-	0	2	5	12						
PACIFIC	12	22	303	697	605	5	3	12	129	172	-	0	1	4	3						
Alaska	-	1	29	101	40	-	0	4	12	37	N	0	0	N	N						
Calif.	-	8	129	257	331	5	3	12	111	128	-	0	1	1	1						
Hawaii	1	0	2	8	18	-	0	0	-	-	N	0	0	N	N						
Oreg.	1	3	14	119	72	-	0	1	6	7	-	0	1	3	2						
Wash.	10	5	169	212	144	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	1	1	5	47	38	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


