
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending July 16, 2011 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	178	258	742	5,218	7,276	5	2	11	57	77	31	23	245	515	639						
NEW ENGLAND	-	3	20	83	214	-	0	0	-	-	-	0	1	2	1						
Conn.	-	0	18	18	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	16	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	14	42	126	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	1	5	-	0	0	-	-	-	0	1	1	-						
R.I.	-	0	4	4	10	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	2	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	5	14	74	304	985	2	0	1	6	2	-	1	5	12	50						
N.J.	-	3	16	40	232	-	0	0	-	1	-	0	3	-	34						
N.Y. (Upstate)	4	3	18	97	89	-	0	0	-	1	-	0	3	2	3						
N.Y. City	1	5	14	113	175	-	0	0	-	-	-	0	2	5	7						
Pa.	-	4	56	54	489	2	0	1	6	-	-	0	2	5	6						
E.N. CENTRAL	17	17	37	367	1,018	-	0	1	1	1	2	1	5	34	49						
Ill.	-	6	20	77	626	-	0	1	-	-	-	0	2	15	24						
Ind.	-	1	4	32	31	-	0	1	-	1	2	0	3	14	15						
Mich.	-	4	9	76	137	-	0	0	-	-	-	0	1	-	1						
Ohio	17	5	27	182	178	-	0	1	1	-	-	0	2	5	6						
Wis.	-	0	4	-	46	-	0	0	-	-	-	0	1	-	3						
W.N. CENTRAL	6	14	52	184	1,538	1	0	4	8	7	10	4	23	136	132						
Iowa	-	0	4	8	32	-	0	0	-	-	-	0	1	1	3						
Kans.	2	3	12	33	162	-	0	0	-	-	-	0	0	-	-						
Minn.	U	0	4	-	29	U	0	0	-	-	U	0	2	-	-						
Mo.	4	7	41	134	1,291	1	0	2	5	5	9	4	23	134	127						
Nebr.	-	0	10	5	20	-	0	3	3	2	1	0	1	1	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	2	4	4	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	70	66	132	1,958	1,091	-	1	6	31	49	8	6	59	154	173						
Del.	-	0	1	1	35	-	0	1	1	1	-	0	2	9	11						
D.C.	-	0	3	7	18	-	0	1	1	-	-	0	0	-	-						
Fla.	57	36	99	1,419	419	-	0	1	3	2	1	0	2	4	6						
Ga.	8	13	26	284	385	-	0	3	15	39	-	0	0	-	-						
Md.	-	2	7	46	63	-	0	1	2	-	2	0	5	10	27						
N.C.	4	3	36	123	74	-	0	4	5	6	-	1	47	73	76						
S.C.	1	1	5	27	37	-	0	1	3	-	-	0	2	11	7						
Va.	-	2	8	47	59	-	0	2	1	1	5	2	12	45	46						
W. Va.	-	0	66	4	1	-	0	0	-	-	-	0	1	2	-						
E.S. CENTRAL	7	13	29	290	404	2	0	3	5	11	3	5	26	115	193						
Ala.	-	5	15	102	78	-	0	1	-	1	-	1	6	24	36						
Ky.	3	1	6	34	168	-	0	0	-	6	-	0	0	-	-						
Miss.	3	2	7	72	22	-	0	1	1	-	-	0	4	1	13						
Tenn.	1	4	14	82	136	2	0	2	4	4	3	4	20	90	144						
W.S. CENTRAL	51	57	503	1,200	1,223	-	0	8	-	1	7	1	235	36	36						
Ark.	1	2	7	33	25	-	0	2	-	-	7	0	28	28	12						
La.	2	5	13	96	137	-	0	0	-	-	-	0	1	2	1						
Okla.	-	2	161	40	155	-	0	5	-	-	-	0	202	4	13						
Tex.	48	46	338	1,031	906	-	0	1	-	1	-	0	5	2	10						
MOUNTAIN	9	17	32	361	337	-	0	5	6	2	1	0	7	26	4						
Ariz.	6	7	19	112	182	-	0	4	6	-	-	0	7	20	-						
Colo.	3	2	7	43	45	-	0	1	-	-	-	0	1	2	-						
Idaho	-	0	3	12	12	-	0	0	-	-	1	0	1	1	1						
Mont.	-	1	15	104	4	-	0	0	-	2	-	0	0	-	1						
Nev.	-	0	6	10	17	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	55	59	-	0	0	-	-	-	0	0	-	1						
Utah	-	1	4	24	18	-	0	0	-	-	-	0	1	-	1						
Wyo.	-	0	1	1	-	-	0	0	-	-	-	0	1	3	-						
PACIFIC	13	23	63	471	466	-	0	2	-	4	-	0	0	-	1						
Alaska	-	0	2	3	-	N	0	0	N	N	N	0	0	N	N						
Calif.	13	18	59	369	368	-	0	2	-	4	-	0	0	-	-						
Hawaii	-	1	3	30	31	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	26	33	-	0	0	-	-	-	0	0	-	1						
Wash.	-	2	22	43	34	-	0	1	-	-	-	0	0	-	-						
Amer. Samoa	-	1	1	1	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	5	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	3	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


