
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 16, 2005 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	2,059	3,261	44	69	6,691	6,429	-	-	-												
NEW ENGLAND	70	92	2	9	112	268	-	-	-												
Maine	6	3	-	-	92	43	-	-	-												
N.H.	3	4	-	-	-	-	-	-	-												
Vt.	-	-	-	-	19	225	-	-	-												
Mass.	47	52	1	8	1	-	-	-	-												
R.I.	2	13	-	1	-	-	-	-	-												
Conn.	12	20	1	-	-	-	-	-	-												
MID. ATLANTIC	521	505	13	18	1,446	22	-	-	-												
Upstate N.Y.	51	60	2	1	-	-	-	-	-												
N.Y. City	277	250	1	7	-	-	-	-	-												
N.J.	121	110	3	7	-	-	-	-	-												
Pa.	72	85	7	3	1,446	22	-	-	-												
E.N. CENTRAL	331	284	2	4	2,300	2,432	-	-	-												
Ohio	67	55	-	1	520	634	-	-	-												
Ind.	37	43	-	-	N	N	-	-	-												
Ill.	157	121	-	-	8	-	-	-	-												
Mich.	49	43	1	3	1,591	1,537	-	-	-												
Wis.	21	22	1	-	181	261	-	-	-												
W.N. CENTRAL	113	97	1	2	63	94	-	-	-												
Minn.	45	34	1	1	-	-	-	-	-												
Iowa	11	11	-	-	N	N	-	-	-												
Mo.	34	31	-	1	2	2	-	-	-												
N. Dak.	2	2	-	-	9	67	-	-	-												
S. Dak.	5	3	-	-	52	25	-	-	-												
Nebr.	5	6	-	-	-	-	-	-	-												
Kans.	11	10	-	-	-	-	-	-	N												
S. ATLANTIC	401	604	7	8	643	795	-	-	-												
Del.	-	7	-	-	2	3	-	-	-												
Md.	62	55	1	2	-	-	-	-	-												
D.C.	22	6	-	-	6	11	-	-	-												
Va.	63	36	-	2	67	210	-	-	-												
W. Va.	8	6	-	-	432	410	-	-	N												
N.C.	45	55	1	2	-	N	-	-	-												
S.C.	44	44	-	-	136	161	-	-	-												
Ga.	28	196	2	-	-	-	-	-	-												
Fla.	129	199	3	2	-	-	-	-	-												
E.S. CENTRAL	129	140	1	1	-	-	-	-	-												
Ky.	32	17	1	-	N	N	-	-	-												
Tenn.	68	43	-	1	-	-	-	-	-												
Ala.	29	47	-	-	-	-	-	-	-												
Miss.	-	33	-	-	-	-	-	-	-												
W.S. CENTRAL	57	545	3	7	1,044	1,850	-	-	-												
Ark.	23	36	-	-	-	-	-	-	-												
La.	-	-	-	-	77	33	-	-	-												
Okla.	34	41	-	-	-	-	-	-	-												
Tex.	-	468	3	7	967	1,817	-	-	-												
MOUNTAIN	46	127	2	2	1,083	968	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	39	15	-	-	-												
Colo.	8	29	-	-	763	719	-	-	-												
N. Mex.	1	10	-	-	58	27	-	-	-												
Ariz.	34	49	1	1	-	-	-	-	-												
Utah	3	14	1	1	223	207	-	-	-												
Nev.	-	25	-	-	-	-	-	-	-												
PACIFIC	391	867	13	18	-	-	-	-	-												
Wash.	62	57	-	1	N	N	-	-	-												
Oreg.	31	26	1	-	-	-	-	-	-												
Calif.	254	744	8	12	-	-	-	-	-												
Alaska	11	9	-	-	-	-	-	-	-												
Hawaii	33	31	4	5	-	-	-	-	-												
Guam	-	14	-	-	-	22	-	-	-												
P.R.	-	14	-	-	65	104	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


