
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 12, 2006 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Neuroinvasive cummulative for 2005
West Nile virus disease † Non-neuroinvasive current week
West Nile virus disease † Non-neuroinvasive previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive cummulative for 2005

tab delimited data:
test
UNITED STATES	2	1	155	158	462	16	0	203	217	723											
NEW ENGLAND	-	0	3	-	1	-	0	2	1	-											
Conn.	-	0	2	-	1	-	0	1	1	-											
Maine	-	0	0	-	-	-	0	0	-	-											
Mass.	-	0	3	-	-	-	0	1	-	-											
N.H.	-	0	0	-	-	-	0	0	-	-											
R.I.	-	0	1	-	-	-	0	0	-	-											
Vt.	-	0	0	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	10	5	5	-	0	4	-	7											
N.J.	-	0	1	-	-	-	0	2	-	-											
N.Y. (Upstate)	-	0	7	-	-	-	0	2	-	1											
N.Y. City	-	0	2	1	-	-	0	2	-	2											
Pa.	-	0	3	4	5	-	0	2	-	4											
E.N. CENTRAL	-	0	39	3	59	-	0	18	1	35											
Ill.	-	0	25	1	41	-	0	16	1	31											
Ind.	-	0	2	1	1	-	0	1	-	-											
Mich.	-	0	14	1	4	-	0	3	-	-											
Ohio	-	0	9	-	11	-	0	4	-	3											
Wis.	-	0	3	-	2	-	0	2	-	1											
W.N. CENTRAL	-	0	26	29	62	-	0	80	36	210											
Iowa	-	0	3	1	1	-	0	5	3	8											
Kans.	-	0	3	-	2	-	0	1	1	N											
Minn.	-	0	5	11	6	-	0	5	8	9											
Mo.	-	0	4	1	6	-	0	3	-	4											
Nebr.	-	0	9	4	19	-	0	24	4	46											
N. Dak.	-	0	4	-	6	-	0	15	5	35											
S. Dak.	-	0	7	12	22	-	0	32	15	108											
S. ATLANTIC	-	0	6	-	9	-	0	3	-	13											
Del.	-	0	1	-	-	-	0	0	-	-											
D.C.	-	0	1	-	-	-	0	1	-	-											
Fla.	-	0	2	-	7	-	0	1	-	10											
Ga.	-	0	3	-	-	-	0	3	-	2											
Md.	-	0	2	-	-	-	0	1	-	-											
N.C.	-	0	1	-	1	-	0	1	-	1											
S.C.	-	0	1	-	1	-	0	0	-	-											
Va.	-	0	0	-	-	-	0	1	-	-											
W. Va.	-	0	0	-	-	N	0	0	N	N											
E.S. CENTRAL	-	0	10	23	12	-	0	5	6	10											
Ala.	-	0	1	-	2	-	0	2	-	1											
Ky.	-	0	1	-	-	-	0	0	-	-											
Miss.	-	0	9	23	7	-	0	5	6	8											
Tenn.	-	0	3	-	3	-	0	1	-	1											
W.S. CENTRAL	-	1	25	51	107	-	0	22	8	61											
Ark.	-	0	3	-	3	-	0	2	-	6											
La.	-	0	12	-	58	-	0	7	-	28											
Okla.	-	0	6	4	3	-	0	3	-	1											
Tex.	-	1	16	47	43	-	0	13	8	26											
MOUNTAIN	2	0	16	38	35	16	0	43	140	72											
Ariz.	-	0	8	2	10	-	0	8	2	14											
Colo.	-	0	5	5	4	-	0	13	18	41											
Idaho	1	0	5	13	-	15	0	36	98	1											
Mont.	-	0	3	1	3	-	0	9	1	2											
Nev.	1	0	4	9	5	-	0	8	15	4											
N. Mex.	-	0	3	-	8	-	0	4	-	3											
Utah	-	0	6	8	5	1	0	8	5	5											
Wyo.	-	0	2	-	-	-	0	1	1	2											
PACIFIC	-	0	44	9	172	-	0	63	25	315											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	44	9	172	-	0	63	21	311											
Hawaii	-	0	0	-	-	-	0	0	-	-											
Oreg.	-	0	1	-	-	-	0	2	4	4											
Wash.	-	0	0	-	-	-	0	0	-	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	-	0	0	-	-	-	0	0	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious 
Diseases (ArboNet Surveillance).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


