
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 17, 2009 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	25	60	276	2,182	2,424	5	8	21	339	386	95	261	452	10,212	10,160						
NEW ENGLAND	-	1	48	45	57	-	0	5	3	9	3	5	15	248	256						
Conn.	-	0	48	-	7	-	0	5	-	-	1	1	5	45	25						
Maine	-	0	2	13	15	-	0	1	1	1	-	0	1	2	10						
Mass.	-	0	1	3	-	-	0	1	2	-	2	4	10	176	182						
N.H.	-	0	3	5	-	-	0	0	-	-	-	0	2	13	16						
R.I.	-	0	6	13	21	-	0	1	-	6	-	0	5	12	15						
Vt.	-	0	2	11	14	-	0	0	-	2	-	0	2	-	8						
MID. ATLANTIC	2	3	14	138	253	-	0	3	20	21	32	35	51	1,456	1,326						
N.J.	-	0	0	-	-	-	0	0	-	-	1	3	13	171	175						
N.Y. (Upstate)	1	1	10	62	55	-	0	2	10	6	2	2	8	95	108						
N.Y. City	-	0	4	4	103	-	0	2	-	1	24	22	40	906	837						
Pa.	1	1	8	72	95	-	0	2	10	14	5	7	12	284	206						
E.N. CENTRAL	7	11	41	493	502	2	1	7	70	68	4	23	43	820	982						
Ill.	N	0	0	N	N	N	0	0	N	N	-	7	19	238	402						
Ind.	-	3	32	173	170	-	0	6	25	22	-	2	10	126	111						
Mich.	-	0	2	21	18	-	0	1	2	2	3	4	18	196	152						
