
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 23, 2006 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	8,135	19,357	35,170	934,337	941,275	136	151	1,643	7,953	4,901	32	67	594	5,065	7,677						
NEW ENGLAND	644	640	1,550	33,192	32,222	-	0	0	-	-	1	3	39	286	350						
Conn.	183	173	1,214	9,937	9,825	N	0	0	N	N	-	0	36	36	79						
Maine	-	43	65	2,189	2,214	N	0	0	N	N	-	0	6	44	30						
Mass.	421	289	606	15,183	14,235	-	0	0	-	-	-	1	14	88	151						
N.H.	34	39	71	1,989	1,813	-	0	0	-	-	-	1	5	50	38						
R.I.	-	61	107	2,851	3,200	-	0	0	-	-	-	0	6	14	13						
Vt.	6	20	41	1,043	935	N	0	0	N	N	1	0	5	54	39						
MID. ATLANTIC	1,580	2,409	3,696	117,717	116,683	-	0	0	-	-	4	10	444	575	3,401						
N.J.	-	358	496	16,110	18,852	N	0	0	N	N	-	0	3	11	58						
N.Y. (Upstate)	695	504	1,727	24,749	23,586	N	0	0	N	N	2	3	441	174	2,924						
N.Y. City	561	716	1,566	37,789	38,053	N	0	0	N	N	-	2	7	111	146						
Pa.	324	791	1,106	39,069	36,192	N	0	0	N	N	2	4	17	279	273						
E.N. CENTRAL	804	3,131	12,578	152,330	161,041	-	1	3	45	11	-	15	109	1,229	1,624						
Ill.	-	986	1,697	49,558	49,744	-	0	0	-	-	-	2	21	174	160						
Ind.	-	387	483	18,820	19,756	N	0	0	N	N	-	1	18	99	85						
Mich.	804	658	9,888	35,129	28,842	-	0	3	39	11	-	2	9	137	112						
Ohio	-	620	1,424	30,717	42,527	-	0	2	6	-	-	4	33	346	770						
Wis.	-	383	517	18,106	20,172	N	0	0	N	N	-	5	53	473	497						
W.N. CENTRAL	180	1,171	1,455	57,208	57,675	-	0	12	1	4	3	12	77	853	610						
Iowa	-	157	225	7,894	7,231	N	0	0	N	N	-	1	28	175	121						
Kans.	79	150	269	7,027	7,150	N	0	0	N	N	1	1	8	82	40						
Minn.	-	235	348	11,022	12,035	-	0	12	-	3	2	3	22	225	144						
Mo.	-	436	614	21,891	22,047	-	0	1	1	1	-	2	21	184	246						
Nebr.	43	100	176	5,191	4,929	N	0	0	N	N	-	1	16	93	28						
N. Dak.	-	32	61	1,570	1,624	N	0	0	N	N	-	0	4	9	1						
S. Dak.	58	51	116	2,613	2,659	N	0	0	N	N	-	1	7	85	30						
S. ATLANTIC	1,743	3,739	4,940	183,226	172,481	-	0	1	5	2	18	15	67	1,160	758						
Del.	81	68	107	3,551	3,343	N	0	0	N	N	-	0	3	15	6						
D.C.	-	53	137	2,805	3,649	-	0	0	-	-	-	0	2	15	18						
Fla.	876	967	1,190	48,030	42,402	N	0	0	N	N	15	6	32	557	345						
Ga.	-	700	2,142	32,856	31,420	-	0	0	-	-	-	5	18	258	150						
Md.	280	338	499	17,733	18,056	-	0	1	5	2	-	0	3	20	34						
N.C.	-	626	1,772	32,609	30,768	N	0	0	N	N	1	0	11	97	92						
S.C.	-	338	1,452	18,983	18,137	N	0	0	N	N	-	1	13	125	24						
Va.	506	470	840	23,634	21,828	N	0	0	N	N	2	1	6	61	71						
W. Va.	-	59	227	3,025	2,878	N	0	0	N	N	-	0	3	12	18						
E.S. CENTRAL	535	1,420	1,951	72,150	68,486	-	0	0	-	-	2	3	15	210	228						
Ala.	63	414	760	20,408	16,721	N	0	0	N	N	-	1	12	107	28						
Ky.	-	163	691	8,854	8,165	N	0	0	N	N	1	1	3	40	148						
Miss.	-	365	807	18,341	20,756	-	0	0	-	-	-	0	3	16	3						
Tenn.	472	509	604	24,547	22,844	N	0	0	N	N	1	0	5	47	49						
W.S. CENTRAL	378	2,176	3,605	104,636	107,396	-	0	1	1	-	-	4	44	327	228						
Ark.	-	153	336	7,764	8,353	-	0	0	-	-	-	0	2	20	6						
La.	4	224	607	12,115	16,836	-	0	1	1	N	-	0	9	69	82						
Okla.	374	242	2,159	12,659	11,248	N	0	0	N	N	-	1	4	41	44						
Tex.	-	1,459	1,897	72,098	70,959	N	0	0	N	N	-	2	35	197	96						
MOUNTAIN	457	1,000	1,632	49,711	62,176	87	109	452	5,376	3,178	1	3	38	341	143						
Ariz.	457	354	881	18,692	20,816	87	105	448	5,246	3,068	-	0	3	25	11						
Colo.	-	127	395	5,480	15,220	N	0	0	N	N	-	1	7	69	50						
Idaho	-	41	191	2,333	2,713	N	0	0	N	N	-	0	0	-	15						
Mont.	-	47	195	2,459	2,205	N	0	0	N	N	1	0	26	134	23						
Nev.	-	89	397	5,222	7,295	-	1	4	54	66	-	0	1	13	13						
N. Mex.	-	191	339	9,402	8,256	-	0	3	15	20	-	0	5	30	17						
Utah	-	94	176	4,815	4,509	-	1	3	59	21	-	0	3	20	11						
Wyo.	-	27	54	1,308	1,162	-	0	2	2	3	-	0	11	50	3						
PACIFIC	1,814	3,344	5,079	164,167	163,115	49	43	1,179	2,525	1,706	3	1	52	84	335						
Alaska	-	81	152	3,844	4,203	-	0	0	-	-	-	0	1	4	3						
Calif.	1,425	2,663	4,231	129,332	126,485	49	43	1,179	2,525	1,706	-	0	14	-	200						
Hawaii	-	100	136	4,983	5,427	N	0	0	N	N	-	0	1	4	1						
Oreg.	-	174	315	8,608	8,850	N	0	0	N	N	3	1	7	76	69						
Wash.	389	340	604	17,400	18,150	N	0	0	N	N	-	0	38	-	62						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	17	18	-	841	-	0	0	-	-	-	0	0	-	-						
P.R.	135	95	198	4,569	3,922	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	16	178	196	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


