
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 18, 2013 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2013
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2013
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2013
Hepatitis (Viral Acute), Type C cummulative for 2012

tab delimited data:
test
UNITED STATES	13	26	69	451	627	15	52	104	863	1,078	16	31	91	462	656						
NEW ENGLAND	-	1	6	25	35	-	1	6	20	39	-	1	4	4	44						
Conn.	-	0	2	7	9	-	0	2	-	7	-	0	2	-	20						
Maine	-	0	2	3	5	-	0	1	7	5	-	0	2	1	1						
Mass.	-	1	4	9	16	-	1	5	13	24	-	0	3	1	20						
N.H.	-	0	1	3	4	-	0	1	-	1	N	0	0	N	N						
R.I.	-	0	1	1	1	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	-	-	0	0	-	2	-	0	1	2	3						
MID. ATLANTIC	3	4	11	68	95	1	4	9	57	108	3	4	11	59	86						
N.J.	-	1	5	5	23	-	0	4	-	30	-	1	4	9	28						
N.Y. (Upstate)	2	1	4	21	31	1	1	6	16	22	2	1	10	31	24						
N.Y. City	-	1	4	19	20	-	1	5	25	34	-	0	1	1	7						
Pa.	1	1	5	23	21	-	1	4	16	22	1	1	4	18	27						
E.N. CENTRAL	3	4	14	97	98	2	8	17	149	181	-	4	10	58	102						
Ill.	-	1	4	14	33	-	1	4	21	41	-	0	3	9	8						
Ind.	-	0	2	4	8	-	1	6	20	42	-	2	7	14	49						
Mich.	-	2	7	42	40	-	1	7	26	31	-	1	5	30	25						
Ohio	3	1	5	27	8	2	3	10	78	58	-	0	2	4	3						
Wis.	-	0	2	10	9	-	0	1	4	9	-	0	2	1	17						
W.N. CENTRAL	-	1	32	13	29	1	1	17	30	35	1	0	32	6	11						
Iowa	-	0	2	1	-	-	0	2	4	2	-	0	1	-	2						
Kans.	-	0	2	1	5	-	0	3	5	1	-	0	2	1	6						
Minn.	-	0	29	-	-	-	0	17	-	-	-	0	32	-	-						
Mo.	-	0	1	4	12	1	1	3	21	28	1	0	1	5	3						
Nebr.	-	0	2	5	11	-	0	1	-	4	-	0	1	-	-						
N. Dak.	-	0	2	2	1	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	3	5	16	100	96	5	14	26	248	258	6	7	15	113	141						
Del.	-	0	2	1	2	-	0	1	2	6	U	0	0	U	U						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Fla.	1	1	8	27	31	2	5	11	98	89	6	2	5	49	35						
Ga.	1	1	4	20	20	-	2	6	42	43	-	1	4	8	38						
Md.	-	0	3	12	10	2	1	4	20	26	-	1	3	19	15						
N.C.	-	1	4	20	10	-	1	5	17	28	-	0	6	14	23						
S.C.	1	0	1	4	3	1	1	4	13	16	-	0	1	-	-						
Va.	-	1	9	15	18	-	1	6	24	15	-	1	6	12	12						
W. Va.	-	0	2	1	2	-	2	11	32	35	-	1	5	11	18						
E.S. CENTRAL	1	1	4	22	27	2	11	21	202	228	3	6	11	125	127						
Ala.	-	0	2	1	8	-	1	5	29	30	-	0	2	5	10						
Ky.	1	0	3	13	6	-	3	8	57	75	1	3	8	79	69						
Miss.	-	0	2	1	2	-	1	4	17	31	U	0	0	U	U						
Tenn.	-	0	2	7	11	2	5	10	99	92	2	2	7	41	48						
W.S. CENTRAL	2	2	8	32	63	2	6	39	98	106	-	2	16	33	24						
Ark.	-	0	2	1	3	-	1	4	20	26	-	0	2	4	-						
La.	-	0	1	3	-	-	0	4	11	22	-	0	3	5	3						
Okla.	-	0	4	-	2	1	0	16	15	17	-	1	9	15	8						
Tex.	2	2	8	28	58	1	3	19	52	41	-	1	5	9	13						
MOUNTAIN	-	2	7	31	78	-	1	4	18	36	-	1	5	19	60						
Ariz.	-	1	5	14	41	-	0	2	1	6	U	0	0	U	U						
Colo.	-	0	3	1	15	-	0	3	1	11	-	0	3	-	20						
Idaho	-	0	2	4	7	-	0	1	2	1	-	0	2	6	7						
Mont.	-	0	2	1	2	-	0	1	-	-	-	0	3	5	2						
Nev.	-	0	1	3	5	-	0	3	12	13	-	0	2	5	7						
