
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 7, 2002 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	33	8	10,438	216,674	242,652	1,091	1,062	18	19												
NEW ENGLAND	-	1	1,089	5,092	4,579	77	79	-	1												
Maine	-	-	131	88	100	1	1	-	-												
N.H.	-	-	29	80	123	7	4	-	-												
Vt.	-	1	84	70	48	6	3	-	-												
Mass.	-	-	533	2,266	2,168	38	37	-	1												
R.I.	-	-	101	596	525	10	3	-	-												
Conn.	-	-	211	1,992	1,615	15	31	-	-												
MID. ATLANTIC	-	1	2,242	25,726	28,214	189	152	3	3												
Upstate N.Y.	-	-	765	5,882	5,528	86	51	2	-												
N.Y. City	-	-	877	7,987	8,644	45	39	-	-												
N.J.	-	-	220	4,082	5,278	38	35	-	-												
Pa.	-	1	380	7,775	8,764	20	27	1	3												
E.N. CENTRAL	12	2	1,885	42,580	50,270	171	196	3	2												
Ohio	11	2	601	11,547	13,760	63	53	-	1												
Ind.	-	-	-	4,831	4,479	35	37	1	-												
Ill.	-	-	421	12,587	16,292	56	69	-	-												
Mich.	1	-	567	9,963	11,645	10	12	2	-												
Wis.	-	-	296	3,652	4,094	7	25	-	1												
W.N. CENTRAL	-	2	1,272	11,330	11,384	44	53	1	1												
Minn.	-	-	472	1,902	1,746	31	28	1	-												
Iowa	-	-	199	802	890	1	-	-	-												
Mo.	N	N	323	5,831	5,860	9	16	-	-												
N. Dak.	-	2	11	37	25	-	6	-	-												
S. Dak.	-	-	48	173	189	-	-	-	-												
Nebr.	-	-	116	707	831	-	2	-	1												
Kans.	-	-	103	1,878	1,843	3	1	-	-												
S. ATLANTIC	-	-	1,920	56,586	63,337	282	259	4	1												
Del.	-	-	32	1,094	1,139	-	-	-	-												
Md.	-	-	76	5,787	6,043	65	64	2	-												
D.C.	-	-	29	1,891	1,994	-	-	-	-												
Va.	-	-	179	6,224	7,581	22	20	-	-												
W. Va.	-	-	35	661	445	13	10	-	1												
N.C.	-	-	-	11,104	11,777	27	41	-	-												
S.C.	-	-	70	5,052	7,947	9	4	-	-												
Ga.	-	-	604	10,790	12,115	74	66	-	-												
Fla.	-	-	895	13,983	14,296	72	54	2	-												
E.S. CENTRAL	7	1	230	18,335	21,999	47	61	1	-												
Ky.	7	1	-	2,318	2,424	4	2	-	-												
Tenn.	-	-	102	6,374	6,918	24	31	-	-												
Ala.	-	-	128	5,373	7,213	14	26	1	-												
Miss.	-	-	-	4,270	5,444	5	2	-	-												
W.S. CENTRAL	-	-	144	32,725	36,419	42	40	2	1												
Ark.	-	-	99	2,630	3,255	2	-	-	-												
La.	-	-	2	8,327	8,731	3	6	-	-												
Okla.	-	-	43	3,234	3,336	32	33	-	-												
Tex.	-	-	-	18,534	21,097	5	1	2	1												
MOUNTAIN	14	1	1,011	6,686	7,153	136	115	2	6												
Mont.	-	-	60	60	78	-	-	-	-												
Idaho	-	-	75	58	55	2	1	-	-												
Wyo.	-	-	21	42	47	1	1	-	-												
Colo.	14	1	328	2,303	2,172	27	32	-	-												
N. Mex.	-	-	116	904	673	21	16	-	1												
Ariz.	-	-	130	2,412	2,721	63	49	1	3												
Utah	-	-	192	173	125	15	5	-	-												
Nev.	-	-	89	734	1,282	7	11	1	2												
PACIFIC	-	-	645	17,614	19,297	103	107	2	4												
Wash.	-	-	239	1,894	2,073	2	2	1	-												
Oreg.	-	-	275	583	782	50	31	-	-												
Calif.	-	-	-	14,297	15,735	22	47	1	4												
Alaska	-	-	64	398	273	1	6	-	-												
Hawaii	-	-	67	442	434	28	21	-	-												
Guam	-	-	-	-	32	-	-	-	-												
P.R.	-	-	20	250	398	1	1	-	-												
V.I.	-	-	-	25	20	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


