
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 6, 2008 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	52	56	307	2,647	2,879	14	9	43	402	494	78	240	351	11,192	10,572						
NEW ENGLAND	-	1	49	100	106	-	0	8	13	13	3	5	13	283	257						
Conn.	-	0	48	55	55	-	0	7	5	4	1	0	6	31	33						
Maine	-	0	2	16	12	-	0	1	2	2	-	0	2	10	9						
Mass.	-	0	0	-	2	-	0	0	-	2	2	4	11	203	150						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	19	28						
R.I.	-	0	3	16	20	-	0	1	4	3	-	0	5	13	34						
Vt.	-	0	2	13	17	-	0	1	2	2	-	0	5	7	3						
MID. ATLANTIC	5	4	13	223	155	2	0	2	22	29	12	32	51	1,586	1,457						
N.J.	-	0	0	-	-	-	0	0	-	-	4	4	10	195	216						
N.Y. (Upstate)	1	1	6	59	51	1	0	2	7	10	4	3	13	130	130						
N.Y. City	1	1	5	67	-	-	0	0	-	-	-	21	37	1,012	858						
Pa.	3	2	9	97	104	1	0	2	15	19	4	5	12	249	253						
E.N. CENTRAL	5	13	64	642	738	-	1	14	88	119	8	20	34	951	835						
Ill.	-	0	17	71	193	-	0	3	14	45	-	5	14	246	432						
