
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 3, 2007 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	65	171	1,479	7,360	12,008	39	94	157	4,278	4,873	33	31	211	1,757	1,890						
NEW ENGLAND	6	28	77	1,172	1,529	7	11	22	504	418	-	0	10	4	11						
Conn.	-	2	5	59	102	4	4	10	202	182	-	0	0	-	-						
Maine	-	1	13	70	123	1	2	5	75	107	-	0	0	-	-						
Mass.	4	24	46	928	966	-	0	0	-	-	-	0	1	4	10						
N.H.	-	1	7	50	194	1	1	4	43	41	-	0	0	-	1						
R.I.	-	0	31	19	49	-	0	4	36	29	-	0	9	-	-						
Vt.	2	0	9	46	95	1	3	13	148	59	-	0	0	-	-						
MID. ATLANTIC	8	22	155	973	1,586	-	14	44	733	474	-	1	6	55	82						
N.J.	-	2	11	117	266	-	0	0	-	-	-	0	2	6	38						
N.Y. (Upstate)	6	12	146	498	716	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	3	6	105	86	-	1	5	40	31	-	0	3	24	22						
Pa.	2	6	15	253	518	-	13	44	693	443	-	0	3	22	22						
E.N. CENTRAL	3	28	79	1,199	1,903	7	4	48	375	152	-	1	4	40	61						
Ill.	-	3	23	112	478	1	1	15	112	46	-	0	3	23	25						
Ind.	-	0	45	51	200	1	0	1	12	11	-	0	2	4	6						
Mich.	1	7	20	248	521	-	1	27	175	44	-	0	1	3	4						
Ohio	2	14	54	589	511	5	0	11	76	51	-	0	2	10	25						
Wis.	-	3	24	199	193	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	4	13	151	559	1,097	4	5	13	231	275	5	4	31	365	188						
Iowa	-	2	16	116	272	-	0	3	30	56	-	0	4	13	5						
Kans.	1	3	12	109	258	-	2	8	96	67	-	0	1	1	1						
Minn.	-	0	119	157	161	4	0	5	32	37	-	0	1	1	3						
Mo.	2	2	9	68	277	-	0	3	39	63	5	4	25	333	154						
Nebr.	1	1	12	53	84	-	0	0	-	-	-	0	2	13	25						
N. Dak.	-	0	18	4	25	-	0	6	16	16	-	0	0	-	-						
S. Dak.	-	1	6	52	20	-	0	2	18	36	-	0	1	4	-						
S. ATLANTIC	9	17	163	797	971	16	40	76	1,823	2,024	26	12	111	852	1,045						
Del.	-	0	2	11	3	-	0	0	-	-	-	0	2	14	21						
D.C.	-	0	1	2	6	-	0	0	-	-	-	0	1	1	1						
Fla.	4	4	18	194	189	-	0	29	107	176	-	0	4	20	14						
Ga.	-	0	4	25	86	-	4	34	234	236	-	0	5	33	49						
Md.	5	2	8	99	127	-	7	18	304	373	2	1	7	57	75						
N.C.	-	4	112	273	171	5	9	19	439	458	24	4	96	545	754						
S.C.	-	2	9	66	161	-	0	11	46	154	-	1	7	60	36						
Va.	-	2	11	99	185	11	13	31	629	535	-	2	11	117	92						
W. Va.	-	0	19	28	43	-	0	10	64	92	-	0	3	5	3						
E.S. CENTRAL	1	6	32	353	305	-	3	9	140	224	-	5	16	230	345						
Ala.	-	2	18	79	73	-	0	2	-	76	-	1	9	74	83						
Ky.	1	0	1	9	56	-	0	3	18	27	-	0	2	5	3						
Miss.	-	1	29	193	33	-	0	1	1	4	-	0	2	13	7						
Tenn.	-	1	7	72	143	-	3	7	121	117	-	2	10	138	252						
W.S. CENTRAL	-	20	226	821	740	1	1	27	73	875	2	1	168	170	110						
Ark.	-	2	17	130	82	1	0	5	28	26	-	0	53	90	49						
La.	-	0	1	14	24	-	0	1	-	6	-	0	1	2	4						
Okla.	-	0	36	6	18	-	0	22	45	58	2	0	108	47	28						
Tex.	-	17	174	671	616	-	0	20	-	785	-	0	7	31	29						
MOUNTAIN	23	22	61	933	2,233	-	3	14	202	204	-	0	4	33	46						
Ariz.	-	4	13	179	457	-	2	12	141	133	-	0	1	7	11						
Colo.	-	6	17	230	657	-	0	0	-	-	-	0	2	4	4						
Idaho	-	1	5	34	82	-	0	0	-	24	-	0	1	4	14						
Mont.	-	0	7	36	108	-	0	3	17	14	-	0	1	1	2						
Nev.	-	0	5	12	66	-	0	1	2	5	-	0	0	-	-						
N. Mex.	-	1	7	61	121	-	0	2	8	9	-	0	1	4	8						
Utah	23	8	47	361	668	-	0	2	16	11	-	0	1	1	-						
Wyo.	-	0	4	20	74	-	0	4	18	8	-	0	2	12	7						
PACIFIC	11	13	547	553	1,644	4	4	10	197	227	-	0	3	8	2						
Alaska	-	0	8	43	88	-	0	6	39	16	N	0	0	N	N						
Calif.	-	3	167	152	1,377	4	2	8	147	188	-	0	3	6	-						
Hawaii	-	0	2	18	84	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	2	14	102	95	-	0	3	11	23	-	0	1	2	2						
Wash.	11	2	377	238	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	1	-	61	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	3	-	0	5	37	74	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


