
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending December 1, 2012 (WEEK 48)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	40	60	133	2,923	3,897	192	379	1,336	24,653	31,637	14	23	42	1,072	1,598						
NEW ENGLAND	1	4	20	232	390	5	99	538	7,237	8,362	-	1	5	58	104						
Conn.	1	1	7	49	76	1	37	169	2,043	2,931	-	0	1	4	20						
Maine	-	0	3	16	18	1	15	68	1,011	962	-	0	1	3	6						
Mass.	-	2	11	126	232	-	34	293	2,974	2,449	-	1	4	37	65						
N.H.	-	0	2	15	24	-	11	43	613	1,265	-	0	2	6	2						
R.I.	-	0	3	15	29	-	1	26	159	145	-	0	1	4	5						
Vt.	-	0	2	11	11	3	6	29	437	610	-	0	1	4	6						
MID. ATLANTIC	4	16	43	816	1,274	85	193	649	11,928	13,328	1	6	13	261	411						
N.J.	-	2	12	121	225	1	51	166	3,019	4,101	-	0	3	-	94						
N.Y. (Upstate)	2	6	20	276	361	58	41	183	2,298	3,412	-	1	4	32	49						
N.Y. City	-	2	13	145	207	-	2	12	111	699	1	4	11	188	210						
Pa.	2	5	18	274	481	26	86	402	6,500	5,116	-	1	4	41	58						
E.N. CENTRAL	12	12	37	620	815	-	22	156	1,937	4,030	1	2	8	121	169						
Ill.	-	3	22	195	140	-	1	18	189	193	-	0	6	29	64						
Ind.	3	2	5	94	69	-	1	6	67	94	-	0	2	20	14						
Mich.	2	1	6	57	181	-	1	9	106	100	-	0	5	22	32						
Ohio	7	5	17	268	361	-	1	6	59	52	1	1	3	39	41						
Wis.	-	0	3	6	64	-	19	127	1,516	3,591	-	0	2	11	18						
W.N. CENTRAL	-	4	10	169	112	-	3	21	224	2,259	2	1	5	43	104						
Iowa	-	0	2	11	11	-	1	16	154	99	-	0	1	7	22						
Kans.	-	0	1	11	12	-	0	3	16	17	-	0	2	6	9						
Minn.	-	1	4	45	27	-	0	7	21	2,101	-	0	1	-	46						
Mo.	-	2	8	83	50	-	0	2	9	8	2	0	2	19	20						
Nebr.	-	0	2	9	8	-	0	2	9	9	-	0	1	4	6						
N. Dak.	-	0	1	3	2	-	0	6	11	21	-	0	1	2	-						
S. Dak.	-	0	1	7	2	-	0	1	4	4	-	0	2	5	1						
S. ATLANTIC	12	10	22	520	575	101	59	149	3,097	3,347	3	7	16	314	438						
Del.	-	0	3	17	24	4	11	30	613	827	-	0	1	2	7						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	2	2	16						
Fla.	8	4	11	203	173	6	2	6	113	104	2	1	6	57	96						
Ga.	-	1	3	37	51	-	0	4	21	32	-	1	5	51	85						
Md.	2	2	7	104	132	78	22	81	1,443	1,275	1	1	8	111	121						
N.C.	1	1	8	62	73	-	0	13	88	67	-	0	7	26	36						
S.C.	-	0	3	17	22	-	0	3	27	37	-	0	2	8	6						
Va.	1	1	7	69	81	13	12	51	715	917	-	1	4	57	70						
W. Va.	-	0	7	11	19	-	1	22	77	88	-	0	0	-	1						
E.S. CENTRAL	4	2	7	113	164	-	1	5	62	62	1	0	4	30	35						
Ala.	1	0	2	18	26	-	0	2	23	20	-	0	2	9	8						
Ky.	-	0	4	26	48	-	0	4	11	2	1	0	1	9	9						
Miss.	-	0	2	17	14	-	0	1	2	5	-	0	1	1	1						
Tenn.	3	1	4	52	76	-	0	4	26	35	-	0	2	11	17						
W.S. CENTRAL	2	3	13	161	141	1	1	15	40	56	1	1	13	78	102						
Ark.	-	0	2	15	13	-	0	0	-	-	-	0	1	4	7						
La.	-	0	3	19	24	-	0	1	2	2	-	0	2	10	2						
Okla.	-	0	9	14	9	-	0	2	-	-	-	0	4	22	5						
Tex.	2	3	7	113	95	1	1	13	38	54	1	1	9	42	88						
MOUNTAIN	2	2	6	91	140	-	0	4	30	49	1	1	3	43	64						
Ariz.	-	0	4	30	44	-	0	2	12	14	1	0	2	15	21						
Colo.	-	0	3	12	38	-	0	0	-	-	-	0	2	9	23						
Idaho	2	0	1	5	9	-	0	1	3	4	-	0	1	7	2						
Mont.	-	0	1	3	1	-	0	2	1	11	-	0	0	-	2						
Nev.	-	0	2	14	15	-	0	1	5	4	-	0	2	5	8						
N. Mex.	-	0	2	9	12	-	0	1	1	6	-	0	1	2	4						
Utah	-	0	2	16	17	-	0	1	4	9	-	0	2	5	4						
Wyo.	-	0	1	2	4	-	0	1	4	1	-	0	0	-	-						
PACIFIC	3	4	18	201	286	-	2	7	98	144	4	3	7	124	171						
Alaska	-	0	0	-	-	-	0	2	11	10	1	0	1	8	5						
Calif.	1	3	12	158	240	-	0	6	15	83	-	2	6	80	117						
Hawaii	-	0	1	3	3	N	0	0	N	N	-	0	1	4	7						
Oreg.	-	0	3	21	22	-	1	5	58	36	-	0	4	11	18						
Wash.	2	0	14	19	21	-	0	4	14	15	3	0	2	21	24						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	1						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	9	N	0	0	N	N	-	0	0	-	1						
V.I.	-	0	1	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


