
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending April 15, 2006 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive, all serogroups current week
Meningococcal diseases, invasive, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive, all serogroups cummulative for 2006
Meningococcal diseases, invasive, all serogroups cummulative for 2005
Meningococcal diseases, invasive, serogroup unknown current week
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median 
Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum 
Meningococcal diseases, invasive, serogroup unknown cummulative for 2006
Meningococcal diseases, invasive, serogroup unknown cummulative for 2005
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2006
Pertussis cummulative for 2005

tab delimited data:
test
UNITED STATES	20	21	83	388	469	16	13	58	264	263	108	429	2,423	3,222	5,680						
NEW ENGLAND	-	1	5	17	29	-	1	3	17	10	2	28	55	332	357						
Conn.	-	0	2	3	8	-	0	2	3	2	-	0	3	-	23						
Maine	-	0	1	2	1	-	0	1	2	1	-	1	5	15	15						
Mass.	-	0	3	10	13	-	0	3	10	3	-	22	44	274	273						
N.H.	-	0	2	2	3	-	0	2	2	3	2	2	15	18	-						
R.I.	-	0	1	-	2	-	0	0	-	-	-	0	12	-	5						
Vt.	-	0	1	-	2	-	0	1	-	1	-	1	6	25	41						
MID. ATLANTIC	4	2	15	39	60	2	2	13	32	43	14	23	133	396	465						
N.J.	-	0	2	1	15	-	0	2	1	15	-	3	9	33	63						
N.Y. (Upstate)	3	0	7	11	16	1	0	5	7	4	11	10	122	151	165						
N.Y. City	-	0	5	4	8	-	0	5	4	8	-	2	6	16	27						
Pa.	1	1	5	23	21	1	1	5	20	16	3	8	22	196	210						
E.N. CENTRAL	2	2	9	41	50	2	1	6	29	41	9	57	125	415	1,493						
Ill.	-	0	4	8	9	-	0	4	8	9	-	13	31	12	271						
Ind.	-	0	5	7	5	-	0	2	2	2	-	5	75	49	86						
Mich.	-	1	3	9	13	-	0	3	5	8	-	5	23	114	94						
Ohio	2	1	5	17	15	2	0	4	14	14	9	17	30	212	559						
Wis.	-	0	1	-	8	-	0	1	-	8	-	18	41	28	483						
W.N. CENTRAL	1	1	4	19	29	1	0	3	10	12	10	61	513	381	768						
Iowa	-	0	2	3	10	-	0	2	3	2	-	11	55	81	252						
Kans.	-	0	1	-	4	-	0	1	-	4	7	11	29	135	94						
Minn.	-	0	2	2	5	-	0	1	1	1	-	0	485	-	100						
Mo.	-	0	3	9	7	-	0	2	3	3	3	10	43	121	131						
