
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 26, 2011 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	9	22	74	1,059	1,487	15	48	167	2,259	2,953	5	18	39	884	761						
NEW ENGLAND	-	1	5	65	91	-	1	8	70	52	-	1	5	45	51						
Conn.	-	0	3	17	27	-	0	4	10	20	-	0	3	25	34						
Maine	-	0	2	6	7	-	0	2	8	13	-	0	2	4	2						
Mass.	-	0	3	31	47	-	1	6	50	12	-	0	2	11	13						
N.H.	-	0	1	-	1	-	0	1	2	5	N	0	0	N	N						
R.I.	-	0	1	5	9	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	2	6	-	-	0	0	-	2	-	0	1	5	2						
MID. ATLANTIC	-	4	8	185	257	2	5	12	250	257	1	1	5	84	99						
N.J.	-	1	3	29	71	-	1	4	57	72	-	0	2	4	27						
N.Y. (Upstate)	-	1	4	44	53	1	1	9	47	45	1	1	4	48	44						
N.Y. City	-	1	5	61	82	-	1	5	73	75	-	0	2	2	3						
Pa.	-	1	3	51	51	1	2	4	73	65	-	0	4	30	25						
E.N. CENTRAL	1	3	8	165	192	-	6	37	300	439	-	3	11	159	89						
Ill.	-	1	4	50	45	-	1	6	59	119	-	0	2	6	1						
Ind.	-	0	3	12	11	-	1	3	51	68	-	1	5	55	27						
Mich.	-	1	6	61	70	-	1	6	74	113	-	2	6	90	43						
Ohio	1	1	3	36	45	-	1	30	89	89	-	0	1	6	8						
Wis.	-	0	1	6	21	-	0	3	27	50	-	0	1	2	10						
W.N. CENTRAL	1	1	25	38	72	1	2	16	118	107	-	0	6	8	20						
Iowa	-	0	1	7	11	-	0	1	10	13	-	0	0	-	-						
Kans.	-	0	2	3	11	-	0	2	11	10	-	0	1	3	2						
Minn.	-	0	22	9	15	-	0	15	9	8	-	0	6	2	10						
Mo.	1	0	1	12	20	1	2	5	75	62	-	0	0	-	6						
Nebr.	-	0	1	5	14	-	0	3	12	12	-	0	1	3	2						
N. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	1	-	0	1	1	2	-	0	0	-	-						
S. ATLANTIC	5	4	12	215	315	8	12	56	615	810	4	4	11	211	173						
Del.	-	0	1	2	7	-	0	2	11	24	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	0	-	3	-	0	0	-	2						
Fla.	4	1	7	75	129	4	4	7	182	274	-	1	3	52	53						
Ga.	1	1	5	44	35	-	2	8	103	148	-	1	3	33	30						
Md.	-	0	4	24	21	-	1	4	50	64	-	0	3	30	21						
N.C.	-	0	3	25	43	-	2	12	99	93	4	1	7	54	37						
S.C.	-	0	2	10	25	-	1	3	31	55	-	0	1	1	1						
Va.	-	1	3	27	46	-	1	6	60	87	-	0	3	16	12						
W. Va.	-	0	5	8	8	4	0	43	79	62	-	0	6	25	17						
E.S. CENTRAL	1	0	6	44	42	4	9	14	401	339	-	4	8	164	152						
Ala.	-	0	2	7	6	1	2	6	104	61	-	0	3	16	6						
Ky.	-	0	2	9	22	2	2	6	101	123	-	2	7	76	102						
Miss.	-	0	1	7	2	-	1	3	42	31	U	0	0	U	U						
Tenn.	1	0	5	21	12	1	4	8	154	124	-	1	5	72	44						
W.S. CENTRAL	1	3	15	119	132	-	6	67	274	522	-	2	11	79	61						
Ark.	-	0	0	-	2	-	1	4	43	58	-	0	0	-	1						
La.	-	0	2	4	11	-	1	4	28	47	-	0	2	5	3						
Okla.	-	0	4	3	2	-	1	16	80	90	-	1	10	44	26						
Tex.	1	2	11	112	117	-	3	45	123	327	-	0	3	30	31						
MOUNTAIN	-	1	5	55	136	-	1	4	67	126	-	1	4	55	57						
Ariz.	-	0	2	16	58	-	0	3	15	24	U	0	0	U	U						
Colo.	-	0	2	18	34	-	0	2	15	42	-	0	3	17	16						
Idaho	-	0	1	6	7	-	0	1	2	6	-	0	2	10	9						
Mont.	-	0	1	2	4	-	0	0	-	-	-	0	1	3	2						
Nev.	-	0	3	5	14	-	0	3	23	38	-	0	2	10	7						
N. Mex.	-	0	1	5	5	-	0	2	7	5	-	0	2	12	13						
Utah	-	0	2	1	10	-	0	1	5	8	-	0	1	1	10						
Wyo.	-	0	1	2	4	-	0	0	-	3	-	0	1	2	-						
PACIFIC	-	3	13	173	250	-	3	25	164	301	-	2	12	79	59						
Alaska	-	0	1	2	3	-	0	1	4	4	U	0	0	U	U						
Calif.	-	3	12	131	206	-	2	22	101	211	-	1	4	37	26						
Hawaii	-	0	2	8	7	-	0	1	6	6	U	0	0	U	U						
Oreg.	-	0	2	8	16	-	0	4	29	38	-	0	3	12	14						
Wash.	-	0	4	24	18	-	0	4	24	42	-	0	5	30	19						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	5	8	7	-	2	8	28	71	-	0	4	10	57						
P.R.	-	0	2	7	17	-	0	2	8	25	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


