
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 2002 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	3,015	3,364	1,051	1,281	788	1,027	38	41													
NEW ENGLAND	60	56	50	45	1	4	1	1													
Maine	2	1	14	7	-	-	-	-													
N.H.	3	1	16	5	-	-	-	-													
Vt.	-	1	2	6	1	4	1	-													
Mass.	42	41	18	25	-	-	-	-													
R.I.	-	2	-	2	-	-	-	1													
Conn.	13	10	-	-	-	-	-	-													
MID. ATLANTIC	128	433	123	208	14	54	11	34													
Upstate N.Y.	22	116	54	79	14	53	11	34													
N.Y. City	67	110	34	72	U	U	-	-													
N.J.	13	129	22	46	-	-	-	-													
Pa.	26	78	13	11	-	1	-	-													
E.N. CENTRAL	392	478	160	307	49	69	9	5													
Ohio	237	115	64	73	-	-	1	-													
Ind.	14	69	7	7	49	69	8	5													
Ill.	72	147	1	119	-	-	-	-													
Mich.	44	89	88	87	-	-	-	-													
Wis.	25	58	-	21	-	-	-	-													
W.N. CENTRAL	260	357	81	119	185	15	14	1													
Minn.	44	155	42	44	138	-	14	-													
Iowa	26	59	-	-	-	-	-	-													
Mo.	38	69	22	28	4	5	-	-													
N. Dak.	-	9	-	4	-	1	-	1													
S. Dak.	114	15	3	2	1	-	-	-													
Nebr.	-	21	-	12	-	3	-	-													
Kans.	38	29	14	29	42	6	-	-													
S. ATLANTIC	1,306	486	245	249	454	720	3	-													
Del.	3	3	-	1	3	-	-	-													
Md.	151	29	32	19	-	-	-	-													
D.C.	17	16	3	-	26	2	1	-													
Va.	264	30	27	45	-	-	-	-													
W. Va.	2	4	2	8	15	14	-	-													
N.C.	68	102	51	42	-	-	-	-													
S.C.	14	29	17	2	66	113	2	-													
Ga.	515	120	68	91	132	274	-	-													
Fla.	272	153	45	41	212	317	-	-													
E.S. CENTRAL	255	264	39	29	56	102	-	-													
Ky.	45	94	5	13	5	10	-	-													
Tenn.	16	26	34	16	51	91	-	-													
Ala.	108	59	-	-	-	1	-	-													
Miss.	86	85	-	-	-	-	-	-													
W.S. CENTRAL	94	623	12	132	11	42	-	-													
Ark.	24	139	-	-	2	10	-	-													
La.	11	60	-	-	9	32	-	-													
Okla.	58	4	11	20	-	-	-	-													
Tex.	1	420	1	112	-	-	-	-													
MOUNTAIN	113	175	179	128	18	20	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	5	3	2	-	-	-	-													
Wyo.	1	-	3	2	7	2	-	-													
Colo.	31	36	94	57	-	-	-	-													
N. Mex.	17	35	35	30	10	18	-	-													
Ariz.	45	76	44	35	1	-	-	-													
Utah	10	9	-	2	-	-	-	-													
Nev.	7	14	-	-	-	-	-	-													
PACIFIC	407	492	162	64	-	1	-	-													
Wash.	15	49	26	-	-	-	-	-													
Oreg.	30	8	-	-	-	-	-	-													
Calif.	346	421	120	49	-	-	-	-													
Alaska	1	2	-	-	-	-	-	-													
Hawaii	15	12	16	15	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


