
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2002 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	2,238	2,624	729	925	474	776	16	33													
NEW ENGLAND	44	38	35	34	1	3	1	-													
Maine	2	-	7	6	-	-	-	-													
N.H.	3	-	12	4	-	-	-	-													
Vt.	-	-	1	5	1	3	1	-													
Mass.	35	30	15	19	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	4	8	-	-	-	-	-	-													
MID. ATLANTIC	88	325	67	171	3	40	3	28													
Upstate N.Y.	5	87	11	56	3	39	3	28													
N.Y. City	60	93	30	63	U	U	-	-													
N.J.	1	86	17	46	-	-	-	-													
Pa.	22	59	9	6	-	1	-	-													
E.N. CENTRAL	322	378	117	222	30	47	6	4													
Ohio	195	83	49	53	-	-	1	-													
Ind.	12	54	5	-	30	47	5	4													
Ill.	62	128	1	78	-	-	-	-													
Mich.	36	75	62	75	-	-	-	-													
Wis.	17	38	-	16	-	-	-	-													
W.N. CENTRAL	202	290	54	59	80	10	5	1													
Minn.	31	132	21	-	42	-	5	-													
Iowa	20	39	-	-	-	-	-	-													
Mo.	31	62	17	26	1	2	-	-													
N. Dak.	-	9	-	2	-	1	-	1													
S. Dak.	100	4	3	2	1	-	-	-													
Nebr.	-	19	-	8	-	3	-	-													
Kans.	20	25	13	21	36	4	-	-													
S. ATLANTIC	926	385	168	185	303	540	1	-													
Del.	4	2	-	1	3	-	-	-													
Md.	80	21	16	13	-	-	-	-													
D.C.	13	13	3	-	4	2	1	-													
Va.	205	22	14	37	-	-	-	-													
W. Va.	2	3	-	8	6	13	-	-													
N.C.	60	91	43	25	-	-	-	-													
S.C.	10	22	12	2	53	85	-	-													
Ga.	399	95	50	66	101	208	-	-													
Fla.	153	116	30	33	136	232	-	-													
E.S. CENTRAL	156	180	28	25	41	93	-	-													
Ky.	29	61	4	10	4	10	-	-													
Tenn.	14	19	24	15	37	82	-	-													
Ala.	62	37	-	-	-	1	-	-													
Miss.	51	63	-	-	-	-	-	-													
W.S. CENTRAL	70	470	12	108	2	30	-	-													
Ark.	24	87	-	-	2	9	-	-													
La.	4	53	-	-	-	21	-	-													
Okla.	41	2	11	15	-	-	-	-													
Tex.	1	328	1	93	-	-	-	-													
MOUNTAIN	87	146	108	92	14	12	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	5	1	1	-	-	-	-													
Wyo.	1	-	3	1	7	-	-	-													
Colo.	23	29	72	51	-	-	-	-													
N. Mex.	12	29	32	28	7	12	-	-													
Ariz.	35	71	-	10	-	-	-	-													
Utah	7	4	-	1	-	-	-	-													
Nev.	7	8	-	-	-	-	-	-													
PACIFIC	343	412	140	29	-	1	-	-													
Wash.	12	39	26	-	-	-	-	-													
Oreg.	27	3	-	-	-	-	-	-													
Calif.	291	360	98	16	-	-	-	-													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	12	9	16	13	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


