
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 6, 2004 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	986	1,160	29	81	745	1,258	34	60	1,878	2,859											
NEW ENGLAND	11	29	-	-	26	32	3	3	154	487											
Maine	-	-	-	-	-	-	-	-	7	244											
N.H.	1	4	-	-	-	2	-	-	-	-											
Vt.	-	-	-	-	-	1	-	-	147	196											
Mass.	7	21	-	-	22	8	3	2	-	47											
R.I.	2	2	-	-	3	7	-	-	-	-											
Conn.	1	2	-	-	1	14	-	1	-	-											
MID. ATLANTIC	142	132	5	12	215	285	4	11	8	3											
Upstate N.Y.	9	3	2	1	17	22	-	1	-	-											
N.Y. City	73	63	3	3	164	154	1	6	-	-											
N.J.	25	36	-	8	-	43	2	3	-	-											
Pa.	35	30	-	-	34	66	1	1	8	3											
E.N. CENTRAL	90	162	13	16	149	134	2	4	941	1,429											
Ohio	37	28	-	1	18	20	1	-	181	349											
Ind.	10	6	-	5	13	21	-	2	-	-											
Ill.	19	62	-	9	102	65	-	1	-	-											
Mich.	21	64	13	1	8	20	1	1	728	892											
Wis.	3	2	-	-	8	8	-	-	32	188											
W.N. CENTRAL	19	39	-	-	35	76	-	-	40	5											
Minn.	1	14	-	-	16	23	-	-	-	-											
Iowa	-	2	-	-	4	3	-	-	N	N											
Mo.	12	14	-	-	11	19	-	-	-	-											
N. Dak.	-	-	-	-	-	-	-	-	21	5											
S. Dak.	-	-	-	-	-	8	-	-	19	-											
Nebr.	4	-	-	-	-	2	-	-	-	-											
Kans.	2	9	-	-	4	21	-	-	-	-											
S. ATLANTIC	271	264	1	13	141	269	6	22	268	445											
Del.	1	1	-	-	-	-	-	-	-	1											
Md.	44	41	-	3	20	17	2	2	1	-											
D.C.	14	4	-	-	-	-	-	-	4	-											
Va.	1	11	-	1	6	21	1	4	23	80											
W. Va.	-	-	-	-	4	2	-	-	233	350											
N.C.	28	27	-	-	15	22	2	1	-	-											
S.C.	22	24	-	3	16	16	-	-	7	14											
Ga.	31	56	-	4	7	64	-	-	-	-											
Fla.	130	100	1	2	73	127	1	15	-	-											
E.S. CENTRAL	52	70	1	2	46	99	-	-	1	-											
Ky.	12	12	-	1	6	13	-	-	-	-											
Tenn.	23	26	1	1	26	30	-	-	-	-											
Ala.	12	24	-	-	14	45	-	-	-	-											
Miss.	5	8	-	-	-	11	-	-	1	-											
W.S. CENTRAL	173	138	9	13	31	250	2	1	-	476											
Ark.	9	9	-	-	13	9	-	-	-	-											
La.	34	14	-	-	-	-	-	-	-	4											
Okla.	6	8	2	-	18	14	-	-	-	-											
Tex.	124	107	7	13	-	227	2	1	-	472											
MOUNTAIN	76	47	-	14	30	37	5	2	466	14											
Mont.	-	-	-	-	-	-	-	-	-	-											
Idaho	5	-	-	-	-	-	-	-	-	-											
Wyo.	1	-	-	-	-	1	-	-	11	2											
Colo.	-	8	-	2	2	17	-	2	306	-											
N. Mex.	20	10	-	4	-	-	-	-	14	-											
Ariz.	47	26	-	8	19	18	3	-	-	-											
Utah	1	1	-	-	9	1	1	-	135	12											
Nev.	2	2	-	-	-	-	1	-	-	-											
PACIFIC	152	279	-	11	72	76	12	17	-	-											
Wash.	11	10	-	-	37	33	1	-	-	-											
Oreg.	9	11	-	-	9	11	-	2	-	-											
Calif.	132	254	-	11	-	-	8	15	-	-											
Alaska	-	-	-	-	4	12	-	-	-	-											
Hawaii	-	4	-	-	22	20	3	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	20	26	-	1	-	11	-	-	39	80											
V.I.	-	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


