
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 23, 2012 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	11	11	95	205	210	21	27	171	196	942	4	2	12	33	63						
NEW ENGLAND	2	0	1	9	3	2	5	36	71	183	-	0	1	-	1						
Conn.	-	0	0	-	-	-	0	13	-	60	-	0	0	-	-						
Maine	1	0	1	2	1	-	1	3	20	7	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	18	-	83	-	0	0	-	-						
N.H.	-	0	0	-	1	-	0	5	13	9	-	0	0	-	1						
R.I.	1	0	1	7	1	2	0	15	33	24	-	0	1	-	-						
Vt.	-	0	0	-	-	-	0	2	5	-	-	0	0	-	-						
MID. ATLANTIC	1	1	13	14	29	17	9	44	93	79	-	0	4	3	5						
N.J.	-	0	9	-	21	-	1	8	-	34	-	0	2	-	3						
N.Y. (Upstate)	1	0	4	8	8	17	6	41	83	33	-	0	2	3	1						
N.Y. City	-	0	2	6	-	-	0	4	10	12	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	2	-	-	-	0	2	-	1						
E.N. CENTRAL	1	0	5	7	18	-	2	62	3	297	3	1	6	20	33						
Ill.	-	0	4	4	11	-	0	2	3	2	-	0	0	-	-						
Ind.	-	0	0	-	-	-	0	0	-	-	3	0	4	18	15						
Mich.	-	0	2	-	1	-	0	0	-	-	-	0	2	2	1						
Ohio	1	0	1	3	2	-	0	1	-	2	-	0	1	-	-						
Wis.	-	0	1	-	4	-	1	61	-	293	-	0	4	-	17						
W.N. CENTRAL	-	2	18	54	60	-	2	66	4	355	-	0	6	3	16						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	4	-	4	-	0	1	-	2	-	0	0	-	1						
Minn.	-	0	1	-	2	-	0	65	-	339	-	0	2	-	5						
Mo.	-	2	17	54	53	-	0	3	4	12	-	0	6	3	10						
Nebr.	-	0	1	-	-	-	0	0	-	1	-	0	1	-	-						
N. Dak.	N	0	0	N	N	N	0	3	N	N	N	0	0	N	N						
S. Dak.	-	0	0	-	1	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	5	4	35	75	70	2	1	6	14	22	1	0	2	5	2						
Del.	-	0	2	7	10	-	0	1	1	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	2	9	10	-	0	2	1	4	-	0	0	-	-						
Ga.	-	0	2	7	11	-	0	1	2	8	-	0	1	1	2						
Md.	-	0	4	7	10	-	0	2	-	2	-	0	1	1	-						
N.C.	-	0	18	12	6	-	0	6	3	5	-	0	1	-	-						
S.C.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
Va.	5	1	13	33	23	2	0	3	7	2	1	0	2	3	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	2	1	8	23	28	-	0	2	8	5	-	0	3	2	1						
Ala.	-	0	2	3	-	-	0	1	3	2	N	0	1	N	N						
Ky.	-	0	3	3	8	-	0	0	-	-	-	0	0	-	-						
Miss.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	-						
Tenn.	2	0	5	17	19	-	0	1	5	3	-	0	3	2	1						
W.S. CENTRAL	-	1	52	23	2	-	0	11	3	-	-	0	1	-	-						
Ark.	-	0	13	20	-	-	0	3	2	-	-	0	0	-	-						
La.	-	0	1	1	-	-	0	1	-	-	-	0	1	-	-						
Okla.	-	0	51	-	1	-	0	7	-	-	-	0	0	-	-						
Tex.	-	0	1	2	1	-	0	2	1	-	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	-	3						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	3						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	1	-	-	-	0	2	-	1	-	0	0	-	2						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	2						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	2	-	1	-	0	0	-	-						
Wash.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


