
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending September 11, 2010 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive †, All groups current week
Meningococcal diseases, invasive †, All groups previous 52 weeks median 
Meningococcal diseases, invasive †, All groups previous 52 weeks maximum 
Meningococcal diseases, invasive †, All groups cummulative for 2010
Meningococcal diseases, invasive †, All groups cummulative for 2009
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2010
Pertussis cummulative for 2009
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2010
Rabies, animal cummulative for 2009

tab delimited data:
test
UNITED STATES	4	16	43	529	679	199	291	1,756	11,466	10,947	31	72	145	2,457	3,744						
NEW ENGLAND	-	0	2	13	24	1	7	19	269	486	3	4	24	168	243						
Conn.	-	0	2	2	3	-	1	8	70	35	-	0	22	59	101						
Maine	-	0	1	3	3	-	0	5	26	71	1	1	4	44	39						
Mass.	-	0	1	3	12	-	4	10	135	283	-	0	0	-	-						
N.H.	-	0	1	-	1	-	0	3	9	62	-	0	5	11	25						
R.I.	-	0	0	-	4	1	0	8	21	26	-	0	2	14	35						
Vt.	-	0	1	5	1	-	0	3	8	9	2	1	5	40	43						
MID. ATLANTIC	-	1	4	44	76	21	21	63	862	841	12	17	41	747	433						
N.J.	-	0	2	9	13	-	3	8	68	172	-	0	0	-	-						
N.Y. (Upstate)	-	0	3	9	17	11	7	27	318	139	12	9	22	379	320						
N.Y. City	-	0	2	11	13	-	0	11	44	59	-	1	12	105	13						
Pa.	-	0	2	15	33	10	8	39	432	471	-	5	24	263	100						
E.N. CENTRAL	-	3	8	93	119	38	69	143	2,903	2,255	9	2	38	251	192						
Ill.	-	0	4	17	31	-	11	28	457	505	6	1	22	153	72						
Ind.	-	0	3	21	26	-	9	26	371	256	-	0	0	-	25						
Mich.	-	0	2	13	18	6	23	45	814	570	1	1	5	56	55						
Ohio	-	1	2	23	26	32	20	69	1,019	792	2	0	12	42	40						
Wis.	-	0	2	19	18	-	5	12	242	132	-	0	0	-	-						
W.N. CENTRAL	-	1	6	38	52	47	27	627	1,267	1,636	1	5	16	189	295						
Iowa	-	0	3	8	7	-	6	24	273	164	-	0	2	7	25						
Kans.	-	0	2	6	9	-	3	9	98	183	-	1	4	47	61						
Minn.	-	0	2	2	10	38	0	601	463	336	-	1	9	26	43						
Mo.	-	0	3	16	18	1	8	25	245	796	-	1	6	56	52						
Nebr.	-	0	2	5	5	8	2	10	131	111	1	1	4	43	68						
N. Dak.	-	0	1	1	1	-	0	30	32	17	-	0	7	10	4						
S. Dak.	-	0	2	-	2	-	1	5	25	29	-	0	2	-	42						
S. ATLANTIC	3	3	7	105	125	25	26	75	1,015	1,221	-	23	85	756	1,576						
Del.	-	0	1	1	2	-	0	4	9	10	-	0	0	-	-						
D.C.	-	0	0	-	-	-	0	1	4	4	-	0	0	-	-						
Fla.	3	1	5	48	40	11	5	28	230	399	-	0	72	72	161						
Ga.	-	0	2	9	24	-	3	16	145	187	-	0	13	-	297						
Md.	-	0	1	5	8	-	2	8	78	104	-	6	15	247	287						
N.C.	-	0	2	14	24	-	1	32	124	149	-	0	15	-	353						
S.C.	-	0	1	9	11	10	5	19	253	199	-	0	0	-	-						
Va.	-	0	2	17	11	3	5	15	136	145	-	10	26	384	393						
W. Va.	-	0	2	2	5	1	0	7	36	24	-	1	6	53	85						
E.S. CENTRAL	-	1	4	27	23	-	14	25	501	630	4	3	7	120	110						
Ala.	-	0	2	5	6	-	4	8	146	242	2	0	4	38	-						
Ky.	-	0	2	12	4	-	4	13	162	188	1	0	4	16	37						
Miss.	-	0	1	3	3	-	1	6	45	53	-	0	1	1	4						
Tenn.	-	0	2	7	10	-	4	10	148	147	1	2	4	65	69						
W.S. CENTRAL	1	1	9	59	62	29	58	753	1,948	2,265	2	1	40	60	621						
Ark.	-	0	2	5	5	1	4	29	118	265	-	0	10	20	28						
La.	-	0	4	12	13	-	1	4	22	129	-	0	0	-	-						
Okla.	-	0	7	14	6	8	0	41	39	37	2	0	30	40	21						
Tex.	1	0	7	28	38	20	50	681	1,769	1,834	-	0	30	-	572						
MOUNTAIN	-	1	6	42	50	11	21	41	760	701	-	1	8	46	80						
Ariz.	-	0	2	11	12	1	6	14	240	174	-	0	5	-	-						
Colo.	-	0	4	13	15	9	3	13	142	178	-	0	0	-	-						
Idaho	-	0	1	5	6	1	2	19	121	64	-	0	2	5	4						
Mont.	-	0	1	1	5	-	1	8	35	25	-	0	3	12	24						
Nev.	-	0	1	8	4	-	0	7	19	19	-	0	1	4	5						
N. Mex.	-	0	1	3	3	-	1	8	59	52	-	0	3	9	20						
Utah	-	0	1	1	1	-	4	10	138	167	-	0	2	2	8						
Wyo.	-	0	1	-	4	-	0	1	6	22	-	0	3	14	19						
PACIFIC	-	3	16	108	148	27	33	186	1,941	912	-	3	12	120	194						
Alaska	-	0	1	1	6	-	0	6	26	34	-	0	2	11	11						
Calif.	-	1	13	70	95	2	22	162	1,414	439	-	2	12	99	172						
Hawaii	-	0	1	1	5	-	0	6	29	30	-	0	0	-	-						
Oreg.	-	1	3	24	29	2	5	15	243	207	-	0	2	10	11						
Wash.	-	0	7	12	13	23	4	24	229	202	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	2	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	-	0	0	-	1	-	1	3	32	28						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


