
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 10, 2000 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	544	544	4,799	8,520	2,572	2,947	2	16	-	5	21	55									
NEW ENGLAND	36	41	109	95	30	67	-	-	-	-	-	9									
Maine	1	5	7	2	5	-	-	-	-	-	-	-									
N.H.	6	7	11	7	9	6	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	20	17	49	34	4	27	-	-	-	-	-	6									
R.I.	1	-	6	9	9	14	-	-	-	-	-	-									
Conn.	6	8	33	42	-	19	U	-	U	-	-	2									
MID. ATLANTIC	80	87	205	546	266	432	-	-	-	-	-	5									
Upstate N.Y.	36	32	99	108	58	90	-	-	-	-	-	2									
N.Y. City	18	30	106	142	177	130	-	-	-	-	-	3									
N.J.	20	23	-	71	31	65	-	-	-	-	-	-									
Pa.	6	2	-	225	-	147	-	-	-	-	-	-									
E.N. CENTRAL	70	85	599	1,471	292	269	1	4	-	-	4	1									
Ohio	28	32	135	337	56	43	-	2	-	-	2	-									
Ind.	10	12	25	53	26	23	-	-	-	-	-	1									
Ill.	27	34	212	295	46	-	1	1	-	-	1	-									
Mich.	5	7	214	744	163	182	-	1	-	-	1	-									
Wis.	-	-	13	42	1	21	-	-	-	-	-	-									
W.N. CENTRAL	31	22	551	344	243	131	1	3	-	-	3	-									
Minn.	16	12	120	33	16	19	1	1	-	-	1	-									
Iowa	-	1	45	71	20	22	-	1	-	-	1	-									
Mo.	5	2	262	199	163	75	-	-	-	-	-	-									
N. Dak.	1	-	-	1	2	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	1	-	-	-	-	-	-									
Nebr.	3	3	18	24	18	11	-	-	-	-	-	-									
Kans.	6	3	106	8	24	3	-	1	-	-	1	-									
S. ATLANTIC	149	120	574	777	512	447	-	-	-	-	-	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	34	30	74	151	61	82	-	-	-	-	-	-									
D.C.	-	3	7	33	14	11	-	-	-	-	-	-									
Va.	28	10	65	63	68	41	-	-	-	-	-	3									
W. Va.	5	4	38	15	5	11	-	-	-	-	-	-									
N.C.	13	21	85	57	123	100	-	-	-	-	-	-									
S.C.	7	2	22	17	3	37	-	-	-	-	-	-									
Ga.	42	31	80	229	84	52	-	-	-	-	-	-									
Fla.	20	19	203	210	154	113	U	-	U	-	-	1									
E.S. CENTRAL	28	39	203	209	192	201	-	-	-	-	-	2									
Ky.	11	5	21	39	39	16	-	-	-	-	-	2									
Tenn.	14	20	80	86	85	87	-	-	-	-	-	-									
Ala.	3	12	28	35	25	49	-	-	-	-	-	-									
Miss.	-	2	74	49	43	49	-	-	-	-	-	-									
W.S. CENTRAL	29	37	831	2,494	304	505	-	-	-	-	-	3									
Ark.	-	1	81	23	43	36	-	-	-	-	-	-									
La.	6	10	28	74	50	96	-	-	-	-	-	-									
Okla.	21	24	138	266	63	59	-	-	-	-	-	-									
Tex.	2	2	584	2,131	148	314	-	-	-	-	-	3									
MOUNTAIN	61	52	406	642	208	273	-	8	-	1	9	1									
Mont.	-	1	1	12	3	15	-	-	-	-	-	-									
Idaho	2	1	15	26	4	15	-	-	-	-	-	-									
Wyo.	-	1	6	4	1	5	-	-	-	-	-	-									
Colo.	11	7	81	116	45	40	-	1	-	1	2	-									
N. Mex.	13	11	38	22	50	89	-	-	-	-	-	-									
Ariz.	30	27	204	381	76	68	-	-	-	-	-	1									
Utah	4	2	30	23	12	14	U	3	U	-	3	-									
Nev.	1	2	31	58	17	27	-	4	-	-	4	-									
PACIFIC	60	61	1,321	1,942	525	622	-	1	-	4	5	30									
Wash.	3	1	129	129	28	30	-	-	-	-	-	5									
Oreg.	18	22	106	133	42	54	-	-	-	-	-	10									
Calif.	24	31	1,080	1,666	446	522	-	-	-	3	3	15									
Alaska	2	5	6	4	4	10	-	1	-	-	1	-									
Hawaii	13	2	-	10	5	6	-	-	-	1	1	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	-	1	51	134	41	123	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


