
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 1996 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	4,357	10,759	22,189	86	20	39,244	60,560	463	594	96	157										
NEW ENGLAND	208	510	1,494	13	3	957	910	7	8	4	-										
Maine	7	15	-	2	-	3	8	-	-	1	-										
N.H.	3	12	98	1	1	18	17	-	1	-	-										
Vt.	-	1	-	3	2	15	4	3	-	-	-										
Mass.	135	285	1,045	4	-	362	512	4	7	2	-										
R.I.	9	28	351	2	-	82	92	-	-	1	-										
Conn.	54	169	-	1	-	477	277	-	-	N	N										
MID. ATLANTIC	1,235	2,832	1,124	11	3	2,875	6,578	29	49	15	18										
Upstate N.Y.	158	248	N	7	3	-	1,013	25	20	4	3										
N.Y. City	696	1,571	-	-	-	713	2,124	1	1	-	1										
N.J.	244	626	1,124	2	-	481	739	-	21	2	5										
Pa.	137	387	-	N	-	1,681	2,702	3	7	9	9										
E.N. CENTRAL	419	981	5,940	11	2	7,119	12,857	55	51	37	58										
Ohio	143	125	907	8	-	566	4,460	2	1	17	24										
Ind.	50	80	1,304	2	-	1,132	1,228	-	-	8	7										
Ill.	156	531	-	1	1	2,783	2,990	1	18	-	12										
Mich.	37	216	3,392	-	1	2,355	3,102	52	32	12	7										
Wis.	33	29	337	N	-	283	1,077	-	-	-	8										
W.N. CENTRAL	145	235	2,322	10	6	1,917	3,279	57	13	6	16										
Minn.	20	64	-	1	4	-	492	-	-	-	-										
Iowa	17	14	183	2	1	83	220	34	2	1	2										
Mo.	53	98	1,585	1	-	1,357	1,854	23	7	1	14										
N. Dak.	-	-	-	1	1	-	5	-	-	-	-										
S. Dak.	2	-	166	-	-	24	28	-	1	1	-										
Nebr.	15	20	388	1	-	57	173	-	1	3	-										
Kans.	38	39	-	4	-	396	507	-	2	-	-										
S. ATLANTIC	880	2,666	6,779	9	-	16,038	18,347	19	48	10	32										
Del.	32	69	-	-	-	227	322	-	-	-	-										
Md.	69	348	723	N	-	2,126	2,543	-	2	1	8										
D.C.	64	140	N	-	-	700	972	-	-	1	1										
Va.	36	233	1,631	N	-	1,192	1,686	1	-	2	-										
W. Va.	7	13	-	N	-	95	106	4	14	1	3										
N.C.	1	160	-	4	-	3,136	4,227	6	12	3	7										
S.C.	13	165	-	1	-	2,037	1,951	1	1	1	3										
Ga.	215	383	1,165	1	-	3,620	3,297	-	6	-	4										
Fla.	443	1,155	3,260	-	-	2,905	3,243	7	13	1	6										
E.S. CENTRAL	152	381	1,121	5	-	4,074	7,225	66	263	9	7										
Ky.	43	38	-	-	-	637	808	1	2	2	2										
Tenn.	56	167	1,101	N	-	1,201	1,807	65	260	3	3										
Ala.	35	103	-	1	-	2,109	3,150	-	1	-	1										
Miss.	18	73	20	2	-	127	1,460	-	-	4	1										
W.S. CENTRAL	495	904	990	3	1	2,432	4,500	49	12	-	3										
Ark.	19	45	-	2	-	438	560	-	-	-	-										
La.	113	168	-	N	1	1,322	1,975	8	3	-	1										
Okla.	1	57	990	1	-	672	58	32	7	-	2										
Tex.	362	634	-	-	-	-	1,907	9	2	-	-										
MOUNTAIN	120	408	757	8	1	986	1,442	111	57	5	18										
Mont.	2	7	-	-	-	2	19	3	2	-	1										
Idaho	1	15	229	2	-	12	26	43	8	-	1										
Wyo.	-	4	102	-	-	6	8	29	22	-	-										
Colo.	54	187	-	3	1	304	467	4	15	4	10										
N. Mex.	8	34	-	-	-	146	194	20	5	-	1										
Ariz.	37	88	-	N	-	385	448	8	2	-	1										
Utah	17	5	68	2	-	26	31	4	3	-	2										
Nev.	1	68	358	1	-	105	249	-	-	1	2										
PACIFIC	703	1,842	1,662	16	4	2,846	5,422	70	93	10	5										
Wash.	65	145	1,470	3	4	394	408	11	11	-	-										
Oreg.	48	59	-	5	-	46	60	2	5	-	-										
Calif.	580	1,547	-	6	-	2,280	4,700	31	69	10	3										
Alaska	3	29	N	-	-	66	156	-	-	-	-										
Hawaii	7	62	192	N	-	60	98	25	8	-	2										
Guam	-	-	-	N	-	-	12	-	-	-	-										
P.R.	255	494	N	N	U	28	75	8	12	-	-										
V.I.	1	-	N	N	U	-	3	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	6	-	-	-	-										
C.N.M.I.	-	-	N	N	U	-	4	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


