
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 23, 2010 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	8	36	57	37	85	20	61	89	71	191	4	17	36	18	51						
NEW ENGLAND	-	2	5	2	3	-	1	3	2	3	-	1	5	3	5						
Conn.	-	0	2	2	-	-	0	3	2	2	-	1	4	3	4						
Maine	-	0	1	-	-	-	0	2	-	-	-	0	2	-	-						
Mass.	-	1	4	-	3	-	0	2	-	1	-	0	2	-	-						
N.H.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	1						
MID. ATLANTIC	1	5	10	6	13	1	5	16	3	17	1	2	7	2	6						
N.J.	-	1	5	-	4	-	1	6	-	5	-	0	1	-	1						
N.Y. (Upstate)	-	1	3	-	2	1	1	4	1	5	1	1	4	2	1						
N.Y. City	-	2	5	3	4	-	1	5	1	3	-	0	0	-	-						
Pa.	1	1	6	3	3	-	2	8	1	4	-	0	4	-	4						
E.N. CENTRAL	-	4	19	5	23	4	7	15	7	46	1	3	14	4	16						
Ill.	-	2	13	-	10	-	1	7	-	5	-	0	1	-	2						
Ind.	-	0	4	-	2	-	1	5	-	6	-	0	4	-	-						
Mich.	-	1	4	2	5	-	2	6	1	11	1	3	12	4	9						
Ohio	-	0	3	2	5	4	1	5	6	23	-	0	5	-	4						
Wis.	-	0	4	1	1	-	0	4	-	1	-	0	2	-	1						
W.N. CENTRAL	-	2	7	1	4	2	3	8	4	11	-	0	4	-	-						
Iowa	-	0	3	-	-	-	0	3	-	3	-	0	4	-	-						
Kans.	-	0	2	-	-	-	0	2	-	-	-	0	1	-	-						
Minn.	-	0	4	-	-	-	0	4	-	-	-	0	2	-	-						
Mo.	-	0	3	1	4	2	1	5	3	6	-	0	1	-	-						
Nebr.	-	0	3	-	-	-	0	2	1	2	-	0	1	-	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	2	8	14	8	18	8	16	32	28	46	-	3	12	1	4						
Del.	-	0	1	-	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	-	3	9	3	10	6	5	13	19	13	-	1	4	-	1						
Ga.	1	1	3	1	3	2	3	7	8	18	-	0	3	-	1						
Md.	1	0	3	1	5	-	1	5	-	4	-	1	3	1	2						
N.C.	-	0	7	-	-	-	0	19	-	7	-	0	10	-	-						
S.C.	-	1	4	3	-	-	1	4	-	-	-	0	1	-	-						
Va.	-	1	3	-	-	-	1	6	1	3	-	0	2	-	-						
W. Va.	-	0	2	-	-	-	0	19	-	1	-	0	2	-	-						
E.S. CENTRAL	-	1	3	1	4	4	7	11	15	22	1	1	5	2	12						
Ala.	-	0	2	1	1	-	1	7	4	5	-	0	2	-	-						
Ky.	-	0	2	-	-	2	2	6	8	6	1	1	5	2	7						
Miss.	-	0	1	-	2	-	1	2	-	1	-	0	0	-	-						
Tenn.	-	0	2	-	1	2	2	5	3	10	-	0	3	-	5						
W.S. CENTRAL	1	3	12	2	2	-	10	18	5	17	1	1	4	2	-						
Ark.	-	0	1	-	-	-	1	4	-	-	-	0	1	-	-						
La.	-	0	1	-	1	-	0	4	-	6	-	0	1	-	-						
Okla.	-	0	3	-	-	-	2	8	1	3	-	0	4	-	-						
Tex.	1	3	12	2	1	-	6	12	4	8	1	0	3	2	-						
MOUNTAIN	2	3	8	9	7	-	2	6	4	8	-	1	4	1	4						
Ariz.	-	1	5	6	4	-	0	3	-	4	-	0	0	-	-						
Colo.	2	1	5	2	2	-	0	2	-	2	-	0	3	-	2						
Idaho	-	0	1	1	-	-	0	2	-	-	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	2	-	-	-	0	3	4	-	-	0	1	-	-						
N. Mex.	-	0	1	-	-	-	0	2	-	1	-	0	2	-	2						
Utah	-	0	2	-	1	-	0	1	-	1	-	0	2	1	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	2	5	17	3	11	1	5	15	3	21	-	1	4	3	4						
Alaska	-	0	1	-	-	-	0	1	1	-	-	0	2	-	-						
Calif.	2	5	16	3	10	1	4	10	2	19	-	1	4	2	1						
Hawaii	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
Oreg.	-	0	2	-	-	-	1	4	-	2	-	0	3	1	2						
Wash.	-	1	3	-	-	-	0	7	-	-	-	0	3	-	1						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	2	-	0	5	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


