
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 15, 2008 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	62	91	183	1,098	1,230	16	34	143	333	407											
NEW ENGLAND	-	4	28	17	79	-	1	4	5	39											
Conn.	-	0	22	-	2	-	0	1	-	7											
Maine	-	0	3	8	7	-	0	1	1	-											
Mass.	-	1	12	-	55	-	1	4	-	29											
N.H.	-	0	4	5	7	-	0	1	4	-											
R.I.	-	0	1	-	-	-	0	1	-	2											
Vt.	-	0	2	4	8	-	0	1	-	1											
MID. ATLANTIC	11	16	40	202	258	2	6	38	47	55											
N.J.	-	2	11	12	54	-	1	6	9	13											
N.Y. (Upstate)	7	6	20	91	63	2	2	14	24	29											
N.Y. City	-	3	13	26	65	-	2	35	14	13											
Pa.	4	4	11	73	76	N	0	0	N	N											
E.N. CENTRAL	6	16	55	255	245	4	5	19	71	60											
Ill.	-	4	10	48	89	-	1	6	16	11											
Ind.	-	2	10	32	20	-	0	11	7	3											
Mich.	1	3	10	42	54	-	1	5	15	24											
Ohio	5	4	14	76	71	1	1	5	15	18											
Wis.	-	0	38	57	11	3	0	9	18	4											
W.N. CENTRAL	1	5	33	76	74	-	3	21	28	20											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	8	10	-	0	1	2	-											
Minn.	-	0	20	20	29	-	1	20	8	7											
Mo.	-	2	10	28	25	-	0	2	13	10											
Nebr.	-	0	3	11	3	-	0	3	2	2											
N. Dak.	1	0	3	4	5	-	0	0	-	1											
S. Dak.	-	0	2	5	2	-	0	1	3	-											
S. ATLANTIC	27	23	49	258	261	3	5	10	48	85											
Del.	-	0	2	5	1	-	0	0	-	-											
D.C.	-	0	3	-	4	-	0	0	-	-											
Fla.	3	6	16	69	51	1	1	4	14	13											
Ga.	2	4	12	54	59	-	0	4	-	26											
Md.	9	4	9	57	50	1	1	5	18	23											
N.C.	9	2	22	28	30	-	0	0	-	-											
S.C.	1	1	7	14	24	1	1	4	13	8											
Va.	3	2	12	27	39	-	0	3	3	14											
W. Va.	-	0	3	4	3	-	0	1	-	1											
E.S. CENTRAL	-	4	13	36	55	-	2	11	21	23											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	8	15	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	5	2											
Tenn.	-	3	13	28	40	-	2	9	16	21											
W.S. CENTRAL	8	7	64	83	71	3	5	59	46	57											
Ark.	-	0	1	1	8	-	0	2	3	4											
La.	-	0	2	1	8	-	0	3	-	15											
Okla.	4	1	9	35	24	2	1	5	22	14											
Tex.	4	5	55	46	31	1	3	54	21	24											
MOUNTAIN	7	10	21	140	160	4	4	12	57	58											
Ariz.	2	4	9	55	57	2	2	8	38	30											
Colo.	5	2	9	34	39	1	1	4	9	12											
Idaho	-	0	2	6	5	-	0	1	1	-											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	2	2	-	0	1	1	-											
N. Mex.	-	2	5	31	27	1	0	4	7	13											
Utah	-	1	6	12	28	-	0	2	1	3											
Wyo.	-	0	1	-	2	-	0	0	-	-											
PACIFIC	2	3	7	31	27	-	0	4	10	10											
Alaska	1	0	3	9	3	-	0	4	10	6											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	1	2	5	22	24	-	0	1	-	4											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	4	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


