
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 27, 2009 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2009
Lyme disease cummulative for 2008
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2009
Malaria cummulative for 2008
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2009
Meningococcal diseases, invasive †, all serogroups cummulative for 2008

tab delimited data:
test
UNITED STATES	232	461	1,915	4,433	8,417	9	23	46	410	434	9	17	48	465	692						
NEW ENGLAND	40	69	837	539	3,306	3	1	5	13	22	-	0	4	15	18						
Conn.	-	15	264	-	1,376	3	0	4	4	5	-	0	1	1	1						
Maine	36	5	73	122	68	-	0	1	1	1	-	0	1	2	3						
Mass.	-	17	403	117	1,324	-	0	4	6	11	-	0	3	9	13						
N.H.	-	13	145	217	400	-	0	1	1	2	-	0	1	1	1						
R.I.	-	0	78	13	105	-	0	1	-	1	-	0	1	1	-						
Vt.	4	5	41	70	33	-	0	1	1	2	-	0	1	1	-						
MID. ATLANTIC	142	206	1,401	2,549	3,095	1	5	17	95	111	-	2	5	49	75						
N.J.	-	30	231	509	1,469	-	0	4	-	19	-	0	1	2	10						
N.Y. (Upstate)	142	87	1,368	970	641	1	0	10	20	13	-	0	2	11	19						
N.Y. City	-	5	54	-	172	-	3	11	58	63	-	0	2	9	13						
Pa.	-	51	338	1,070	813	-	1	3	17	16	-	1	4	27	33						
E.N. CENTRAL	1	9	205	102	563	-	3	6	53	74	2	3	8	80	116						
Ill.	-	0	13	4	36	-	1	5	20	35	-	1	6	17	42						
Ind.	-	0	8	9	2	-	0	1	7	3	-	0	4	20	16						
Mich.	1	1	10	12	3	-	0	3	9	9	2	0	3	14	15						
Ohio	-	0	6	8	8	-	0	2	14	18	-	0	3	23	27						
Wis.	-	9	187	69	514	-	0	2	3	9	-	0	1	6	16						
W.N. CENTRAL	-	7	336	66	139	-	1	10	25	21	1	1	9	39	63						
Iowa	-	1	9	24	50	-	0	3	5	2	-	0	1	4	11						
Kans.	-	0	4	8	4	-	0	2	2	3	1	0	2	8	3						
Minn.	-	2	326	28	81	-	0	8	10	6	-	0	4	8	18						
Mo.	-	0	1	2	1	-	0	2	5	5	-	0	2	13	20						
Nebr.	-	0	2	3	2	-	0	1	2	5	-	0	1	4	9						
N. Dak.	-	0	10	-	-	-	0	0	-	-	-	0	3	-	1						
S. Dak.	-	0	1	1	1	-	0	1	1	-	-	0	1	2	1						
S. ATLANTIC	45	63	223	1,061	1,206	4	6	16	146	109	2	3	9	89	93						
