
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending December 18, 2004 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis cummulative for 2004
Salmonellosis cummulative for 2003
Shigellosis cummulative for 2004
Shigellosis cummulative for 2003
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcal Disease, Invasive, Group A cummulative for 2003
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2004
Streptococcus pneumoniae, Drug Resistant, Invasive, All Ages cummulative for 2003
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2004
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2003

tab delimited data:
test
UNITED STATES	38,894	41,402	12,112	22,289	4,268	5,384	2,015	1,929	701	723											
NEW ENGLAND	1,963	2,043	281	333	169	440	70	100	71	9											
Maine	90	137	9	7	11	29	2	-	3	-											
N.H.	135	138	9	9	19	29	-	-	N	N											
Vt.	60	72	4	8	9	19	12	7	3	5											
Mass.	1,107	1,195	171	225	109	194	37	N	56	N											
R.I.	135	122	20	19	21	16	19	10	9	4											
Conn.	436	379	68	65	-	153	-	83	U	U											
MID. ATLANTIC	5,299	4,758	1,104	2,311	679	908	134	130	120	104											
Upstate N.Y.	1,212	1,129	401	573	222	339	56	70	85	73											
N.Y. City	1,173	1,282	375	411	103	141	U	U	U	U											
N.J.	948	839	228	352	147	171	-	-	7	4											
Pa.	1,966	1,508	100	975	207	257	78	60	28	27											
E.N. CENTRAL	4,675	5,395	1,070	1,810	798	1,240	475	421	171	313											
Ohio	1,200	1,287	169	293	215	281	329	275	81	98											
Ind.	613	531	215	177	94	117	146	146	42	30											
Ill.	1,278	1,898	313	977	165	330	-	-	9	127											
Mich.	774	767	205	232	270	346	N	N	N	N											
Wis.	810	912	168	131	54	166	N	N	39	58											
W.N. CENTRAL	2,339	2,391	439	766	286	322	23	19	102	76											
Minn.	603	546	63	98	138	153	-	-	67	54											
Iowa	409	380	63	85	N	N	N	N	N	N											
Mo.	604	860	177	353	58	76	18	15	14	3											
N. Dak.	42	37	3	10	15	17	-	3	4	7											
S. Dak.	130	119	13	17	20	22	5	1	-	-											
Nebr.	178	163	40	87	14	25	-	-	7	5											
Kans.	373	286	80	116	41	29	N	N	10	7											
S. ATLANTIC	10,731	10,682	2,567	6,572	831	882	976	1,026	60	18											
Del.	101	100	9	163	3	6	4	1	N	N											
Md.	794	825	147	564	179	221	-	25	44	-											
D.C.	62	49	40	73	10	9	8	1	3	7											
Va.	1,135	1,049	163	425	69	97	N	N	N	N											
W. Va.	223	124	9	-	25	36	106	80	13	11											
N.C.	1,632	1,351	372	971	124	102	N	N	U	U											
S.C.	858	800	300	510	38	39	71	141	N	N											
Ga.	1,829	1,999	605	1,138	166	174	241	228	N	N											
Fla.	4,097	4,385	922	2,728	217	198	546	550	N	N											
E.S. CENTRAL	2,435	2,855	758	1,000	190	195	124	142	6	-											
Ky.	340	384	74	127	58	47	30	21	N	N											
Tenn.	523	733	327	374	132	148	93	121	N	N											
Ala.	728	756	309	328	-	-	-	-	N	N											
Miss.	844	982	48	171	-	-	1	-	6	-											
W.S. CENTRAL	3,954	5,880	3,232	5,670	279	285	69	77	127	133											
Ark.	565	787	77	103	17	6	10	22	8	8											
La.	804	854	272	440	3	2	59	55	26	28											
Okla.	381	451	468	831	61	88	N	N	43	63											
Tex.	2,204	3,788	2,415	4,296	198	189	N	N	50	34											
MOUNTAIN	2,315	2,194	822	1,244	504	503	43	10	42	70											
Mont.	183	110	4	2	-	1	-	-	-	-											
Idaho	145	171	13	35	9	19	N	N	N	N											
Wyo.	53	75	6	8	10	2	11	9	-	-											
Colo.	520	479	153	322	132	137	-	-	39	53											
N. Mex.	261	286	122	262	82	116	5	-	-	12											
Ariz.	737	688	412	501	224	193	N	N	N	N											
Utah	237	214	49	48	43	33	25	1	3	5											
Nev.	179	171	63	66	4	2	2	-	-	-											
PACIFIC	5,183	5,204	1,839	2,583	532	609	101	4	2	-											
Wash.	561	583	108	166	53	74	-	-	N	N											
Oreg.	394	417	80	209	N	N	N	N	N	N											
Calif.	3,813	3,889	1,600	2,151	348	403	N	N	N	N											
Alaska	60	94	6	11	-	-	-	-	N	N											
Hawaii	355	221	45	46	131	132	101	4	2	-											
Guam	26	43	33	41	-	-	-	-	-	-											
P.R.	302	715	11	27	N	N	N	N	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	3	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


