
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 15, 2006 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	271	319	1,029	7,378	8,699	3,875	6,470	14,136	164,124	171,888	33	37	142	1,070	1,371						
NEW ENGLAND	33	25	75	564	780	150	101	288	2,846	3,235	2	2	19	79	98						
Conn.	21	0	37	140	176	91	42	241	1,096	1,378	2	0	9	23	29						
Maine	-	3	11	48	95	-	2	6	58	71	-	0	2	8	7						
Mass.	4	11	34	249	333	50	46	75	1,293	1,403	-	1	4	36	46						
N.H.	-	0	3	10	40	6	4	9	120	86	-	0	1	2	5						
R.I.	3	0	25	45	55	-	8	19	250	268	-	0	7	2	7						
Vt.	5	3	9	72	81	3	1	4	29	29	-	0	2	8	4						
MID. ATLANTIC	34	60	254	1,277	1,599	457	647	1,014	15,852	17,345	7	7	30	203	256						
N.J.	-	7	18	97	214	25	107	150	2,594	2,953	-	2	4	26	46						
N.Y. (Upstate)	24	23	227	543	539	167	125	455	3,240	3,413	6	2	27	75	77						
N.Y. City	-	15	32	311	451	62	173	402	4,336	5,234	-	1	4	16	45						
Pa.	10	15	29	326	395	203	212	391	5,682	5,745	1	3	8	86	88						
E.N. CENTRAL	13	51	110	1,084	1,507	208	1,281	7,047	30,521	33,646	-	5	14	146	239						
Ill.	-	11	32	195	380	-	377	567	9,139	10,350	-	1	6	32	76						
Ind.	N	0	0	N	N	54	155	228	3,691	4,265	-	1	7	37	42						
Mich.	3	14	29	316	365	144	235	5,880	6,819	5,285	-	0	3	14	13						
Ohio	10	16	34	360	326	10	391	681	7,759	10,807	-	1	6	48	81						
Wis.	-	12	40	213	436	-	123	172	3,113	2,939	-	0	4	15	27						
W.N. CENTRAL	70	35	260	924	988	189	359	461	9,167	9,801	5	2	15	68	63						
Iowa	1	5	14	117	127	-	32	54	823	810	-	0	0	-	-						
Kans.	4	3	9	83	96	75	47	124	1,192	1,350	-	0	3	12	6						
Minn.	59	4	238	403	451	5	63	101	1,417	1,839	5	0	9	32	25						
Mo.	6	10	32	241	201	82	180	240	4,818	4,901	-	0	7	18	22						
Nebr.	-	2	6	43	60	18	21	56	657	653	-	0	2	5	9						
N. Dak.	-	0	7	5	4	-	3	8	61	47	-	0	3	1	1						
S. Dak.	-	1	7	32	49	9	6	13	199	201	-	0	0	-	-						
S. ATLANTIC	61	50	95	1,136	1,306	1,165	1,471	2,334	39,538	40,715	15	9	24	298	331						
Del.	-	1	3	15	30	34	25	44	789	420	-	0	1	1	-						
D.C.	-	1	5	36	22	17	36	66	836	1,073	-	0	1	2	4						
Fla.	37	18	39	496	452	356	418	531	11,801	10,304	3	3	9	99	81						
Ga.	6	12	26	211	359	13	291	1,014	6,081	7,404	-	2	6	48	73						
Md.	3	4	10	89	92	109	129	231	3,589	3,556	1	1	5	36	44						
N.C.	N	0	0	N	N	317	279	766	8,554	8,563	8	0	9	37	56						
S.C.	-	1	7	54	70	195	125	748	4,050	4,666	1	1	3	23	21						
Va.	15	9	50	223	265	116	139	288	3,384	4,362	2	1	8	41	33						
W. Va.	-	0	6	12	16	8	16	42	454	367	-	0	4	11	19						
E.S. CENTRAL	1	8	18	193	187	499	547	724	15,295	14,351	-	2	6	63	76						
Ala.	1	4	14	95	83	-	179	327	4,796	4,501	-	0	4	17	15						
Ky.	N	0	0	N	N	82	55	132	1,783	1,690	-	0	1	2	9						
Miss.	-	0	0	-	-	222	139	203	3,692	3,730	-	0	1	3	-						
Tenn.	-	4	12	98	104	195	182	279	5,024	4,430	-	1	4	41	52						
W.S. CENTRAL	7	4	31	95	124	574	890	1,430	24,242	24,172	2	1	15	39	82						
Ark.	5	2	6	42	40	117	80	186	2,158	2,433	1	0	2	5	7						
La.	-	0	5	-	23	111	171	461	5,096	5,541	-	0	2	-	31						
Okla.	2	2	24	53	61	69	86	764	2,272	2,344	1	1	14	34	41						
Tex.	N	0	0	N	N	277	531	733	14,716	13,854	-	0	1	-	3						
MOUNTAIN	12	30	57	630	637	156	220	552	5,441	7,220	1	3	8	111	150						
Ariz.	-	2	36	33	74	137	90	201	2,288	2,652	-	1	7	42	78						
Colo.	-	9	33	220	221	-	52	90	879	1,671	-	1	4	34	31						
Idaho	3	3	11	79	64	-	3	10	99	55	-	0	1	3	3						
Mont.	1	2	7	34	21	16	2	14	94	73	-	0	0	-	-						
Nev.	-	2	6	29	45	3	32	194	693	1,533	-	0	1	-	13						
N. Mex.	-	1	6	23	36	-	30	64	901	841	-	0	4	17	16						
Utah	8	7	19	202	163	-	16	23	419	360	1	0	4	14	5						
Wyo.	-	0	3	10	13	-	2	6	68	35	-	0	2	1	4						
PACIFIC	40	61	202	1,475	1,571	477	806	961	21,222	21,403	1	2	20	63	76						
Alaska	1	1	7	23	46	9	11	23	291	308	1	0	19	6	5						
Calif.	32	43	105	1,079	1,186	356	670	830	17,431	17,798	-	0	9	15	30						
Hawaii	1	1	3	30	36	-	19	36	484	532	-	0	1	9	7						
Oreg.	-	8	21	180	173	-	28	58	693	840	-	0	6	31	34						
Wash.	6	8	90	163	130	112	74	142	2,323	1,925	-	0	4	2	-						
Amer. Samoa	U	0	0	U	U	U	0	2	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	3	-	3	-	1	15	-	58	-	0	2	-	2						
P.R.	-	3	20	20	96	-	5	16	127	219	-	0	1	-	2						
