
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 3, 2009 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	85	280	1,697	10,255	7,144	43	68	139	2,821	3,316	2	29	179	1,142	1,849						
NEW ENGLAND	-	15	27	487	773	-	7	16	245	312	-	0	2	9	4						
Conn.	-	0	4	31	43	-	2	10	101	152	-	0	0	-	-						
Maine	-	1	10	69	27	-	1	4	40	43	-	0	2	4	1						
Mass.	-	8	21	289	602	-	0	0	-	-	-	0	1	4	1						
N.H.	-	1	7	64	23	-	0	7	24	31	-	0	0	-	1						
R.I.	-	0	7	26	67	-	1	6	42	28	-	0	2	-	1						
Vt.	-	0	1	8	11	-	1	4	38	58	-	0	1	1	-						
MID. ATLANTIC	17	24	64	845	830	9	14	23	478	729	-	1	29	58	109						
N.J.	-	4	12	138	169	-	0	0	-	-	-	0	2	-	75						
N.Y. (Upstate)	13	5	41	170	321	9	8	22	359	393	-	0	29	11	12						
N.Y. City	3	0	21	60	51	-	0	2	1	15	-	0	4	25	11						
Pa.	1	13	33	477	289	-	4	17	118	321	-	0	2	22	11						
E.N. CENTRAL	25	57	238	2,252	1,165	4	3	19	210	219	-	1	6	69	135						
Ill.	-	14	45	471	258	1	1	9	83	88	-	1	6	40	100						
Ind.	-	5	158	206	47	-	0	6	21	7	-	0	3	10	6						
Mich.	9	11	32	580	196	1	1	6	61	69	-	0	2	5	3						
Ohio	16	22	57	885	546	2	0	5	45	55	-	0	4	14	26						
Wis.	-	3	12	110	118	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	9	36	872	1,365	584	8	5	17	225	249	-	4	26	277	397						
Iowa	-	6	21	145	95	-	0	5	24	18	-	0	2	5	8						
Kans.	-	4	12	142	44	-	1	6	60	55	-	0	1	2	-						
Minn.	-	0	808	165	161	4	0	11	50	44	-	0	1	2	-						
Mo.	6	20	51	752	189	4	1	5	60	57	-	4	25	257	368						
Nebr.	3	3	32	117	69	-	0	1	-	32	-	0	2	11	18						
N. Dak.	-	0	24	17	1	-	0	9	4	24	-	0	1	-	-						
S. Dak.	-	0	10	27	25	-	0	4	27	19	-	0	0	-	3						
S. ATLANTIC	18	29	71	1,252	706	9	24	111	1,253	1,339	1	12	40	394	656						
Del.	-	0	2	10	13	-	0	0	-	-	-	0	3	16	27						
D.C.	-	0	2	2	4	-	0	0	-	-	-	0	0	-	6						
Fla.	10	9	32	442	214	-	0	95	133	138	-	0	2	6	10						
Ga.	-	3	11	148	70	-	0	72	334	304	-	0	7	40	73						
Md.	4	2	8	86	109	8	7	15	296	344	-	1	3	27	72						
N.C.	-	0	65	213	79	N	2	4	N	N	1	6	36	238	309						
S.C.	3	4	17	185	93	-	0	0	-	-	-	0	9	16	36						
Va.	-	3	24	141	116	-	10	23	399	483	-	1	9	47	115						
W. Va.	1	0	5	25	8	1	2	6	91	70	-	0	1	4	8						
