
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 5, 2007 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	11,755	19,886	23,844	320,483	346,801	85	151	649	2,748	2,944	21	69	302	788	880						
NEW ENGLAND	495	671	1,150	11,142	10,667	-	0	0	-	-	-	3	22	36	74						
Conn.	62	198	616	2,665	2,567	N	0	0	N	N	-	0	10	10	38						
Maine	36	47	74	870	728	-	0	0	-	-	-	0	6	7	9						
Mass.	296	302	604	5,494	5,130	-	0	0	-	-	-	0	14	-	22						
N.H.	22	38	69	655	639	-	0	0	-	-	-	1	5	8	3						
R.I.	79	63	108	1,169	1,161	-	0	0	-	-	-	0	5	5	-						
Vt.	-	20	45	289	442	N	0	0	N	N	-	1	4	6	2						
MID. ATLANTIC	1,855	2,583	4,164	46,820	42,512	-	0	0	-	-	1	11	33	93	145						
N.J.	-	382	541	5,132	6,715	N	0	0	N	N	-	0	1	-	9						
N.Y. (Upstate)	556	509	2,745	8,544	7,583	N	0	0	N	N	1	3	13	34	31						
N.Y. City	815	753	1,526	15,045	14,522	N	0	0	N	N	-	2	12	16	35						
Pa.	484	819	1,264	18,099	13,692	N	0	0	N	N	-	4	18	43	70						
E.N. CENTRAL	1,579	3,221	6,123	56,071	59,192	-	1	3	10	15	5	15	110	183	195						
Ill.	618	997	1,263	15,187	19,109	-	0	0	-	-	-	2	22	17	24						
Ind.	-	376	641	6,874	7,241	-	0	0	-	-	-	1	18	15	12						
Mich.	412	765	1,225	12,558	9,930	-	1	3	8	11	1	2	10	43	32						
Ohio	439	643	3,646	15,222	15,387	-	0	2	2	4	4	5	33	64	70						
Wis.	110	376	528	6,230	7,525	N	0	0	N	N	-	4	53	44	57						
W.N. CENTRAL	475	1,192	1,445	17,096	21,359	-	0	54	3	-	8	12	77	122	134						
Iowa	113	160	239	2,883	2,973	N	0	0	N	N	-	2	28	21	12						
Kans.	180	149	266	2,832	2,809	N	0	0	N	N	5	1	8	18	18						
Minn.	-	241	314	3,117	4,561	-	0	54	-	-	-	2	25	31	55						
Mo.	-	440	628	5,220	7,671	-	0	1	3	-	2	2	21	24	26						
Nebr.	141	104	180	1,772	1,756	N	0	0	N	N	-	1	16	6	10						
N. Dak.	-	28	64	418	671	N	0	0	N	N	-	0	1	1	1						
S. Dak.	41	50	84	854	918	N	0	0	N	N	1	1	7	21	12						
S. ATLANTIC	2,592	3,595	6,740	50,155	66,250	-	0	1	1	2	4	17	68	213	204						
Del.	94	69	111	1,229	1,247	N	0	0	N	N	-	0	3	2	-						
D.C.	96	73	161	1,841	1,033	-	0	0	-	-	-	0	2	3	5						
Fla.	-	932	1,187	3,300	16,328	N	0	0	N	N	3	8	32	103	87						
Ga.	-	700	3,648	7,608	11,666	N	0	0	N	N	-	5	12	52	59						
Md.	348	339	779	6,064	6,166	-	0	1	1	2	1	0	2	10	6						
N.C.	1,033	624	1,772	10,436	12,883	-	0	0	-	-	-	1	11	13	25						
S.C.	470	402	2,105	10,184	7,776	N	0	0	N	N	-	1	14	13	7						
Va.	510	473	685	8,655	8,122	N	0	0	N	N	-	1	5	15	13						
W. Va.	41	54	80	838	1,029	N	0	0	N	N	-	0	3	2	2						
E.S. CENTRAL	889	1,489	2,095	27,026	26,539	-	0	0	-	-	1	3	14	42	28						
Ala.	22	419	539	6,366	8,609	N	0	0	N	N	-	0	11	12	8						
Ky.	206	126	691	2,618	3,502	N	0	0	N	N	1	1	3	16	10						
Miss.	178	410	959	7,970	5,697	N	0	0	N	N	-	0	8	8	2						
Tenn.	483	530	703	10,072	8,731	N	0	0	N	N	-	1	5	6	8						
W.S. CENTRAL	1,560	2,175	3,027	37,659	38,728	-	0	1	-	-	-	5	45	32	43						
Ark.	205	162	337	3,049	2,822	N	0	0	N	N	-	0	2	2	5						
La.	-	315	610	5,125	5,986	-	0	1	-	-	-	1	9	14	-						
Okla.	243	264	472	4,472	3,662	N	0	0	N	N	-	0	4	11	11						
Tex.	1,112	1,429	1,910	25,013	26,258	N	0	0	N	N	-	2	36	5	27						
MOUNTAIN	266	1,245	2,018	16,738	22,124	71	100	296	1,905	2,139	1	4	40	45	33						
Ariz.	23	479	993	6,410	6,691	71	98	296	1,868	2,078	1	0	4	12	4						
Colo.	59	306	416	2,481	5,403	N	0	0	N	N	-	1	7	11	9						
Idaho	-	6	253	74	1,169	N	0	0	N	N	-	0	5	3	3						
Mont.	5	52	144	878	819	N	0	0	N	N	-	0	26	4	5						
Nev.	-	107	397	2,234	2,139	-	1	3	12	27	-	0	2	2	3						
N. Mex.	-	179	324	2,591	3,635	-	0	3	6	6	-	0	5	8	4						
Utah	153	96	200	1,635	1,756	-	1	4	19	26	-	0	3	1	5						
Wyo.	26	29	54	435	512	-	0	0	-	2	-	0	11	4	-						
PACIFIC	2,044	3,371	4,070	57,776	59,430	14	53	299	829	788	1	1	5	22	24						
Alaska	80	87	157	1,426	1,435	N	0	0	N	N	-	0	1	-	1						
Calif.	1,366	2,663	3,262	45,176	46,277	14	53	299	829	788	-	0	0	-	-						
Hawaii	-	107	130	1,652	2,019	N	0	0	N	N	-	0	1	-	-						
Oreg.	191	160	394	3,248	3,365	N	0	0	N	N	1	1	4	22	23						
Wash.	407	348	621	6,274	6,334	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	147	114	235	2,505	1,706	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	9	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


