
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending July 21, 2001 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2001
Malaria cummulative for 2000
Rabies, Animal cummulative for 2001
Rabies, Animal cummulative for 2000
Salmonellosis, NETSS cummulative for 2001
Salmonellosis, NETSS cummulative for 2000
Salmonellosis, PHLIS cummulative for 2001
Salmonellosis, PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	529	694	3,194	3,688	15,621	18,150	12,839	16,188													
NEW ENGLAND	34	34	328	403	1,209	1,128	1,032	1,179													
Maine	3	4	40	80	111	80	93	61													
N.H.	2	1	7	8	106	72	108	79													
Vt.	-	2	37	37	39	65	38	61													
Mass.	11	13	116	129	679	669	460	659													
R.I.	3	5	29	18	66	45	85	84													
Conn.	15	9	99	131	208	197	248	235													
MID. ATLANTIC	97	156	509	655	1,643	2,575	1,974	2,657													
Upstate N.Y.	28	31	381	400	578	582	479	675													
N.Y. City	44	84	12	6	460	664	661	679													
N.J.	19	21	95	88	419	635	413	501													
Pa.	6	20	21	161	186	694	421	802													
E.N. CENTRAL	56	83	44	54	2,270	2,524	1,835	1,600													
Ohio	14	12	16	13	694	585	544	583													
Ind.	12	4	1	-	249	285	241	315													
Ill.	1	43	4	9	575	816	429	1													
Mich.	19	17	17	23	396	476	397	510													
Wis.	10	7	6	9	356	362	224	191													
W.N. CENTRAL	23	36	188	336	945	1,185	1,072	1,346													
Minn.	6	13	20	50	259	262	355	361													
Iowa	3	1	43	47	158	174	163	183													
Mo.	8	9	16	23	252	375	357	446													
N. Dak.	-	2	24	83	14	27	38	49													
S. Dak.	-	-	21	64	72	46	63	58													
Nebr.	2	5	4	-	69	109	-	88													
Kans.	4	6	60	69	121	192	96	161													
S. ATLANTIC	156	152	1,181	1,283	3,885	3,272	2,340	2,816													
Del.	1	3	18	20	44	58	43	68													
Md.	66	50	153	245	409	398	389	382													
D.C.	10	12	-	-	39	32	U	U													
Va.	30	31	236	332	747	456	495	463													
W. Va.	1	2	76	69	54	74	71	78													
N.C.	7	11	324	313	549	432	459	488													
S.C.	4	1	78	76	376	304	345	268													
Ga.	8	4	174	157	564	522	351	822													
Fla.	29	38	122	71	1,103	996	187	247													
E.S. CENTRAL	15	22	110	105	935	952	714	800													
Ky.	5	6	11	15	171	188	110	141													
Tenn.	7	5	71	56	264	218	302	367													
Ala.	3	10	28	34	296	257	235	246													
Miss.	-	1	-	-	204	289	67	46													
W.S. CENTRAL	6	42	504	529	1,226	2,266	1,079	1,398													
Ark.	3	1	19	-	287	281	92	245													
La.	1	7	-	1	249	395	344	309													
Okla.	1	4	43	36	144	176	132	141													
Tex.	1	30	442	492	546	1,414	511	703													
MOUNTAIN	29	29	127	143	1,098	1,387	755	1,323													
Mont.	2	1	20	39	40	61	-	-													
Idaho	3	2	2	1	72	76	4	70													
Wyo.	-	-	20	37	34	40	22	32													
Colo.	15	14	-	-	300	414	276	393													
N. Mex.	1	-	6	13	128	122	106	121													
Ariz.	3	5	76	50	329	323	216	347													
Utah	3	3	2	2	123	210	108	217													
Nev.	2	4	1	1	72	141	23	143													
PACIFIC	113	140	203	180	2,410	2,861	2,038	3,069													
Wash.	4	13	-	-	231	236	358	349													
Oreg.	5	23	-	4	120	174	167	223													
Calif.	96	96	166	152	1,839	2,308	1,332	2,357													
Alaska	1	-	37	24	24	31	2	23													
Hawaii	7	8	-	-	196	112	179	117													
Guam	-	-	-	-	-	17	U	U													
P.R.	3	4	61	42	310	314	U	U													
V.I.	-	-	-	-	-	-	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	7	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


