
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 15, 1997 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	5,109	11,907	61,612	78,876	194	73	42,814	65,491	587	585											
NEW ENGLAND	134	613	3,054	3,899	16	7	1,207	1,613	2	15											
Maine	13	8	49	-	1	-	3	10	-	-											
N.H.	1	14	102	119	-	-	33	26	1	2											
Vt.	7	5	80	104	1	1	13	16	-	7											
Mass.	62	386	1,536	1,373	12	6	500	529	1	5											
R.I.	19	17	443	491	1	-	118	127	-	1											
Conn.	32	183	844	1,812	1	-	540	905	-	-											
MID. ATLANTIC	1,921	3,033	4,064	9,948	12	3	2,594	5,902	51	40											
Upstate N.Y.	113	390	N	N	6	3	319	5	35	35											
N.Y. City	1,039	1,628	-	4,121	4	-	-	2,608	-	1											
N.J.	468	646	945	1,558	2	-	687	959	-	-											
Pa.	301	369	3,119	4,269	N	-	1,588	2,330	16	4											
E.N. CENTRAL	242	906	11,475	19,311	29	11	7,584	12,893	122	92											
Ohio	57	249	2,697	4,474	14	7	1,869	3,467	5	2											
Ind.	25	90	1,674	1,790	6	-	1,201	1,404	1	2											
Ill.	115	321	2,370	5,642	-	-	1,243	3,649	-	19											
Mich.	29	191	3,414	4,994	9	2	2,627	3,295	116	69											
Wis.	16	55	1,320	2,411	N	2	644	1,078	-	-											
W.N. CENTRAL	127	248	4,230	6,930	29	15	1,963	2,808	28	15											
Minn.	17	57	-	999	16	10	U	-	-	-											
Iowa	38	22	1,040	549	7	2	263	183	13	3											
Mo.	54	90	2,036	3,356	1	-	1,316	1,943	3	9											
N. Dak.	2	-	81	219	3	2	5	8	2	-											
S. Dak.	-	3	216	219	-	-	28	34	-	-											
Nebr.	15	22	212	571	1	-	79	107	-	2											
Kans.	1	54	645	1,017	1	1	272	533	10	1											
S. ATLANTIC	1,239	2,883	15,159	10,927	33	5	17,177	23,535	51	28											
Del.	20	72	-	-	1	1	228	331	-	-											
Md.	166	196	1,318	1,149	2	1	2,686	2,902	4	-											
D.C.	55	127	N	N	-	-	938	966	-	-											
Va.	130	127	2,456	2,288	N	-	1,988	2,279	4	1											
W. Va.	14	19	-	-	N	-	114	99	1	4											
N.C.	59	35	3,656	U	4	3	3,255	4,382	16	8											
S.C.	104	91	2,142	U	-	-	2,504	2,619	12	4											
Ga.	183	447	1,455	2,597	13	-	2,348	5,811	U	-											
Fla.	508	1,769	4,132	4,893	13	-	3,116	4,146	14	11											
E.S. CENTRAL	134	391	5,316	5,814	17	4	5,231	6,447	65	109											
Ky.	23	67	1,365	1,493	5	-	835	884	3	5											
Tenn.	59	167	2,434	2,512	10	4	2,164	2,266	29	103											
Ala.	37	91	1,250	1,748	-	-	1,907	2,846	4	1											
Miss.	15	66	267	61	2	-	325	451	29	-											
W.S. CENTRAL	420	1,037	2,844	4,323	3	1	2,711	5,459	48	54											
Ark.	18	69	228	313	2	-	440	906	2	1											
La.	64	289	1,326	-	1	1	1,326	1,739	33	13											
Okla.	32	26	1,290	1,577	-	-	945	986	-	25											
Tex.	306	653	-	2,433	-	-	-	1,828	13	15											
MOUNTAIN	122	325	4,008	2,593	22	16	1,457	1,739	70	147											
Mont.	7	3	137	-	-	-	10	4	3	6											
Idaho	2	4	318	314	1	-	23	16	13	34											
Wyo.	1	-	100	149	-	-	12	9	23	41											
Colo.	24	86	101	6	13	7	359	423	13	13											
N. Mex.	5	20	877	808	4	1	317	198	10	24											
Ariz.	30	94	1,704	375	N	6	564	866	5	19											
Utah	10	39	292	338	1	-	36	57	1	6											
Nev.	43	79	479	603	3	2	136	166	2	4											
PACIFIC	770	2,471	11,462	15,131	33	9	2,890	5,095	150	85											
Wash.	45	140	1,907	2,112	4	-	459	539	5	17											
Oreg.	30	133	530	1,112	8	7	77	78	3	2											
Calif.	682	2,173	8,460	11,415	18	2	2,156	4,277	106	32											
Alaska	10	3	269	89	3	-	115	91	-	2											
Hawaii	3	22	296	403	N	-	83	110	36	32											
Guam	-	3	-	81	N	-	-	20	-	-											
P.R.	144	416	N	N	4	U	175	28	8	12											
V.I.	4	1	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


