
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending January 14, 2006 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	22	77	168	73	120	22	100	139	40	192	11	36	110	24	41						
NEW ENGLAND	1	8	23	1	20	-	4	12	2	7	-	1	11	-	-						
Conn.	1	1	3	1	5	-	0	5	-	-	-	0	8	-	-						
Maine	-	0	1	-	-	-	0	2	-	-	-	0	1	-	-						
Mass.	-	6	14	-	15	-	3	10	2	7	-	1	5	-	-						
N.H.	-	1	12	-	-	-	0	3	-	-	-	0	1	-	-						
R.I.	-	0	4	-	-	-	0	2	-	-	-	0	6	-	-						
Vt.	-	0	1	-	-	-	0	1	-	-	-	0	3	-	-						
MID. ATLANTIC	1	13	24	4	23	-	14	37	3	49	4	11	53	9	13						
N.J.	-	3	11	-	5	-	6	26	-	30	-	1	12	-	3						
N.Y. (Upstate)	-	2	8	-	2	-	2	7	-	1	1	3	25	1	2						
N.Y. City	-	6	12	2	13	-	2	7	-	5	-	1	20	-	-						
Pa.	1	2	6	2	3	-	4	9	3	13	3	5	17	8	8						
E.N. CENTRAL	4	7	17	6	15	4	10	25	6	17	2	6	23	4	13						
Ill.	-	1	9	-	5	-	2	7	-	4	-	0	3	-	3						
Ind.	-	1	10	-	-	-	0	11	-	-	-	0	5	-	-						
Mich.	1	2	11	2	6	-	4	7	1	8	2	2	6	4	4						
Ohio	3	1	7	4	2	4	2	8	5	5	-	3	19	-	4						
Wis.	-	1	4	-	2	-	0	6	-	-	-	0	2	-	2						
W.N. CENTRAL	-	1	31	1	3	1	5	13	2	9	1	1	12	2	-						
Iowa	-	0	2	-	1	-	0	2	-	-	-	0	1	-	-						
Kans.	-	0	2	-	-	-	0	3	-	1	-	0	1	-	-						
Minn.	-	0	31	-	-	-	0	6	-	-	-	0	10	-	-						
Mo.	-	0	5	1	1	1	3	7	2	5	1	0	4	2	-						
Nebr.	-	0	3	-	1	-	0	2	-	3	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	6	-	-						
S. ATLANTIC	9	12	33	16	16	14	24	47	20	68	4	9	19	9	8						
Del.	-	0	1	-	-	-	1	6	-	3	-	0	4	-	-						
D.C.	-	0	2	-	-	-	0	4	-	-	-	0	2	-	-						
Fla.	4	5	18	11	7	12	9	21	16	20	1	2	6	3	3						
Ga.	-	2	6	-	6	-	2	9	-	16	-	1	3	-	-						
Md.	2	2	6	2	2	2	3	8	3	8	2	2	9	3	4						
N.C.	3	0	18	3	1	-	0	13	-	12	1	1	3	3	1						
S.C.	-	1	3	-	-	-	2	9	1	3	-	0	2	-	-						
Va.	-	1	6	-	-	-	2	10	-	6	-	0	4	-	-						
W. Va.	-	0	2	-	-	-	0	11	-	-	-	0	3	-	-						
E.S. CENTRAL	-	4	16	1	2	-	6	20	2	11	-	1	6	-	-						
Ala.	-	0	6	-	-	-	1	7	1	5	-	0	2	-	-						
Ky.	-	0	3	-	-	-	1	5	-	-	-	0	3	-	-						
Miss.	-	0	4	-	-	-	1	4	-	1	-	0	1	-	-						
Tenn.	-	2	13	1	2	-	2	13	1	5	-	0	4	-	-						
W.S. CENTRAL	-	5	13	-	7	-	11	23	-	4	-	0	4	-	-						
Ark.	-	0	3	-	-	-	1	4	-	1	-	0	1	-	-						
La.	-	1	5	-	4	-	1	5	-	1	-	0	1	-	-						
Okla.	-	0	1	-	-	-	0	5	-	-	-	0	3	-	-						
Tex.	-	3	10	-	3	-	7	21	-	2	-	0	3	-	-						
MOUNTAIN	-	6	21	1	14	-	10	38	1	7	-	1	8	-	1						
Ariz.	-	3	20	-	6	-	6	34	-	-	-	0	3	-	-						
Colo.	-	1	5	-	2	-	1	4	1	1	-	0	3	-	-						
Idaho	-	0	3	-	1	-	0	2	-	-	-	0	2	-	-						
Mont.	-	0	2	-	2	-	0	2	-	-	-	0	1	-	-						
Nev.	-	0	2	-	-	-	0	2	-	2	-	0	2	-	-						
N. Mex.	-	0	3	-	2	-	0	2	-	1	-	0	1	-	-						
Utah	-	0	3	1	1	-	1	5	-	3	-	0	2	-	-						
Wyo.	-	0	0	-	-	-	0	1	-	-	-	0	1	-	1						
PACIFIC	7	14	145	43	20	3	10	24	4	20	-	1	6	-	6						
Alaska	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Calif.	7	12	145	43	16	2	6	15	3	14	-	1	6	-	6						
Hawaii	-	0	2	-	1	-	0	1	-	1	-	0	1	-	-						
Oreg.	-	1	4	-	3	1	2	5	1	5	N	0	0	N	N						
Wash.	-	1	5	-	-	-	1	8	-	-	-	0	0	-	-						
Amer. Samoa	U	0	1	U	-	U	0	0	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	6	-	-	-	1	6	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


