
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 11, 2006 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	57	49	90	604	624	59	169	228	1,241	1,392	901	607	1,824	8,437	5,233						
NEW ENGLAND	2	1	12	6	32	3	4	16	33	36	8	34	1,129	190	591						
Conn.	U	0	0	U	U	-	0	11	4	1	U	0	0	U	U						
Maine	N	0	0	N	N	-	0	2	3	1	-	5	20	19	73						
Mass.	-	1	6	-	30	3	2	5	23	31	-	21	86	-	505						
N.H.	-	0	0	-	-	-	0	2	3	2	3	5	1,110	66	-						
R.I.	1	0	7	1	-	-	0	6	-	1	-	0	0	-	-						
Vt.	1	0	2	5	2	-	0	1	-	-	5	2	25	105	13						
MID. ATLANTIC	2	2	10	27	67	3	20	33	156	181	70	115	210	1,172	857						
N.J.	N	0	0	N	N	1	2	7	28	22	-	0	0	-	-						
N.Y. (Upstate)	-	1	6	7	26	1	2	15	21	11	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	12	21	84	123	-	0	0	-	-						
Pa.	2	2	9	20	41	1	4	8	23	25	70	115	210	1,172	857						
E.N. CENTRAL	15	12	31	143	120	8	18	41	144	90	289	128	495	3,765	1,795						
Ill.	-	0	2	6	-	1	8	32	40	22	-	2	5	3	15						
Ind.	2	2	16	25	32	1	1	5	16	11	N	0	245	N	N						
Mich.	-	1	3	8	11	2	2	8	31	8	71	81	231	1,059	1,227						
Ohio	13	7	20	104	77	3	4	11	45	43	218	31	382	2,599	410						
Wis.	N	0	0	N	N	1	1	3	12	6	-	9	27	104	143						
W.N. CENTRAL	1	1	15	14	12	2	5	9	26	46	29	14	70	399	24						
Iowa	N	0	0	N	N	-	0	1	-	3	N	0	0	N	N						
