
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 30, 2007 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2006

tab delimited data:
test
UNITED STATES	62	89	261	2,876	3,256	8	29	108	824	753											
NEW ENGLAND	-	5	29	218	211	-	2	11	57	66											
Conn.	-	0	23	70	57	-	0	6	-	22											
Maine	-	0	3	18	9	-	0	1	1	-											
Mass.	-	3	10	95	109	-	1	6	42	38											
N.H.	-	0	5	22	23	-	0	2	7	6											
R.I.	-	0	12	-	4	-	0	3	5	-											
Vt.	-	0	2	13	9	-	0	1	2	-											
MID. ATLANTIC	8	15	41	552	618	1	4	20	98	108											
N.J.	-	2	8	69	110	-	1	4	14	40											
N.Y. (Upstate)	7	5	27	182	191	1	2	15	61	58											
N.Y. City	-	3	12	131	111	-	1	3	23	10											
Pa.	1	6	11	170	206	N	0	0	N	N											
E.N. CENTRAL	4	16	32	511	658	-	5	14	118	199											
Ill.	-	4	13	125	199	-	1	6	11	54											
Ind.	-	2	12	70	75	-	0	10	13	25											
Mich.	1	4	10	127	136	-	1	4	49	51											
Ohio	3	4	14	163	170	-	1	7	37	40											
Wis.	-	1	6	26	78	-	0	2	8	29											
W.N. CENTRAL	10	5	32	211	220	3	2	8	67	56											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	1	3	25	39	-	0	1	2	9											
Minn.	10	0	29	107	107	3	1	6	46	31											
Mo.	-	2	6	50	39	-	0	2	13	10											
Nebr.	-	0	3	15	20	-	0	2	5	4											
N. Dak.	-	0	2	9	8	-	0	2	1	2											
S. Dak.	-	0	2	5	7	-	0	0	-	-											
S. ATLANTIC	35	21	48	683	688	2	3	14	170	48											
Del.	-	0	2	5	7	-	0	0	-	-											
D.C.	-	0	3	8	9	-	0	1	-	-											
Fla.	8	6	16	171	143	2	0	5	38	-											
Ga.	5	5	11	128	155	-	0	5	44	-											
Md.	-	4	8	117	136	-	1	6	41	39											
N.C.	22	0	17	95	93	-	0	0	-	-											
S.C.	-	1	7	60	46	-	0	3	19	-											
Va.	-	2	11	81	81	-	0	3	24	-											
W. Va.	-	0	3	18	18	-	0	4	4	9											
E.S. CENTRAL	-	4	9	114	138	-	1	6	50	11											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	29	33	-	0	0	-	-											
Miss.	N	0	0	N	N	-	0	2	2	11											
Tenn.	-	3	6	85	105	-	0	6	48	-											
W.S. CENTRAL	1	6	90	172	235	1	4	43	124	123											
Ark.	-	0	2	14	18	-	0	2	7	16											
La.	-	0	1	6	11	-	0	4	25	16											
Okla.	1	2	23	45	64	1	1	13	31	23											
Tex.	-	3	64	107	142	-	1	27	61	68											
MOUNTAIN	4	10	23	342	436	1	4	12	119	129											
Ariz.	4	5	11	142	224	1	2	7	66	73											
Colo.	-	2	9	98	75	-	1	4	33	32											
Idaho	-	0	1	6	7	-	0	1	2	1											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	2	-	-	0	1	1	2											
N. Mex.	-	1	5	31	82	-	0	4	17	21											
Utah	-	1	7	59	45	-	0	0	-	-											
Wyo.	-	0	1	4	3	-	0	0	-	-											
PACIFIC	-	3	9	73	52	-	1	4	21	13											
Alaska	-	0	3	18	N	-	0	2	19	-											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	9	55	52	-	0	2	2	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	-	-	U	U	U	-	-	U	U											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	U	0	0	U	U	U	0	0	U	U											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


