
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending October 17, 2009 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	75	279	1,697	10,851	7,623	21	63	139	2,935	3,503	5	28	179	1,200	1,939						
NEW ENGLAND	-	13	27	507	810	3	7	24	280	337	-	0	2	9	4						
Conn.	-	0	4	31	45	-	2	22	123	165	-	0	0	-	-						
Maine	-	1	10	69	30	2	1	4	45	45	-	0	2	4	1						
Mass.	-	8	19	307	631	-	0	0	-	-	-	0	1	4	1						
N.H.	-	1	7	64	25	-	0	7	25	36	-	0	0	-	1						
R.I.	-	0	7	26	68	-	1	6	42	31	-	0	2	-	1						
Vt.	-	0	1	10	11	1	1	4	45	60	-	0	1	1	-						
MID. ATLANTIC	17	24	64	904	874	7	13	23	496	763	-	1	29	61	112						
N.J.	-	4	12	149	177	-	0	0	-	-	-	0	2	-	77						
N.Y. (Upstate)	7	5	41	182	337	7	8	22	376	414	-	0	29	12	12						
N.Y. City	2	0	21	73	58	-	0	2	2	16	-	0	4	27	11						
Pa.	8	13	33	500	302	-	3	17	118	333	-	0	2	22	12						
E.N. CENTRAL	13	61	238	2,390	1,254	-	2	19	212	238	-	1	6	75	139						
Ill.	-	14	45	490	283	-	1	9	84	98	-	0	6	43	103						
Ind.	-	5	158	238	64	-	0	6	21	9	-	0	3	12	6						
Mich.	3	11	36	636	212	-	1	6	62	73	-	0	2	5	3						
Ohio	10	22	57	911	570	-	0	5	45	58	-	0	4	15	27						
Wis.	-	3	12	115	125	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	4	36	872	1,406	696	3	5	17	230	265	-	4	26	289	409						
Iowa	-	5	21	152	122	-	0	5	24	20	-	0	2	5	8						
Kans.	-	4	9	142	56	-	1	6	60	56	-	0	1	2	-						
Minn.	-	0	808	165	189	2	0	11	52	53	-	0	1	2	-						
Mo.	4	20	51	778	211	1	1	5	63	59	-	4	25	268	380						
Nebr.	-	3	32	125	80	-	0	1	-	32	-	0	2	12	18						
N. Dak.	-	0	24	17	1	-	0	9	4	24	-	0	1	-	-						
S. Dak.	-	0	10	27	37	-	0	4	27	21	-	0	0	-	3						
S. ATLANTIC	15	30	71	1,325	745	6	24	111	1,293	1,398	3	11	40	402	704						
Del.	-	0	2	12	15	-	0	0	-	-	-	0	3	16	30						
D.C.	-	0	2	2	4	-	0	0	-	-	-	0	0	-	6						
Fla.	12	9	32	471	227	-	0	95	137	138	-	0	2	6	12						
Ga.	-	3	11	148	75	-	0	72	334	319	-	0	7	40	76						
Md.	1	2	8	92	116	4	7	15	328	360	-	1	3	29	72						
N.C.	-	0	65	220	79	N	2	4	N	N	2	5	36	240	331						
S.C.	-	4	17	203	97	-	0	0	-	-	-	0	5	18	49						
Va.	2	3	24	152	123	-	10	23	399	511	1	1	9	49	120						
W. Va.	-	0	5	25	9	2	2	6	95	70	-	0	1	4	8						
E.S. CENTRAL	-	15	33	628	260	1	1	7	77	158	2	4	15	226	298						
Ala.	-	4	19	245	36	-	0	0	-	-	-	1	7	56	78						
Ky.	-	6	15	190	72	1	1	4	43	39	-	0	1	1	1						
Miss.	-	1	4	46	83	-	0	1	-	6	-	0	1	7	10						
Tenn.	-	3	14	147	69	-	0	4	34	113	2	3	14	162	209						
W.S. CENTRAL	21	60	389	2,318	1,228	-	0	13	64	78	-	1	161	117	232						
Ark.	-	4	38	203	81	-	0	10	33	44	-	0	61	53	44						
La.	-	2	8	90	70	-	0	0	-	-	-	0	1	2	6						
Okla.	2	0	45	42	32	-	0	13	30	32	-	0	98	49	142						
