
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2006 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	8	52	257	248	416	84	300	654	2,340	3,243	56	79	269	1,693	1,688						
NEW ENGLAND	-	3	13	15	41	-	5	17	68	62	1	3	9	63	70						
Conn.	-	0	4	-	14	-	0	10	10	14	U	0	0	U	U						
Maine	-	0	5	-	7	-	0	3	-	3	-	0	2	5	2						
Mass.	-	2	7	13	14	-	4	11	50	33	-	2	7	39	44						
N.H.	-	0	2	2	3	-	0	4	4	4	1	0	3	13	4						
R.I.	-	0	2	-	1	-	0	6	3	2	-	0	3	3	6						
Vt.	-	0	4	1	2	-	0	4	1	6	-	0	4	3	14						
MID. ATLANTIC	-	6	101	3	39	7	18	70	178	352	15	14	44	286	381						
N.J.	-	1	7	-	13	-	5	18	47	89	-	2	8	10	83						
N.Y. (Upstate)	3	2	98	17	15	6	4	58	69	89	11	4	33	126	122						
N.Y. City	-	0	2	3	-	-	6	14	34	153	-	2	8	28	73						
Pa.	-	2	8	-	11	1	2	48	28	21	4	5	13	122	103						
E.N. CENTRAL	2	10	36	72	87	7	18	79	227	271	12	14	37	341	372						
Ill.	-	1	8	-	23	-	7	26	56	68	-	3	9	56	103						
Ind.	-	1	7	9	9	6	1	56	38	29	6	2	11	49	42						
Mich.	-	1	8	18	14	-	3	10	59	97	2	4	11	98	94						
Ohio	2	2	14	24	25	1	3	11	49	18	4	4	19	114	86						
Wis.	-	3	15	21	16	-	3	10	25	59	-	1	6	24	47						
W.N. CENTRAL	1	8	37	46	56	6	39	65	218	208	5	5	57	145	110						
Iowa	-	1	10	10	11	-	1	7	8	39	N	0	0	N	N						
Kans.	-	0	4	-	8	-	4	20	23	9	-	1	5	32	17						
Minn.	1	3	21	35	9	-	2	6	21	17	4	0	52	67	41						
Mo.	2	1	7	18	14	6	22	45	126	113	1	1	5	27	32						
Nebr.	-	1	4	4	11	-	2	10	18	20	-	0	4	12	8						
N. Dak.	-	0	2	-	1	-	0	2	4	2	-	0	3	5	3						
S. Dak.	-	0	5	1	2	-	2	17	18	8	-	0	3	2	9						
S. ATLANTIC	1	7	39	37	87	29	51	122	661	488	10	19	41	399	307						
Del.	-	0	2	1	-	-	0	2	-	5	-	0	2	3	-						
D.C.	-	0	1	-	-	-	0	2	3	4	-	0	2	4	2						
Fla.	1	1	29	17	49	12	22	66	277	213	4	5	12	95	85						
Ga.	-	0	6	-	8	15	13	34	237	132	2	4	9	92	63						
Md.	-	1	5	-	7	-	2	8	33	18	-	3	12	78	65						
N.C.	1	1	11	21	11	2	2	22	65	54	4	1	21	59	44						
S.C.	-	0	2	2	1	-	1	9	34	36	-	0	6	24	18						
Va.	-	1	9	-	11	-	2	9	12	26	-	2	11	36	22						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	5	8	8						
E.S. CENTRAL	-	2	12	11	21	4	16	50	146	420	-	4	10	76	73						
Ala.	-	0	3	-	6	3	3	20	37	89	N	0	0	N	N						
Ky.	-	1	9	8	4	1	6	31	63	34	-	0	6	20	20						
Miss.	-	0	2	-	-	-	1	7	22	34	-	0	0	-	-						
Tenn.	-	1	4	19	11	-	3	46	24	263	-	3	9	56	53						
W.S. CENTRAL	-	2	43	2	16	9	66	250	242	726	6	6	50	115	94						
Ark.	-	0	2	1	3	2	1	9	25	14	2	0	5	13	7						
La.	-	0	2	-	7	-	2	11	35	40	-	0	2	5	5						
Okla.	-	0	3	1	1	7	8	41	32	170	4	2	9	58	52						
Tex.	-	1	43	12	5	-	52	243	150	502	-	3	43	39	30						
MOUNTAIN	2	5	16	28	52	5	16	47	168	181	6	10	76	240	247						
Ariz.	2	0	4	12	5	4	9	29	98	80	4	4	56	144	100						
Colo.	-	1	6	11	12	1	3	18	33	30	2	3	10	69	92						
Idaho	-	1	8	5	10	-	0	4	4	3	-	0	2	3	1						
Mont.	-	0	2	-	2	-	0	1	1	2	-	0	0	-	-						
Nev.	-	0	3	-	9	-	1	6	12	25	-	0	6	-	-						
N. Mex.	-	0	3	2	3	-	2	9	19	28	-	1	6	22	28						
