
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 2013 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	183	276	755	4,813	4,997	17	22	46	284	371	62	293	383	2,842	3,633						
NEW ENGLAND	2	11	50	183	219	-	1	4	7	18	7	7	16	87	128						
Conn.	-	6	21	97	107	-	0	2	2	5	-	0	4	5	22						
Maine	2	2	8	34	26	-	0	1	2	1	-	0	5	-	5						
Mass.	-	0	4	4	14	-	0	3	2	9	7	5	13	65	71						
N.H.	-	1	5	25	31	-	0	1	1	2	-	1	4	7	10						
R.I.	-	0	24	-	21	-	0	0	-	1	-	0	4	8	19						
Vt.	-	1	6	23	20	-	0	0	-	-	-	0	2	2	1						
MID. ATLANTIC	29	36	63	554	728	1	2	5	30	37	11	35	51	376	444						
N.J.	-	3	17	7	205	-	0	3	-	11	-	3	8	21	49						
N.Y. (Upstate)	23	17	39	291	299	1	1	4	20	17	7	4	25	70	40						
N.Y. City	6	14	36	256	224	-	0	3	10	9	1	19	30	185	226						
Pa.	N	-	-	N	N	N	0	0	N	N	3	9	18	100	129						
E.N. CENTRAL	30	57	130	1,000	999	1	4	12	36	67	1	32	60	232	423						
Ill.	N	0	0	N	N	-	1	3	7	15	-	12	23	70	191						
Ind.	-	13	46	168	228	-	0	2	-	7	-	4	10	40	56						
Mich.	2	13	30	205	216	-	0	3	14	15	-	5	14	43	68						
Ohio	27	21	63	466	407	1	1	6	11	21	-	8	15	64	92						
Wis.	1	9	29	161	148	-	0	2	4	9	1	2	5	15	16						
W.N. CENTRAL	4	12	34	195	220	2	1	5	26	30	2	8	16	99	77						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	8	10						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	4	3						
Minn.	-	8	24	108	134	-	0	3	7	8	-	3	5	29	22						
Mo.	N	0	0	N	N	1	0	3	10	12	2	3	8	47	39						
Nebr.	3	1	7	48	55	1	0	1	5	4	-	0	2	7	2						
N. Dak.	-	0	4	2	3	-	0	1	2	-	-	0	1	1	1						
S. Dak.	1	2	6	37	28	-	0	1	2	6	-	0	2	3	-						
S. ATLANTIC	61	60	136	1,218	1,105	5	5	14	84	70	11	64	104	647	906						
Del.	-	0	3	9	16	-	0	1	-	-	1	0	6	6	19						
D.C.	7	1	4	24	16	-	0	1	-	1	2	3	8	52	55						
