
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 14, 2006 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	7,070	18,450	20,415	13,028	32,957	45	88	275	101	161	20	68	865	39	52						
NEW ENGLAND	378	593	1,155	707	1,330	-	0	0	-	-	-	3	34	-	-						
Conn.	10	146	715	11	384	N	0	0	N	N	-	0	14	-	-						
Maine	-	42	74	-	107	N	0	0	N	N	-	0	2	-	-						
Mass.	265	271	417	471	569	-	0	0	-	-	-	1	16	-	-						
N.H.	19	34	65	44	81	-	0	0	-	-	-	0	3	-	-						
R.I.	74	63	99	144	156	-	0	0	-	-	-	0	4	-	-						
Vt.	10	19	43	37	33	-	0	0	-	-	-	0	5	-	-						
MID. ATLANTIC	967	2,244	3,095	1,481	3,418	-	0	0	-	-	4	9	613	5	15						
N.J.	5	358	529	5	834	N	0	0	N	N	-	0	11	-	-						
N.Y. (Upstate)	93	498	1,168	116	188	N	0	0	N	N	-	3	574	-	2						
N.Y. City	297	686	1,168	458	1,102	-	0	0	-	-	-	2	15	-	7						
Pa.	572	728	1,055	902	1,294	N	0	0	N	N	4	3	21	5	6						
E.N. CENTRAL	1,290	3,076	4,041	2,137	5,043	-	0	3	-	-	5	12	162	10	13						
Ill.	568	848	1,644	947	1,384	-	0	0	-	-	-	1	15	-	2						
Ind.	-	374	558	93	857	N	0	0	N	N	-	1	13	-	-						
Mich.	547	538	1,015	872	210	-	0	3	-	-	1	2	7	2	2						
Ohio	131	803	1,714	135	1,761	N	0	0	N	N	4	4	109	8	8						
Wis.	44	377	490	90	831	N	0	0	N	N	-	4	38	-	1						
W.N. CENTRAL	361	1,108	1,293	819	1,995	-	0	3	-	-	2	8	51	3	4						
Iowa	-	136	221	97	232	N	0	0	N	N	-	1	11	-	-						
Kans.	-	141	240	-	307	N	0	0	N	N	-	0	5	1	1						
Minn.	-	224	292	-	504	-	0	3	-	-	1	2	10	1	-						
Mo.	322	440	606	621	659	-	0	1	-	-	1	3	37	1	2						
Nebr.	10	97	200	55	146	-	0	1	-	-	-	0	1	-	-						
N. Dak.	29	23	38	46	36	N	0	0	N	N	-	0	1	-	-						
S. Dak.	-	51	86	-	111	-	0	0	-	-	-	0	4	-	1						
S. ATLANTIC	1,778	3,270	4,528	2,943	6,506	-	0	1	-	-	6	11	52	17	8						
Del.	72	67	92	150	136	N	0	0	N	N	-	0	2	-	-						
D.C.	-	71	103	55	162	-	0	0	-	-	-	0	3	-	-						
Fla.	437	854	987	1,028	1,435	N	0	0	N	N	4	5	28	7	2						
Ga.	-	585	1,012	-	373	-	0	0	-	-	-	2	7	1	1						
Md.	69	359	528	453	612	-	0	1	-	-	1	0	4	2	3						
N.C.	1,078	510	1,741	1,078	1,727	N	0	0	N	N	1	1	10	7	2						
S.C.	-	328	1,291	-	764	-	0	0	-	-	-	0	3	-	-						
Va.	-	376	700	-	1,210	-	0	0	-	-	-	1	8	-	-						
W. Va.	122	46	122	179	87	N	0	0	N	N	-	0	3	-	-						
E.S. CENTRAL	672	1,336	2,189	1,206	2,102	-	0	0	-	-	-	3	20	1	2						
Ala.	-	310	1,048	-	566	-	0	0	-	-	-	0	3	1	1						
Ky.	244	157	408	406	414	N	0	0	N	N	-	1	19	-	-						
Miss.	-	395	1,077	-	396	-	0	0	-	-	-	0	1	-	-						
Tenn.	428	459	703	800	726	N	0	0	N	N	-	0	4	-	1						
W.S. CENTRAL	428	1,980	2,942	598	4,815	-	0	1	-	-	1	2	30	1	-						
Ark.	190	171	341	221	279	-	0	0	-	-	-	0	1	-	-						
La.	39	276	760	61	817	-	0	1	-	-	-	0	21	-	-						
Okla.	199	207	1,246	316	690	N	0	0	N	N	1	0	10	1	-						
Tex.	-	1,339	2,255	-	3,029	N	0	0	N	N	-	1	8	-	-						
MOUNTAIN	76	1,059	1,374	529	2,179	-	66	204	-	57	2	2	8	2	2						
Ariz.	-	331	572	334	821	-	64	204	-	52	-	0	1	-	-						
Colo.	35	259	376	111	516	N	0	0	N	N	-	1	3	-	1						
Idaho	-	41	236	-	48	N	0	0	N	N	-	0	2	-	-						
Mont.	-	42	68	-	89	N	0	0	N	N	1	0	3	1	-						
Nev.	-	138	459	-	285	-	1	3	-	5	-	0	2	-	-						
N. Mex.	-	90	281	-	275	-	0	2	-	-	-	0	2	-	1						
Utah	38	85	130	53	106	-	0	3	-	-	1	0	3	1	-						
Wyo.	3	22	43	31	39	-	0	2	-	-	-	0	2	-	-						
PACIFIC	1,120	3,176	3,942	2,608	5,569	45	28	89	101	104	-	6	29	-	8						
Alaska	5	77	120	12	78	-	0	0	-	-	-	0	2	-	-						
Calif.	684	2,446	3,153	1,875	4,401	45	28	89	101	104	-	3	10	-	6						
Hawaii	-	104	132	-	208	-	0	0	-	-	-	0	1	-	-						
Oreg.	138	166	315	221	235	-	0	0	-	-	-	1	20	-	2						
Wash.	293	360	501	500	647	N	0	0	N	N	-	0	7	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	55	72	141	71	60	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	14	-	12	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


