
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 18, 2011 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	14	64	172	1,064	1,924	590	876	1,812	13,305	16,094	58	95	264	1,497	1,541						
NEW ENGLAND	-	4	18	46	122	1	25	185	499	1,199	-	2	24	52	111						
Conn.	-	0	8	-	59	-	0	163	163	491	-	0	24	24	60						
Maine	-	1	3	23	27	-	2	8	47	44	-	0	3	11	3						
Mass.	-	0	0	-	-	-	17	52	204	483	-	0	9	5	31						
N.H.	-	0	6	6	4	1	3	12	56	70	-	0	3	9	11						
R.I.	-	0	3	2	10	-	1	9	10	90	-	0	1	-	1						
Vt.	-	1	3	15	22	-	1	5	19	21	-	0	2	3	5						
MID. ATLANTIC	4	16	33	295	509	57	87	217	1,484	1,984	6	9	30	162	156						
N.J.	-	0	0	-	-	-	14	57	129	386	-	2	9	31	39						
N.Y. (Upstate)	4	7	19	126	223	38	25	63	426	453	5	3	12	57	53						
N.Y. City	-	0	4	-	124	-	19	53	337	470	-	1	6	21	15						
Pa.	-	8	17	169	162	19	32	80	592	675	1	3	13	53	49						
E.N. CENTRAL	2	2	27	46	64	6	82	265	1,411	2,219	2	11	48	170	261						
Ill.	1	1	11	14	27	-	26	123	478	768	-	2	9	16	55						
Ind.	-	0	3	4	-	-	10	61	143	234	-	2	10	36	38						
Mich.	1	1	5	12	24	6	13	49	238	349	2	2	7	45	62						
Ohio	-	0	12	16	13	-	21	46	377	559	-	2	11	50	46						
Wis.	N	0	0	N	N	-	11	57	175	309	-	2	16	23	60						
W.N. CENTRAL	-	2	40	34	106	20	48	121	760	983	15	13	49	178	270						
Iowa	-	0	3	-	7	4	9	34	174	151	-	2	16	35	44						
Kans.	-	1	4	15	30	-	7	18	108	150	-	1	5	24	24						
Minn.	-	0	34	-	14	-	5	30	-	278	-	2	20	-	73						
Mo.	-	0	6	-	27	12	16	43	316	262	11	4	12	74	91						
Nebr.	-	0	3	12	24	4	4	13	79	73	4	1	6	32	26						
N. Dak.	-	0	6	7	4	-	0	15	15	13	-	0	10	4	3						
S. Dak.	-	0	0	-	-	-	3	17	68	56	-	0	4	9	9						
S. ATLANTIC	5	20	52	516	552	236	276	624	3,912	3,763	7	18	31	369	220						
Del.	-	0	0	-	-	1	3	11	48	48	-	0	2	5	1						
D.C.	-	0	0	-	-	-	1	7	13	42	-	0	1	1	6						
Fla.	-	0	29	49	121	100	109	226	1,605	1,691	5	6	15	176	70						
Ga.	-	0	0	-	-	21	39	142	646	602	-	2	7	36	31						
Md.	-	6	14	127	167	19	19	54	303	320	-	2	8	36	27						
N.C.	-	0	0	-	-	82	29	241	606	389	-	2	10	39	18						
S.C.	N	0	0	N	N	4	28	99	317	293	-	0	4	11	10						
Va.	5	12	27	289	227	9	21	68	341	301	2	3	9	63	52						
W. Va.	-	0	30	51	37	-	0	14	33	77	-	0	4	2	5						
E.S. CENTRAL	2	3	7	61	93	36	54	175	868	902	7	5	22	104	80						
Ala.	2	1	7	43	42	20	20	52	251	248	-	1	4	17	20						
Ky.	-	0	4	5	4	-	9	32	119	182	-	1	6	13	12						
Miss.	-	0	0	-	-	-	16	65	231	224	-	0	12	5	9						
Tenn.	-	1	4	13	47	16	17	53	267	248	7	3	12	69	39						
W.S. CENTRAL	1	9	54	48	387	74	134	515	1,571	1,716	3	8	151	111	82						
Ark.	1	0	10	36	11	4	14	43	195	146	3	0	4	12	19						
La.	-	0	0	-	-	-	17	52	141	410	-	0	2	3	8						
Okla.	-	0	30	12	6	10	11	95	164	171	-	1	55	12	4						
