
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 24, 2002 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	31	7	9,449	202,942	229,058	1,054	1,019	17	17												
NEW ENGLAND	-	1	1,005	4,741	4,238	74	77	-	1												
Maine	-	-	116	78	93	1	1	-	-												
N.H.	-	-	29	77	107	6	4	-	-												
Vt.	-	1	82	69	47	5	3	-	-												
Mass.	-	-	497	2,124	2,008	37	36	-	1												
R.I.	-	-	92	556	477	10	3	-	-												
Conn.	-	-	189	1,837	1,506	15	30	-	-												
MID. ATLANTIC	-	-	1,966	24,166	26,287	183	144	3	3												
Upstate N.Y.	-	-	680	5,289	5,382	81	47	2	-												
N.Y. City	-	-	758	7,287	8,219	44	38	-	-												
N.J.	-	-	181	3,799	4,494	38	32	-	-												
Pa.	-	-	347	7,791	8,192	20	27	1	3												
E.N. CENTRAL	11	2	1,737	39,091	47,748	167	189	2	2												
Ohio	10	2	541	11,017	12,920	63	51	-	1												
Ind.	-	-	-	4,477	4,240	33	36	1	-												
Ill.	-	-	397	10,894	15,330	56	66	-	-												
Mich.	1	-	511	9,074	11,441	8	12	1	-												
Wis.	-	-	288	3,629	3,817	7	24	-	1												
W.N. CENTRAL	-	2	1,066	10,532	10,708	43	47	1	1												
Minn.	-	-	381	1,806	1,638	30	25	1	-												
Iowa	-	-	160	619	830	1	-	-	-												
Mo.	N	N	298	5,466	5,511	9	16	-	-												
N. Dak.	-	2	11	31	23	-	4	-	-												
S. Dak.	-	-	45	165	183	-	-	-	-												
Nebr.	-	-	74	652	773	-	1	-	1												
Kans.	-	-	97	1,793	1,750	3	1	-	-												
S. ATLANTIC	-	-	1,774	52,875	59,512	273	250	4	1												
Del.	-	-	29	1,018	1,078	-	-	-	-												
Md.	-	-	69	5,474	5,667	63	63	2	-												
D.C.	-	-	29	1,797	1,859	-	-	-	-												
Va.	-	-	142	5,617	7,366	22	19	-	-												
W. Va.	-	-	31	628	409	12	10	-	1												
N.C.	-	-	-	10,606	11,089	24	37	-	-												
S.C.	-	-	56	4,804	7,395	9	4	-	-												
Ga.	-	-	575	9,763	11,167	72	65	-	-												
Fla.	-	-	843	13,168	13,482	71	52	2	-												
E.S. CENTRAL	7	1	219	18,297	20,915	46	59	1	-												
Ky.	7	1	-	2,318	2,278	4	2	-	-												
Tenn.	-	-	97	5,978	6,536	23	29	-	-												
Ala.	-	-	122	5,907	6,884	14	26	1	-												
Miss.	-	-	-	4,094	5,217	5	2	-	-												
W.S. CENTRAL	-	-	129	30,851	34,449	41	39	2	1												
Ark.	-	-	89	2,439	3,052	1	-	-	-												
La.	-	-	2	7,795	8,209	3	6	-	-												
Okla.	-	-	38	3,059	3,183	32	32	-	-												
Tex.	-	-	-	17,558	20,005	5	1	2	1												
MOUNTAIN	13	1	937	6,438	6,761	132	108	2	4												
Mont.	-	-	57	60	78	-	-	-	-												
Idaho	-	-	70	58	53	2	1	-	-												
Wyo.	-	-	21	39	43	1	1	-	-												
Colo.	13	1	306	2,201	2,083	26	31	-	-												
N. Mex.	-	-	108	821	635	19	16	-	1												
Ariz.	-	-	124	2,371	2,589	63	43	1	1												
Utah	-	-	172	159	107	15	5	-	-												
Nev.	-	-	79	729	1,173	6	11	1	2												
PACIFIC	-	-	616	15,951	18,440	95	106	2	4												
Wash.	-	-	231	1,801	1,968	2	2	1	-												
Oreg.	-	-	259	549	748	46	31	-	-												
Calif.	-	-	-	12,813	15,056	19	47	1	4												
Alaska	-	-	59	380	255	1	5	-	-												
Hawaii	-	-	67	408	413	27	21	-	-												
Guam	-	-	-	-	31	-	-	-	-												
P.R.	-	-	11	243	390	1	1	-	-												
V.I.	-	-	-	25	19	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


