
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 15, 2003 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	93	131	153	254	413	662	363	650	26	33											
NEW ENGLAND	2	12	7	19	85	138	50	64	1	-											
Maine	1	1	1	2	-	3	4	4	-	-											
N.H.	1	4	-	1	-	1	2	1	-	-											
Vt.	-	-	-	2	16	19	3	17	-	-											
Mass.	-	4	5	11	69	110	18	19	1	-											
R.I.	-	-	-	2	-	-	-	4	-	-											
Conn.	-	3	1	1	-	5	23	19	-	-											
MID. ATLANTIC	34	21	12	28	30	35	37	85	1	4											
Upstate N.Y.	4	3	3	6	28	26	34	54	-	-											
N.Y. City	28	7	7	5	-	4	1	4	1	-											
N.J.	2	9	1	6	2	-	-	14	-	-											
Pa.	-	2	1	11	-	5	2	13	-	4											
E.N. CENTRAL	6	18	26	39	49	90	4	2	1	2											
Ohio	3	7	11	16	44	50	-	1	1	2											
Ind.	-	-	4	6	-	3	2	1	-	-											
Ill.	1	6	-	5	-	11	-	-	-	-											
Mich.	2	4	8	7	4	11	2	-	-	-											
Wis.	-	1	3	5	1	15	-	-	-	-											
W.N. CENTRAL	4	8	10	14	14	61	52	39	1	1											
Minn.	2	-	1	-	-	1	4	3	-	-											
Iowa	2	2	4	3	1	22	5	4	1	-											
Mo.	-	2	4	6	7	23	-	1	-	1											
N. Dak.	-	-	-	-	-	-	8	-	-	-											
S. Dak.	-	-	-	2	1	2	-	15	-	-											
Nebr.	-	2	-	2	-	2	-	-	-	-											
Kans.	-	2	1	1	5	11	35	16	-	-											
S. ATLANTIC	27	34	40	35	60	38	184	188	20	23											
Del.	-	-	4	1	-	1	-	3	-	-											
Md.	12	14	3	1	12	7	2	48	4	5											
D.C.	-	2	-	-	-	-	-	-	-	-											
Va.	-	-	2	2	1	12	47	54	-	-											
W. Va.	1	-	-	-	-	-	7	18	-	-											
N.C.	4	4	4	5	27	7	66	54	16	18											
S.C.	-	2	-	2	-	10	13	6	-	-											
Ga.	3	11	6	7	14	-	36	-	-	-											
Fla.	7	1	21	17	6	1	13	5	-	-											
E.S. CENTRAL	3	3	9	10	14	23	4	109	1	2											
Ky.	-	-	-	-	3	6	3	1	-	-											
Tenn.	1	1	3	1	4	10	-	108	1	2											
Ala.	2	1	3	8	7	1	1	-	-	-											
Miss.	-	1	3	1	-	6	-	-	-	-											
W.S. CENTRAL	1	1	11	40	-	111	10	122	-	1											
Ark.	-	-	1	5	-	93	-	-	-	-											
La.	1	1	7	3	-	-	-	-	-	-											
Okla.	-	-	3	4	-	2	10	16	-	-											
Tex.	-	-	-	28	-	16	-	106	-	1											
MOUNTAIN	3	4	5	19	108	82	10	15	-	-											
Mont.	-	-	-	-	-	2	1	-	-	-											
Idaho	-	-	-	-	2	5	-	-	-	-											
Wyo.	-	-	-	-	-	2	-	1	-	-											
Colo.	2	2	1	6	51	45	-	-	-	-											
N. Mex.	-	-	1	-	10	13	-	-	-	-											
Ariz.	1	-	3	7	35	9	9	14	-	-											
Utah	-	1	-	1	7	5	-	-	-	-											
Nev.	-	1	-	5	3	1	-	-	-	-											
PACIFIC	13	30	33	50	53	84	12	26	1	-											
Wash.	4	-	2	7	15	4	-	-	-	-											
Oreg.	5	-	9	11	32	11	-	-	-	-											
Calif.	4	27	21	30	6	65	12	12	1	-											
Alaska	-	1	-	1	-	1	-	14	-	-											
Hawaii	-	2	1	1	-	3	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	-	12	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


