
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending November 11, 2006 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	37	119	228	5,457	5,253	47	38	246	1,880	1,545	499	800	2,291	36,038	38,454						
NEW ENGLAND	9	11	26	594	634	-	0	2	2	8	4	26	447	1,661	1,941						
Conn.	4	3	14	186	183	-	0	0	-	-	-	0	439	439	428						
Maine	-	2	8	98	53	N	0	0	N	N	-	2	10	102	151						
Mass.	-	4	17	178	306	-	0	1	1	6	-	17	53	782	1,027						
N.H.	2	0	5	48	12	-	0	1	1	1	4	3	25	191	154						
R.I.	1	0	3	24	27	-	0	2	-	1	-	0	17	83	95						
Vt.	2	1	5	60	53	-	0	0	-	-	-	1	6	64	86						
MID. ATLANTIC	6	27	61	1,392	883	3	1	5	70	91	39	83	272	4,449	4,561						
N.J.	N	0	0	N	N	-	0	1	7	27	-	14	48	802	892						
N.Y. (Upstate)	6	11	24	489	495	1	0	2	5	1	31	23	233	1,127	1,082						
N.Y. City	-	0	5	27	26	-	0	3	17	7	-	23	48	1,071	1,081						
Pa.	-	16	45	876	362	2	1	3	41	56	8	29	67	1,449	1,506						
E.N. CENTRAL	-	2	18	152	167	1	0	6	35	41	40	101	187	4,433	5,061						
Ill.	-	0	7	46	50	-	0	1	3	11	-	24	51	991	1,663						
Ind.	-	0	2	11	11	-	0	1	5	1	18	15	67	774	557						
Mich.	-	1	5	44	36	-	0	1	2	6	1	18	34	840	817						
Ohio	-	0	9	51	70	1	0	4	24	21	21	22	56	1,105	1,182						
Wis.	N	0	0	N	N	-	0	1	1	2	-	16	27	723	842						
W.N. CENTRAL	8	5	20	274	299	1	2	15	198	147	27	44	107	2,306	2,298						
Iowa	1	1	7	57	-	-	0	1	5	7	2	8	21	381	378						
Kans.	-	1	5	71	74	-	0	1	4	5	3	7	16	322	328						
Minn.	1	1	6	39	66	-	0	2	4	2	14	11	60	639	495						
Mo.	-	1	6	64	68	1	2	10	161	121	5	14	35	667	719						
Nebr.	-	0	0	-	-	-	0	5	24	7	3	3	8	162	199						
N. Dak.	6	0	7	22	29	-	0	1	-	-	-	0	46	27	36						
S. Dak.	-	0	4	21	62	-	0	0	-	5	-	3	7	108	143						
S. ATLANTIC	10	38	173	1,876	1,880	41	16	94	1,069	797	201	218	394	9,795	11,125						
Del.	-	0	0	-	-	-	0	3	18	7	-	2	10	136	114						
D.C.	-	0	0	-	-	-	0	1	1	2	2	1	4	56	52						
Fla.	-	0	157	157	201	-	0	3	19	13	123	95	185	4,152	4,545						
Ga.	-	4	9	189	235	-	0	5	40	85	33	29	75	1,520	1,765						
Md.	-	7	13	300	341	1	1	6	70	66	11	12	29	620	734						
N.C.	9	9	22	458	421	40	14	87	795	443	29	34	130	1,465	1,470						
S.C.	-	3	11	154	196	-	0	5	32	67	3	18	51	873	1,271						
Va.	-	11	27	523	434	-	1	13	91	107	-	20	57	849	1,007						
W. Va.	1	1	13	95	52	-	0	2	3	7	-	2	19	124	167						
E.S. CENTRAL	2	4	16	224	139	1	6	30	337	274	47	50	149	2,673	2,663						
